datetime,EOM,EOM_sell
01/03/2019 19:00,130.92,62.88
01/03/2019 20:00,130.92,62.88
01/03/2019 21:00,130.92,62.88
01/03/2019 22:00,130.92,62.88
01/03/2019 23:00,130.92,62.88
01/04/2019 00:00,130.92,62.88
01/04/2019 01:00,130.92,62.88
01/04/2019 02:00,130.92,62.88
01/04/2019 03:00,130.92,62.88
01/04/2019 04:00,130.92,62.88
01/04/2019 05:00,130.92,62.88
01/04/2019 06:00,130.92,62.88
01/04/2019 07:00,130.92,62.88
01/04/2019 08:00,130.92,62.88
01/04/2019 09:00,130.92,62.88
01/04/2019 10:00,130.92,62.88
01/04/2019 11:00,130.92,62.88
01/04/2019 12:00,130.92,62.88
01/04/2019 13:00,130.92,62.88
01/04/2019 14:00,130.92,62.88
01/04/2019 15:00,130.92,62.88
01/04/2019 16:00,130.92,62.88
01/04/2019 17:00,130.92,62.88
01/04/2019 18:00,130.92,62.88
01/04/2019 19:00,130.92,62.88
01/04/2019 20:00,130.92,62.88
01/04/2019 21:00,130.92,62.88
01/04/2019 22:00,130.92,62.88
01/04/2019 23:00,130.92,62.88
01/05/2019 00:00,130.92,62.88
01/05/2019 01:00,130.92,62.88
01/05/2019 02:00,130.92,62.88
01/05/2019 03:00,130.92,62.88
01/05/2019 04:00,130.92,62.88
01/05/2019 05:00,130.92,62.88
01/05/2019 06:00,130.92,62.88
01/05/2019 07:00,130.92,62.88
01/05/2019 08:00,130.92,62.88
01/05/2019 09:00,130.92,62.88
01/05/2019 10:00,130.92,62.88
01/05/2019 11:00,130.92,62.88
01/05/2019 12:00,130.92,62.88
01/05/2019 13:00,130.92,62.88
01/05/2019 14:00,130.92,62.88
01/05/2019 15:00,130.92,62.88
01/05/2019 16:00,130.92,62.88
01/05/2019 17:00,130.92,62.88
01/05/2019 18:00,130.92,62.88
01/05/2019 19:00,130.92,62.88
01/05/2019 20:00,130.92,62.88
01/05/2019 21:00,130.92,62.88
01/05/2019 22:00,130.92,62.88
01/05/2019 23:00,130.92,62.88
01/06/2019 00:00,130.92,62.88
01/06/2019 01:00,130.92,62.88
01/06/2019 02:00,130.92,62.88
01/06/2019 03:00,130.92,62.88
01/06/2019 04:00,130.92,62.88
01/06/2019 05:00,130.92,62.88
01/06/2019 06:00,130.92,62.88
01/06/2019 07:00,130.92,62.88
01/06/2019 08:00,130.92,62.88
01/06/2019 09:00,130.92,62.88
01/06/2019 10:00,130.92,62.88
01/06/2019 11:00,130.92,62.88
01/06/2019 12:00,130.92,62.88
01/06/2019 13:00,130.92,62.88
01/06/2019 14:00,130.92,62.88
01/06/2019 15:00,130.92,62.88
01/06/2019 16:00,130.92,62.88
01/06/2019 17:00,130.92,62.88
01/06/2019 18:00,130.92,62.88
01/06/2019 19:00,130.92,62.88
01/06/2019 20:00,130.92,62.88
01/06/2019 21:00,130.92,62.88
01/06/2019 22:00,130.92,62.88
01/06/2019 23:00,130.92,62.88
01/07/2019 00:00,130.92,62.88
01/07/2019 01:00,130.92,62.88
01/07/2019 02:00,130.92,62.88
01/07/2019 03:00,130.92,62.88
01/07/2019 04:00,130.92,62.88
01/07/2019 05:00,130.92,62.88
01/07/2019 06:00,130.92,62.88
01/07/2019 07:00,130.92,62.88
01/07/2019 08:00,130.92,62.88
01/07/2019 09:00,130.92,62.88
01/07/2019 10:00,130.92,62.88
01/07/2019 11:00,130.92,62.88
01/07/2019 12:00,130.92,62.88
01/07/2019 13:00,130.92,62.88
01/07/2019 14:00,130.92,62.88
01/07/2019 15:00,130.92,62.88
01/07/2019 16:00,130.92,62.88
01/07/2019 17:00,130.92,62.88
01/07/2019 18:00,130.92,62.88
01/07/2019 19:00,130.92,62.88
01/07/2019 20:00,130.92,62.88
01/07/2019 21:00,130.92,62.88
01/07/2019 22:00,130.92,62.88
01/07/2019 23:00,130.92,62.88
01/08/2019 00:00,130.92,62.88
01/08/2019 01:00,130.92,62.88
01/08/2019 02:00,130.92,62.88
01/08/2019 03:00,130.92,62.88
01/08/2019 04:00,130.92,62.88
01/08/2019 05:00,130.92,62.88
01/08/2019 06:00,130.92,62.88
01/08/2019 07:00,130.92,62.88
01/08/2019 08:00,130.92,62.88
01/08/2019 09:00,130.92,62.88
01/08/2019 10:00,130.92,62.88
01/08/2019 11:00,130.92,62.88
01/08/2019 12:00,130.92,62.88
01/08/2019 13:00,130.92,62.88
01/08/2019 14:00,130.92,62.88
01/08/2019 15:00,130.92,62.88
01/08/2019 16:00,130.92,62.88
01/08/2019 17:00,130.92,62.88
01/08/2019 18:00,130.92,62.88
01/08/2019 19:00,130.92,62.88
01/08/2019 20:00,130.92,62.88
01/08/2019 21:00,130.92,62.88
01/08/2019 22:00,130.92,62.88
01/08/2019 23:00,130.92,62.88
01/09/2019 00:00,130.92,62.88
01/09/2019 01:00,130.92,62.88
01/09/2019 02:00,130.92,62.88
01/09/2019 03:00,130.92,62.88
01/09/2019 04:00,130.92,62.88
01/09/2019 05:00,130.92,62.88
01/09/2019 06:00,130.92,62.88
01/09/2019 07:00,130.92,62.88
01/09/2019 08:00,130.92,62.88
01/09/2019 09:00,130.92,62.88
01/09/2019 10:00,130.92,62.88
01/09/2019 11:00,130.92,62.88
01/09/2019 12:00,130.92,62.88
01/09/2019 13:00,130.92,62.88
01/09/2019 14:00,130.92,62.88
01/09/2019 15:00,130.92,62.88
01/09/2019 16:00,130.92,62.88
01/09/2019 17:00,130.92,62.88
01/09/2019 18:00,130.92,62.88
01/09/2019 19:00,130.92,62.88
01/09/2019 20:00,130.92,62.88
01/09/2019 21:00,130.92,62.88
01/09/2019 22:00,130.92,62.88
01/09/2019 23:00,130.92,62.88
01/10/2019 00:00,130.92,62.88
01/10/2019 01:00,130.92,62.88
01/10/2019 02:00,130.92,62.88
01/10/2019 03:00,130.92,62.88
01/10/2019 04:00,130.92,62.88
01/10/2019 05:00,130.92,62.88
01/10/2019 06:00,130.92,62.88
01/10/2019 07:00,130.92,62.88
01/10/2019 08:00,130.92,62.88
01/10/2019 09:00,130.92,62.88
01/10/2019 10:00,130.92,62.88
01/10/2019 11:00,130.92,62.88
01/10/2019 12:00,130.92,62.88
01/10/2019 13:00,130.92,62.88
01/10/2019 14:00,130.92,62.88
01/10/2019 15:00,130.92,62.88
01/10/2019 16:00,130.92,62.88
01/10/2019 17:00,130.92,62.88
01/10/2019 18:00,130.92,62.88
01/10/2019 19:00,130.92,62.88
01/10/2019 20:00,130.92,62.88
01/10/2019 21:00,130.92,62.88
01/10/2019 22:00,130.92,62.88
01/10/2019 23:00,130.92,62.88
01/11/2019 00:00,130.92,62.88
01/11/2019 01:00,130.92,62.88
01/11/2019 02:00,130.92,62.88
01/11/2019 03:00,130.92,62.88
01/11/2019 04:00,130.92,62.88
01/11/2019 05:00,130.92,62.88
01/11/2019 06:00,130.92,62.88
01/11/2019 07:00,130.92,62.88
01/11/2019 08:00,130.92,62.88
01/11/2019 09:00,130.92,62.88
01/11/2019 10:00,130.92,62.88
01/11/2019 11:00,130.92,62.88
01/11/2019 12:00,130.92,62.88
01/11/2019 13:00,130.92,62.88
01/11/2019 14:00,130.92,62.88
01/11/2019 15:00,130.92,62.88
01/11/2019 16:00,130.92,62.88
01/11/2019 17:00,130.92,62.88
01/11/2019 18:00,130.92,62.88
01/11/2019 19:00,130.92,62.88
01/11/2019 20:00,130.92,62.88
01/11/2019 21:00,130.92,62.88
01/11/2019 22:00,130.92,62.88
01/11/2019 23:00,130.92,62.88
01/12/2019 00:00,130.92,62.88
01/12/2019 01:00,130.92,62.88
01/12/2019 02:00,130.92,62.88
01/12/2019 03:00,130.92,62.88
01/12/2019 04:00,130.92,62.88
01/12/2019 05:00,130.92,62.88
01/12/2019 06:00,130.92,62.88
01/12/2019 07:00,130.92,62.88
01/12/2019 08:00,130.92,62.88
01/12/2019 09:00,130.92,62.88
01/12/2019 10:00,130.92,62.88
01/12/2019 11:00,130.92,62.88
01/12/2019 12:00,130.92,62.88
01/12/2019 13:00,130.92,62.88
01/12/2019 14:00,130.92,62.88
01/12/2019 15:00,130.92,62.88
01/12/2019 16:00,130.92,62.88
01/12/2019 17:00,130.92,62.88
01/12/2019 18:00,130.92,62.88
01/12/2019 19:00,130.92,62.88
01/12/2019 20:00,130.92,62.88
01/12/2019 21:00,130.92,62.88
01/12/2019 22:00,130.92,62.88
01/12/2019 23:00,130.92,62.88
01/13/2019 00:00,130.92,62.88
01/13/2019 01:00,130.92,62.88
01/13/2019 02:00,130.92,62.88
01/13/2019 03:00,130.92,62.88
01/13/2019 04:00,130.92,62.88
01/13/2019 05:00,130.92,62.88
01/13/2019 06:00,130.92,62.88
01/13/2019 07:00,130.92,62.88
01/13/2019 08:00,130.92,62.88
01/13/2019 09:00,130.92,62.88
01/13/2019 10:00,130.92,62.88
01/13/2019 11:00,130.92,62.88
01/13/2019 12:00,130.92,62.88
01/13/2019 13:00,130.92,62.88
01/13/2019 14:00,130.92,62.88
01/13/2019 15:00,130.92,62.88
01/13/2019 16:00,130.92,62.88
01/13/2019 17:00,130.92,62.88
01/13/2019 18:00,130.92,62.88
01/13/2019 19:00,130.92,62.88
01/13/2019 20:00,130.92,62.88
01/13/2019 21:00,130.92,62.88
01/13/2019 22:00,130.92,62.88
01/13/2019 23:00,130.92,62.88
01/14/2019 00:00,130.92,62.88
01/14/2019 01:00,130.92,62.88
01/14/2019 02:00,130.92,62.88
01/14/2019 03:00,130.92,62.88
01/14/2019 04:00,130.92,62.88
01/14/2019 05:00,130.92,62.88
01/14/2019 06:00,130.92,62.88
01/14/2019 07:00,130.92,62.88
01/14/2019 08:00,130.92,62.88
01/14/2019 09:00,130.92,62.88
01/14/2019 10:00,130.92,62.88
01/14/2019 11:00,130.92,62.88
01/14/2019 12:00,130.92,62.88
01/14/2019 13:00,130.92,62.88
01/14/2019 14:00,130.92,62.88
01/14/2019 15:00,130.92,62.88
01/14/2019 16:00,130.92,62.88
01/14/2019 17:00,130.92,62.88
01/14/2019 18:00,130.92,62.88
01/14/2019 19:00,130.92,62.88
01/14/2019 20:00,130.92,62.88
01/14/2019 21:00,130.92,62.88
01/14/2019 22:00,130.92,62.88
01/14/2019 23:00,130.92,62.88
01/15/2019 00:00,130.92,62.88
01/15/2019 01:00,130.92,62.88
01/15/2019 02:00,130.92,62.88
01/15/2019 03:00,130.92,62.88
01/15/2019 04:00,130.92,62.88
01/15/2019 05:00,130.92,62.88
01/15/2019 06:00,130.92,62.88
01/15/2019 07:00,130.92,62.88
01/15/2019 08:00,130.92,62.88
01/15/2019 09:00,130.92,62.88
01/15/2019 10:00,130.92,62.88
01/15/2019 11:00,130.92,62.88
01/15/2019 12:00,130.92,62.88
01/15/2019 13:00,130.92,62.88
01/15/2019 14:00,130.92,62.88
01/15/2019 15:00,130.92,62.88
01/15/2019 16:00,130.92,62.88
01/15/2019 17:00,130.92,62.88
01/15/2019 18:00,130.92,62.88
01/15/2019 19:00,130.92,62.88
01/15/2019 20:00,130.92,62.88
01/15/2019 21:00,130.92,62.88
01/15/2019 22:00,130.92,62.88
01/15/2019 23:00,130.92,62.88
01/16/2019 00:00,130.92,62.88
01/16/2019 01:00,130.92,62.88
01/16/2019 02:00,130.92,62.88
01/16/2019 03:00,130.92,62.88
01/16/2019 04:00,130.92,62.88
01/16/2019 05:00,130.92,62.88
01/16/2019 06:00,130.92,62.88
01/16/2019 07:00,130.92,62.88
01/16/2019 08:00,130.92,62.88
01/16/2019 09:00,130.92,62.88
01/16/2019 10:00,130.92,62.88
01/16/2019 11:00,130.92,62.88
01/16/2019 12:00,130.92,62.88
01/16/2019 13:00,130.92,62.88
01/16/2019 14:00,130.92,62.88
01/16/2019 15:00,130.92,62.88
01/16/2019 16:00,130.92,62.88
01/16/2019 17:00,130.92,62.88
01/16/2019 18:00,130.92,62.88
01/16/2019 19:00,130.92,62.88
01/16/2019 20:00,130.92,62.88
01/16/2019 21:00,130.92,62.88
01/16/2019 22:00,130.92,62.88
01/16/2019 23:00,130.92,62.88
01/17/2019 00:00,130.92,62.88
01/17/2019 01:00,130.92,62.88
01/17/2019 02:00,130.92,62.88
01/17/2019 03:00,130.92,62.88
01/17/2019 04:00,130.92,62.88
01/17/2019 05:00,130.92,62.88
01/17/2019 06:00,130.92,62.88
01/17/2019 07:00,130.92,62.88
01/17/2019 08:00,130.92,62.88
01/17/2019 09:00,130.92,62.88
01/17/2019 10:00,130.92,62.88
01/17/2019 11:00,130.92,62.88
01/17/2019 12:00,130.92,62.88
01/17/2019 13:00,130.92,62.88
01/17/2019 14:00,130.92,62.88
01/17/2019 15:00,130.92,62.88
01/17/2019 16:00,130.92,62.88
01/17/2019 17:00,130.92,62.88
01/17/2019 18:00,130.92,62.88
01/17/2019 19:00,130.92,62.88
01/17/2019 20:00,130.92,62.88
01/17/2019 21:00,130.92,62.88
01/17/2019 22:00,130.92,62.88
01/17/2019 23:00,130.92,62.88
01/18/2019 00:00,130.92,62.88
01/18/2019 01:00,130.92,62.88
01/18/2019 02:00,130.92,62.88
01/18/2019 03:00,130.92,62.88
01/18/2019 04:00,130.92,62.88
01/18/2019 05:00,130.92,62.88
01/18/2019 06:00,130.92,62.88
01/18/2019 07:00,130.92,62.88
01/18/2019 08:00,130.92,62.88
01/18/2019 09:00,130.92,62.88
01/18/2019 10:00,130.92,62.88
01/18/2019 11:00,130.92,62.88
01/18/2019 12:00,130.92,62.88
01/18/2019 13:00,130.92,62.88
01/18/2019 14:00,130.92,62.88
01/18/2019 15:00,130.92,62.88
01/18/2019 16:00,130.92,62.88
01/18/2019 17:00,130.92,62.88
01/18/2019 18:00,130.92,62.88
01/18/2019 19:00,130.92,62.88
01/18/2019 20:00,130.92,62.88
01/18/2019 21:00,130.92,62.88
01/18/2019 22:00,130.92,62.88
01/18/2019 23:00,130.92,62.88
01/19/2019 00:00,130.92,62.88
01/19/2019 01:00,130.92,62.88
01/19/2019 02:00,130.92,62.88
01/19/2019 03:00,130.92,62.88
01/19/2019 04:00,130.92,62.88
01/19/2019 05:00,130.92,62.88
01/19/2019 06:00,130.92,62.88
01/19/2019 07:00,130.92,62.88
01/19/2019 08:00,130.92,62.88
01/19/2019 09:00,130.92,62.88
01/19/2019 10:00,130.92,62.88
01/19/2019 11:00,130.92,62.88
01/19/2019 12:00,130.92,62.88
01/19/2019 13:00,130.92,62.88
01/19/2019 14:00,130.92,62.88
01/19/2019 15:00,130.92,62.88
01/19/2019 16:00,130.92,62.88
01/19/2019 17:00,130.92,62.88
01/19/2019 18:00,130.92,62.88
01/19/2019 19:00,130.92,62.88
01/19/2019 20:00,130.92,62.88
01/19/2019 21:00,130.92,62.88
01/19/2019 22:00,130.92,62.88
01/19/2019 23:00,130.92,62.88
01/20/2019 00:00,130.92,62.88
01/20/2019 01:00,130.92,62.88
01/20/2019 02:00,130.92,62.88
01/20/2019 03:00,130.92,62.88
01/20/2019 04:00,130.92,62.88
01/20/2019 05:00,130.92,62.88
01/20/2019 06:00,130.92,62.88
01/20/2019 07:00,130.92,62.88
01/20/2019 08:00,130.92,62.88
01/20/2019 09:00,130.92,62.88
01/20/2019 10:00,130.92,62.88
01/20/2019 11:00,130.92,62.88
01/20/2019 12:00,130.92,62.88
01/20/2019 13:00,130.92,62.88
01/20/2019 14:00,130.92,62.88
01/20/2019 15:00,130.92,62.88
01/20/2019 16:00,130.92,62.88
01/20/2019 17:00,130.92,62.88
01/20/2019 18:00,130.92,62.88
01/20/2019 19:00,130.92,62.88
01/20/2019 20:00,130.92,62.88
01/20/2019 21:00,130.92,62.88
01/20/2019 22:00,130.92,62.88
01/20/2019 23:00,130.92,62.88
01/21/2019 00:00,130.92,62.88
01/21/2019 01:00,130.92,62.88
01/21/2019 02:00,130.92,62.88
01/21/2019 03:00,130.92,62.88
01/21/2019 04:00,130.92,62.88
01/21/2019 05:00,130.92,62.88
01/21/2019 06:00,130.92,62.88
01/21/2019 07:00,130.92,62.88
01/21/2019 08:00,130.92,62.88
01/21/2019 09:00,130.92,62.88
01/21/2019 10:00,130.92,62.88
01/21/2019 11:00,130.92,62.88
01/21/2019 12:00,130.92,62.88
01/21/2019 13:00,130.92,62.88
01/21/2019 14:00,130.92,62.88
01/21/2019 15:00,130.92,62.88
01/21/2019 16:00,130.92,62.88
01/21/2019 17:00,130.92,62.88
01/21/2019 18:00,130.92,62.88
01/21/2019 19:00,130.92,62.88
01/21/2019 20:00,130.92,62.88
01/21/2019 21:00,130.92,62.88
01/21/2019 22:00,130.92,62.88
01/21/2019 23:00,130.92,62.88
01/22/2019 00:00,130.92,62.88
01/22/2019 01:00,130.92,62.88
01/22/2019 02:00,130.92,62.88
01/22/2019 03:00,130.92,62.88
01/22/2019 04:00,130.92,62.88
01/22/2019 05:00,130.92,62.88
01/22/2019 06:00,130.92,62.88
01/22/2019 07:00,130.92,62.88
01/22/2019 08:00,130.92,62.88
01/22/2019 09:00,130.92,62.88
01/22/2019 10:00,130.92,62.88
01/22/2019 11:00,130.92,62.88
01/22/2019 12:00,130.92,62.88
01/22/2019 13:00,130.92,62.88
01/22/2019 14:00,130.92,62.88
01/22/2019 15:00,130.92,62.88
01/22/2019 16:00,130.92,62.88
01/22/2019 17:00,130.92,62.88
01/22/2019 18:00,130.92,62.88
01/22/2019 19:00,130.92,62.88
01/22/2019 20:00,130.92,62.88
01/22/2019 21:00,130.92,62.88
01/22/2019 22:00,130.92,62.88
01/22/2019 23:00,130.92,62.88
01/23/2019 00:00,130.92,62.88
01/23/2019 01:00,130.92,62.88
01/23/2019 02:00,130.92,62.88
01/23/2019 03:00,130.92,62.88
01/23/2019 04:00,130.92,62.88
01/23/2019 05:00,130.92,62.88
01/23/2019 06:00,130.92,62.88
01/23/2019 07:00,130.92,62.88
01/23/2019 08:00,130.92,62.88
01/23/2019 09:00,130.92,62.88
01/23/2019 10:00,130.92,62.88
01/23/2019 11:00,130.92,62.88
01/23/2019 12:00,130.92,62.88
01/23/2019 13:00,130.92,62.88
01/23/2019 14:00,130.92,62.88
01/23/2019 15:00,130.92,62.88
01/23/2019 16:00,130.92,62.88
01/23/2019 17:00,130.92,62.88
01/23/2019 18:00,130.92,62.88
01/23/2019 19:00,130.92,62.88
01/23/2019 20:00,130.92,62.88
01/23/2019 21:00,130.92,62.88
01/23/2019 22:00,130.92,62.88
01/23/2019 23:00,130.92,62.88
01/24/2019 00:00,130.92,62.88
01/24/2019 01:00,130.92,62.88
01/24/2019 02:00,130.92,62.88
01/24/2019 03:00,130.92,62.88
01/24/2019 04:00,130.92,62.88
01/24/2019 05:00,130.92,62.88
01/24/2019 06:00,130.92,62.88
01/24/2019 07:00,130.92,62.88
01/24/2019 08:00,130.92,62.88
01/24/2019 09:00,130.92,62.88
01/24/2019 10:00,130.92,62.88
01/24/2019 11:00,130.92,62.88
01/24/2019 12:00,130.92,62.88
01/24/2019 13:00,130.92,62.88
01/24/2019 14:00,130.92,62.88
01/24/2019 15:00,130.92,62.88
01/24/2019 16:00,130.92,62.88
01/24/2019 17:00,130.92,62.88
01/24/2019 18:00,130.92,62.88
01/24/2019 19:00,130.92,62.88
01/24/2019 20:00,130.92,62.88
01/24/2019 21:00,130.92,62.88
01/24/2019 22:00,130.92,62.88
01/24/2019 23:00,130.92,62.88
01/25/2019 00:00,130.92,62.88
01/25/2019 01:00,130.92,62.88
01/25/2019 02:00,130.92,62.88
01/25/2019 03:00,130.92,62.88
01/25/2019 04:00,130.92,62.88
01/25/2019 05:00,130.92,62.88
01/25/2019 06:00,130.92,62.88
01/25/2019 07:00,130.92,62.88
01/25/2019 08:00,130.92,62.88
01/25/2019 09:00,130.92,62.88
01/25/2019 10:00,130.92,62.88
01/25/2019 11:00,130.92,62.88
01/25/2019 12:00,130.92,62.88
01/25/2019 13:00,130.92,62.88
01/25/2019 14:00,130.92,62.88
01/25/2019 15:00,130.92,62.88
01/25/2019 16:00,130.92,62.88
01/25/2019 17:00,130.92,62.88
01/25/2019 18:00,130.92,62.88
01/25/2019 19:00,130.92,62.88
01/25/2019 20:00,130.92,62.88
01/25/2019 21:00,130.92,62.88
01/25/2019 22:00,130.92,62.88
01/25/2019 23:00,130.92,62.88
01/26/2019 00:00,130.92,62.88
01/26/2019 01:00,130.92,62.88
01/26/2019 02:00,130.92,62.88
01/26/2019 03:00,130.92,62.88
01/26/2019 04:00,130.92,62.88
01/26/2019 05:00,130.92,62.88
01/26/2019 06:00,130.92,62.88
01/26/2019 07:00,130.92,62.88
01/26/2019 08:00,130.92,62.88
01/26/2019 09:00,130.92,62.88
01/26/2019 10:00,130.92,62.88
01/26/2019 11:00,130.92,62.88
01/26/2019 12:00,130.92,62.88
01/26/2019 13:00,130.92,62.88
01/26/2019 14:00,130.92,62.88
01/26/2019 15:00,130.92,62.88
01/26/2019 16:00,130.92,62.88
01/26/2019 17:00,130.92,62.88
01/26/2019 18:00,130.92,62.88
01/26/2019 19:00,130.92,62.88
01/26/2019 20:00,130.92,62.88
01/26/2019 21:00,130.92,62.88
01/26/2019 22:00,130.92,62.88
01/26/2019 23:00,130.92,62.88
01/27/2019 00:00,130.92,62.88
01/27/2019 01:00,130.92,62.88
01/27/2019 02:00,130.92,62.88
01/27/2019 03:00,130.92,62.88
01/27/2019 04:00,130.92,62.88
01/27/2019 05:00,130.92,62.88
01/27/2019 06:00,130.92,62.88
01/27/2019 07:00,130.92,62.88
01/27/2019 08:00,130.92,62.88
01/27/2019 09:00,130.92,62.88
01/27/2019 10:00,130.92,62.88
01/27/2019 11:00,130.92,62.88
01/27/2019 12:00,130.92,62.88
01/27/2019 13:00,130.92,62.88
01/27/2019 14:00,130.92,62.88
01/27/2019 15:00,130.92,62.88
01/27/2019 16:00,130.92,62.88
01/27/2019 17:00,130.92,62.88
01/27/2019 18:00,130.92,62.88
01/27/2019 19:00,130.92,62.88
01/27/2019 20:00,130.92,62.88
01/27/2019 21:00,130.92,62.88
01/27/2019 22:00,130.92,62.88
01/27/2019 23:00,130.92,62.88
01/28/2019 00:00,130.92,62.88
01/28/2019 01:00,130.92,62.88
01/28/2019 02:00,130.92,62.88
01/28/2019 03:00,130.92,62.88
01/28/2019 04:00,130.92,62.88
01/28/2019 05:00,130.92,62.88
01/28/2019 06:00,130.92,62.88
01/28/2019 07:00,130.92,62.88
01/28/2019 08:00,130.92,62.88
01/28/2019 09:00,130.92,62.88
01/28/2019 10:00,130.92,62.88
01/28/2019 11:00,130.92,62.88
01/28/2019 12:00,130.92,62.88
01/28/2019 13:00,130.92,62.88
01/28/2019 14:00,130.92,62.88
01/28/2019 15:00,130.92,62.88
01/28/2019 16:00,130.92,62.88
01/28/2019 17:00,130.92,62.88
01/28/2019 18:00,130.92,62.88
01/28/2019 19:00,130.92,62.88
01/28/2019 20:00,130.92,62.88
01/28/2019 21:00,130.92,62.88
01/28/2019 22:00,130.92,62.88
01/28/2019 23:00,130.92,62.88
01/29/2019 00:00,130.92,62.88
01/29/2019 01:00,130.92,62.88
01/29/2019 02:00,130.92,62.88
01/29/2019 03:00,130.92,62.88
01/29/2019 04:00,130.92,62.88
01/29/2019 05:00,130.92,62.88
01/29/2019 06:00,130.92,62.88
01/29/2019 07:00,130.92,62.88
01/29/2019 08:00,130.92,62.88
01/29/2019 09:00,130.92,62.88
01/29/2019 10:00,130.92,62.88
01/29/2019 11:00,130.92,62.88
01/29/2019 12:00,130.92,62.88
01/29/2019 13:00,130.92,62.88
01/29/2019 14:00,130.92,62.88
01/29/2019 15:00,130.92,62.88
01/29/2019 16:00,130.92,62.88
01/29/2019 17:00,130.92,62.88
01/29/2019 18:00,130.92,62.88
01/29/2019 19:00,130.92,62.88
01/29/2019 20:00,130.92,62.88
01/29/2019 21:00,130.92,62.88
01/29/2019 22:00,130.92,62.88
01/29/2019 23:00,130.92,62.88
01/30/2019 00:00,130.92,62.88
01/30/2019 01:00,130.92,62.88
01/30/2019 02:00,130.92,62.88
01/30/2019 03:00,130.92,62.88
01/30/2019 04:00,130.92,62.88
01/30/2019 05:00,130.92,62.88
01/30/2019 06:00,130.92,62.88
01/30/2019 07:00,130.92,62.88
01/30/2019 08:00,130.92,62.88
01/30/2019 09:00,130.92,62.88
01/30/2019 10:00,130.92,62.88
01/30/2019 11:00,130.92,62.88
01/30/2019 12:00,130.92,62.88
01/30/2019 13:00,130.92,62.88
01/30/2019 14:00,130.92,62.88
01/30/2019 15:00,130.92,62.88
01/30/2019 16:00,130.92,62.88
01/30/2019 17:00,130.92,62.88
01/30/2019 18:00,130.92,62.88
01/30/2019 19:00,130.92,62.88
01/30/2019 20:00,130.92,62.88
01/30/2019 21:00,130.92,62.88
01/30/2019 22:00,130.92,62.88
