name,technology,bidding_EOM,bidding_redispatch,max_power,min_power,node,unit_operator
DE141-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,51,eom_de
DE142-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,52,eom_de
DE143-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,53,eom_de
DE144-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,54,eom_de
DE145-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,55,eom_de
DE146-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,56,eom_de
DE147-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,57,eom_de
DE148-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,59,eom_de
DE149-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,60,eom_de
DE15-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,61,eom_de
DE150-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,62,eom_de
DE151-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,63,eom_de
DE152-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,64,eom_de
DE153-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,65,eom_de
DE154-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,66,eom_de
DE155-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,67,eom_de
DE156-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,68,eom_de
DE157-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,69,eom_de
DE158-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,70,eom_de
DE159-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,71,eom_de
DE16-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,72,eom_de
DE160-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,73,eom_de
DE161-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,74,eom_de
DE162-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,75,eom_de
DE163-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,76,eom_de
DE165-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,78,eom_de
DE166-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,79,eom_de
DE167-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,80,eom_de
DE168-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,81,eom_de
DE169-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,82,eom_de
DE17-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,83,eom_de
DE170-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,84,eom_de
DE171-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,85,eom_de
DE172-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,87,eom_de
DE173-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,88,eom_de
DE174-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,89,eom_de
DE175-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,90,eom_de
DE176-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,91,eom_de
DE177-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,92,eom_de
DE178-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,93,eom_de
DE179-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,94,eom_de
DE18-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,96,eom_de
DE180-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,97,eom_de
DE181-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,98,eom_de
DE182-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,99,eom_de
DE183-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,100,eom_de
DE184-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,101,eom_de
DE185-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,102,eom_de
DE186-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,103,eom_de
DE187-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,104,eom_de
DE188-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,105,eom_de
DE189-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,106,eom_de
DE19-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,107,eom_de
DE190-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,108,eom_de
DE191-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,109,eom_de
DE192-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,110,eom_de
DE193-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,111,eom_de
DE194-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,112,eom_de
DE195-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,113,eom_de
DE196-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,114,eom_de
DE197-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,115,eom_de
DE198-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,116,eom_de
DE199-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,117,eom_de
DE20-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,119,eom_de
DE200-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,120,eom_de
DE201-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,121,eom_de
DE202-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,123,eom_de
DE203-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,124,eom_de
DE204-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,125,eom_de
DE205-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,127,eom_de
DE206-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,128,eom_de
DE207-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,129,eom_de
DE208-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,130,eom_de
DE209-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,131,eom_de
DE21-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,132,eom_de
DE211-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,133,eom_de
DE212-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,134,eom_de
DE213-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,135,eom_de
DE22-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,137,eom_de
DE23-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,139,eom_de
DE24-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,141,eom_de
DE25-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,142,eom_de
DE26-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,143,eom_de
DE27-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,145,eom_de
DE28-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,146,eom_de
DE29-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,147,eom_de
DE30-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,150,eom_de
DE31-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,151,eom_de
DE32-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,152,eom_de
DE33-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,153,eom_de
DE34-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,154,eom_de
DE35-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,156,eom_de
DE36-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,157,eom_de
DE37-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,158,eom_de
DE38-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,159,eom_de
DE39-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,160,eom_de
DE4-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,161,eom_de
DE40-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,162,eom_de
DE41-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,163,eom_de
DE42-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,164,eom_de
DE43-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,165,eom_de
DE44-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,166,eom_de
DE45-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,167,eom_de
DE46-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,168,eom_de
DE47-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,169,eom_de
DE49-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,170,eom_de
DE5-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,171,eom_de
DE50-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,172,eom_de
DE51-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,173,eom_de
DE52-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,174,eom_de
DE53-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,175,eom_de
DE54-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,176,eom_de
DE55-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,177,eom_de
DE56-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,178,eom_de
DE57-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,179,eom_de
DE58-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,180,eom_de
DE59-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,181,eom_de
DE6-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,182,eom_de
DE60-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,183,eom_de
DE61-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,184,eom_de
DE62-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,186,eom_de
DE63-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,187,eom_de
DE64-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,188,eom_de
DE65-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,189,eom_de
DE66-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,191,eom_de
DE67-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,193,eom_de
DE68-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,195,eom_de
DE69-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,197,eom_de
DE7-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,198,eom_de
DE70-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,200,eom_de
DE71-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,201,eom_de
DE72-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,202,eom_de
DE73-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,204,eom_de
DE74-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,206,eom_de
DE75-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,207,eom_de
DE76-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,208,eom_de
DE77-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,210,eom_de
DE78-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,211,eom_de
DE79-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,212,eom_de
DE8-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,213,eom_de
DE80-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,215,eom_de
DE81-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,216,eom_de
DE82-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,217,eom_de
DE83-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,218,eom_de
DE84-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,219,eom_de
DE85-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,220,eom_de
DE86-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,221,eom_de
DE87-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,223,eom_de
DE88-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,224,eom_de
DE89-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,226,eom_de
DE9-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,227,eom_de
DE91-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,228,eom_de
DE92-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,229,eom_de
DE93-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,230,eom_de
DE94-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,231,eom_de
DE95-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,232,eom_de
DE96-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,234,eom_de
DE97-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,235,eom_de
DE98-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,236,eom_de
DE99-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,237,eom_de
relation/17591073-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,238,eom_de
way/1024536785-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,239,eom_de
way/102743264-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,240,eom_de
way/1040551074-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,241,eom_de
way/106096507-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,242,eom_de
way/1068350839-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,243,eom_de
way/1071504343-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,244,eom_de
way/1072574879-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,245,eom_de
way/1076001174-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,247,eom_de
way/1081302145-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,248,eom_de
way/1086825107-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,250,eom_de
way/108797675-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,251,eom_de
way/1089769599-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,253,eom_de
way/1089911133-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,254,eom_de
way/1091984573-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,256,eom_de
way/1093896544-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,257,eom_de
way/1094015892-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,259,eom_de
way/109917397-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,260,eom_de
way/1102237380-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,262,eom_de
way/1104947187-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,263,eom_de
way/1107961833-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,264,eom_de
way/1118059105-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,265,eom_de
way/111973179-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,266,eom_de
way/112695048-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,267,eom_de
way/1128250707-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,269,eom_de
way/11285720-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,270,eom_de
way/1134105414-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,271,eom_de
way/113546939-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,273,eom_de
way/114319248-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,275,eom_de
way/11500045-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,276,eom_de
way/1191459479-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,277,eom_de
way/121199242-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,279,eom_de
way/1222597066-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,281,eom_de
way/1223405794-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,283,eom_de
way/1245826064-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,284,eom_de
way/1245867884-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,285,eom_de
way/1280364401-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,286,eom_de
way/1280840211-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,287,eom_de
way/1303270458-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,289,eom_de
way/1327333163-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,291,eom_de
way/132814303-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,292,eom_de
way/133342285-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,293,eom_de
way/137602559-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,295,eom_de
way/142487746-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,296,eom_de
way/143854536-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,297,eom_de
way/143882655-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,299,eom_de
way/143903369-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,301,eom_de
way/145002769-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,302,eom_de
way/145680894-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,303,eom_de
way/147521567-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,305,eom_de
way/147878692-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,306,eom_de
way/148211527-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,307,eom_de
way/148446247-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,308,eom_de
way/149256409-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,309,eom_de
way/149987048-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,311,eom_de
way/150200540-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,312,eom_de
way/150267232-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,313,eom_de
way/151507370-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,314,eom_de
way/151967290-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,316,eom_de
way/151967291-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,318,eom_de
way/152018146-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,320,eom_de
way/152107815-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,321,eom_de
way/152219167-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,322,eom_de
way/152261133-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,324,eom_de
way/152403632-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,326,eom_de
way/152924498-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,328,eom_de
way/152924508-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,329,eom_de
way/152973139-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,331,eom_de
way/154869247-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,332,eom_de
way/156402422-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,333,eom_de
way/156673636-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,334,eom_de
way/156673637-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,336,eom_de
way/156676050-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,337,eom_de
way/156960655-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,338,eom_de
way/156973363-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,339,eom_de
way/157164284-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,340,eom_de
way/157328339-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,341,eom_de
way/157421333-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,342,eom_de
way/157628351-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,343,eom_de
way/157806991-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,344,eom_de
way/159326655-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,345,eom_de
way/160584794-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,346,eom_de
way/160929097-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,347,eom_de
way/166604822-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,348,eom_de
way/167352587-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,349,eom_de
way/169244940-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,351,eom_de
way/172997498-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,355,eom_de
way/173112252-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,356,eom_de
way/18629425-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,358,eom_de
way/188276460-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,360,eom_de
way/198448981-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,361,eom_de
way/202164315-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,362,eom_de
way/202747445-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,363,eom_de
way/202865176-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,364,eom_de
way/202865177-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,365,eom_de
way/206289192-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,366,eom_de
way/207248812-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,368,eom_de
way/207756597-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,369,eom_de
way/22690852-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,370,eom_de
way/22720647-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,372,eom_de
way/22761692-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,374,eom_de
way/22761839-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,376,eom_de
way/22765517-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,378,eom_de
way/22766160-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,380,eom_de
way/22767509-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,382,eom_de
way/22796434-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,383,eom_de
way/22944791-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,384,eom_de
way/229565743-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,385,eom_de
way/22960899-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,386,eom_de
way/22964137-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,387,eom_de
way/22973052-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,388,eom_de
way/22973070-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,390,eom_de
way/23022100-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,392,eom_de
way/23067006-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,393,eom_de
way/23084417-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,394,eom_de
way/23084554-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,396,eom_de
way/23135618-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,397,eom_de
way/23140544-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,398,eom_de
way/23161029-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,399,eom_de
way/23192640-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,400,eom_de
way/23284340-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,402,eom_de
way/23380800-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,404,eom_de
way/234171369-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,405,eom_de
way/23583867-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,406,eom_de
way/23641079-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,408,eom_de
way/23682013-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,409,eom_de
way/23744346-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,410,eom_de
way/23816140-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,411,eom_de
way/23881272-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,412,eom_de
way/23899043-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,413,eom_de
way/23907283-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,414,eom_de
way/24042358-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,415,eom_de
way/24158385-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,416,eom_de
way/24230738-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,417,eom_de
way/24237879-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,418,eom_de
way/24258096-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,419,eom_de
way/24262656-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,421,eom_de
way/24267175-220,inflex_demand,naive_eom,naive_redispatch,1000000,0,422,eom_de
way/24268944-380,inflex_demand,naive_eom,naive_redispatch,1000000,0,423,eom_de
