name,typ,v_nom,x,y,carrier,v_mag_pu_set,v_mag_pu_min,v_mag_pu_max,control,sub_network
149,substation,220,7.193165783,50.79833506,AC,1,0,inf,PQ,0
150,substation,220,7.047384524,50.90552861,AC,1,0,inf,PQ,0
151,substation,220,6.709673695,51.09094074,AC,1,0,inf,PQ,0
152,substation,220,7.012937426,50.61765849,AC,1,0,inf,PQ,0
153,substation,220,6.330068589,51.24291615,AC,1,0,inf,PQ,0
154,substation,220,7.023544499,50.99906841,AC,1,0,inf,PQ,0
155,substation,220,7.724384015,51.40933413,AC,1,0,inf,PQ,0
156,substation,380,6.842231151,50.85986472,AC,1,0,inf,PQ,0
157,substation,380,8.364229531,51.92712049,AC,1,0,inf,PQ,0
158,substation,380,6.488123264,50.88107031,AC,1,0,inf,PQ,0
159,substation,380,8.054087354,53.33230269,AC,1,0,inf,PQ,0
160,substation,380,8.477910636,53.42848547,AC,1,0,inf,PQ,0
161,substation,220,8.052837516,53.33388096,AC,1,0,inf,PQ,0
162,substation,220,6.851531138,50.98417047,AC,1,0,inf,PQ,0
163,substation,380,6.596019795,50.95252746,AC,1,0,inf,PQ,0
164,substation,380,7.338612586,51.63197813,AC,1,0,inf,PQ,0
165,substation,380,7.708318489,51.67620331,AC,1,0,inf,PQ,0
166,generator,380,7.617020995,51.63713376,AC,1,0,inf,PQ,0
167,substation,220,7.522280101,51.53219806,AC,1,0,inf,PQ,0
168,substation,380,6.90660779,51.56524245,AC,1,0,inf,PQ,0
169,substation,220,6.967343931,51.49086189,AC,1,0,inf,PQ,0
170,substation,220,6.872873594,51.44578334,AC,1,0,inf,PQ,0
171,substation,220,6.868044963,51.37447478,AC,1,0,inf,PQ,0
172,substation,220,6.787522517,51.5055501,AC,1,0,inf,PQ,0
173,substation,380,6.622843235,51.25871337,AC,1,0,inf,PQ,0
174,substation,220,6.812165881,51.51962001,AC,1,0,inf,PQ,0
175,substation,220,6.720310001,51.39153254,AC,1,0,inf,PQ,0
176,substation,220,6.542408443,51.29944582,AC,1,0,inf,PQ,0
177,substation,220,13.0786421,54.28484617,AC,1,0,inf,PQ,0
178,substation,220,8.020290338,50.92361689,AC,1,0,inf,PQ,0
179,substation,220,13.95700555,53.25217163,AC,1,0,inf,PQ,0
180,substation,220,14.27083467,53.09628655,AC,1,0,inf,PQ,0
181,substation,220,14.03369637,53.5078686,AC,1,0,inf,PQ,0
182,substation,220,14.4762521,53.19674955,AC,1,0,inf,PQ,0
183,substation,380,9.908847528,53.48804664,AC,1,0,inf,PQ,0
184,substation,380,6.617381091,51.47579096,AC,1,0,inf,PQ,0
185,substation,220,6.656735195,51.37952363,AC,1,0,inf,PQ,0
186,substation,380,6.711145274,51.52618755,AC,1,0,inf,PQ,0
187,substation,380,6.68934277,51.57642289,AC,1,0,inf,PQ,0
188,generator,220,6.723652372,51.37584581,AC,1,0,inf,PQ,0
189,substation,380,8.616647673,48.06595379,AC,1,0,inf,PQ,0
190,substation,380,8.872942805,48.31009126,AC,1,0,inf,PQ,0
191,substation,380,6.715252597,51.52679087,AC,1,0,inf,PQ,0
192,substation,220,12.18576518,53.8108598,AC,1,0,inf,PQ,0
193,substation,220,6.72256981,51.47978767,AC,1,0,inf,PQ,0
194,generator,380,6.683065683,51.57710478,AC,1,0,inf,PQ,0
195,substation,380,6.683106977,51.57564551,AC,1,0,inf,PQ,0
196,substation,220,6.745416767,51.49864195,AC,1,0,inf,PQ,0
197,substation,220,6.614278555,51.6186788,AC,1,0,inf,PQ,0
198,substation,380,7.970656894,51.67684467,AC,1,0,inf,PQ,0
199,substation,220,7.445069304,51.61850009,AC,1,0,inf,PQ,0
200,substation,220,6.73212495,51.45944374,AC,1,0,inf,PQ,0
201,substation,380,9.251034251,53.11443231,AC,1,0,inf,PQ,0
202,plant,380,7.320892575,52.47145723,AC,1,0,inf,PQ,0
203,substation,380,6.759174853,52.24885788,AC,1,0,inf,PQ,0
204,substation,220,7.706327269,51.27858316,AC,1,0,inf,PQ,0
205,plant,220,7.450342045,51.41360821,AC,1,0,inf,PQ,0
206,plant,380,6.634481623,51.03597994,AC,1,0,inf,PQ,0
207,substation,220,7.607116122,51.8986046,AC,1,0,inf,PQ,0
208,substation,380,7.403544434,51.64444949,AC,1,0,inf,PQ,0
209,substation,380,8.939692527,52.40303324,AC,1,0,inf,PQ,0
210,plant,380,9.409520327,52.03431667,AC,1,0,inf,PQ,0
211,substation,380,7.235793445,49.36939236,AC,1,0,inf,PQ,0
212,substation,380,6.813684315,49.72483407,AC,1,0,inf,PQ,0
213,substation,220,8.588690496,49.81551406,AC,1,0,inf,PQ,0
214,substation,220,8.547160925,49.44053967,AC,1,0,inf,PQ,0
215,substation,220,8.408269736,49.52856892,AC,1,0,inf,PQ,0
216,substation,380,9.190787437,48.91441687,AC,1,0,inf,PQ,0
217,generator,380,12.13206997,54.14245988,AC,1,0,inf,PQ,0
218,substation,220,12.21356054,54.11199985,AC,1,0,inf,PQ,0
219,substation,380,8.571258828,52.10536496,AC,1,0,inf,PQ,0
220,substation,380,8.659372903,51.99961013,AC,1,0,inf,PQ,0
221,substation,380,7.311362291,53.12576656,AC,1,0,inf,PQ,0
222,substation,380,6.949483972,53.12353782,AC,1,0,inf,PQ,0
223,substation,220,8.273278146,49.02939809,AC,1,0,inf,PQ,0
224,substation,220,8.35233388,49.42127434,AC,1,0,inf,PQ,0
225,substation,220,7.729201979,49.48264743,AC,1,0,inf,PQ,0
226,substation,220,9.797336027,52.00083925,AC,1,0,inf,PQ,0
227,substation,380,10.08215733,48.26609016,AC,1,0,inf,PQ,0
228,substation,220,8.627161258,49.54359527,AC,1,0,inf,PQ,0
229,substation,220,8.501808517,49.44491151,AC,1,0,inf,PQ,0
230,substation,380,10.39177606,48.51846091,AC,1,0,inf,PQ,0
231,substation,380,7.958054023,47.59547226,AC,1,0,inf,PQ,0
232,substation,380,10.08375127,48.26886752,AC,1,0,inf,PQ,0
233,substation,380,9.885515098,48.30407436,AC,1,0,inf,PQ,0
234,substation,220,9.01340238,47.84534863,AC,1,0,inf,PQ,0
235,substation,220,8.251925481,47.63976983,AC,1,0,inf,PQ,0
236,substation,380,9.196756526,48.91296344,AC,1,0,inf,PQ,0
237,substation,220,6.139811138,49.66860865,AC,1,0,inf,PQ,0
238,substation,220,6.620535568,49.74893867,AC,1,0,inf,PQ,0
239,substation,220,6.702285408,49.82899442,AC,1,0,inf,PQ,0
240,substation,220,8.531514939,50.04787433,AC,1,0,inf,PQ,0
241,substation,380,8.471371633,50.09720774,AC,1,0,inf,PQ,0
242,substation,380,8.065737966,50.40606811,AC,1,0,inf,PQ,0
245,substation,380,8.98953615,50.06025506,AC,1,0,inf,PQ,0
246,substation,380,8.958708562,50.08260781,AC,1,0,inf,PQ,0
247,substation,380,10.36338423,47.73833681,AC,1,0,inf,PQ,0
248,generator,380,7.461500259,51.61461431,AC,1,0,inf,PQ,0
249,generator,380,7.71823232,51.6743422,AC,1,0,inf,PQ,0
250,generator,380,7.71554342,51.67364307,AC,1,0,inf,PQ,0
251,generator,380,7.714594534,51.67309964,AC,1,0,inf,PQ,0
252,generator,380,7.712700934,51.67266366,AC,1,0,inf,PQ,0
253,substation,380,7.981221596,51.67352626,AC,1,0,inf,PQ,0
254,substation,220,7.792567149,49.81054878,AC,1,0,inf,PQ,0
255,substation,220,6.920130455,49.97058189,AC,1,0,inf,PQ,0
256,substation,220,6.755523406,49.36486959,AC,1,0,inf,PQ,0
257,plant,380,8.414674596,49.70914681,AC,1,0,inf,PQ,0
258,substation,220,9.882804298,51.5155075,AC,1,0,inf,PQ,0
259,substation,220,9.851393573,51.64913524,AC,1,0,inf,PQ,0
260,substation,380,8.785793025,48.5837674,AC,1,0,inf,PQ,0
261,substation,380,9.045434968,48.90296201,AC,1,0,inf,PQ,0
262,substation,380,9.801317167,47.65250432,AC,1,0,inf,PQ,0
263,substation,380,9.810916892,47.1426453,AC,1,0,inf,PQ,0
264,substation,380,9.425512386,48.0643508,AC,1,0,inf,PQ,0
265,substation,220,8.104959574,52.26426137,AC,1,0,inf,PQ,0
266,substation,220,12.13019063,47.91316548,AC,1,0,inf,PQ,0
267,substation,380,6.801823657,51.12478806,AC,1,0,inf,PQ,0
268,substation,220,7.985067458,50.84222544,AC,1,0,inf,PQ,0
269,substation,380,8.284861779,50.75907352,AC,1,0,inf,PQ,0
270,substation,220,7.224238427,53.34992715,AC,1,0,inf,PQ,0
271,substation,220,7.20605284,53.34131925,AC,1,0,inf,PQ,0
272,substation,380,9.318195236,54.71604941,AC,1,0,inf,PQ,0
273,substation,220,9.270633909,55.03702648,AC,1,0,inf,PQ,0
274,substation,220,9.433429304,55.01872292,AC,1,0,inf,PQ,0
275,substation,220,7.433489114,50.43651954,AC,1,0,inf,PQ,0
276,substation,380,7.593301849,50.38594379,AC,1,0,inf,PQ,0
277,substation,220,8.12215702,53.56583233,AC,1,0,inf,PQ,0
278,substation,220,11.56150747,52.12389245,AC,1,0,inf,PQ,0
279,substation,380,12.81390991,50.85791851,AC,1,0,inf,PQ,0
280,substation,380,13.38232338,51.35599616,AC,1,0,inf,PQ,0
281,substation,380,12.04498252,50.78125673,AC,1,0,inf,PQ,0
282,substation,380,12.5182221,51.15707259,AC,1,0,inf,PQ,0
283,substation,380,8.480095235,50.59092043,AC,1,0,inf,PQ,0
284,substation,380,8.656599236,50.60554913,AC,1,0,inf,PQ,0
285,substation,220,8.081626706,52.85863748,AC,1,0,inf,PQ,0
286,substation,220,9.567102012,51.32525733,AC,1,0,inf,PQ,0
287,substation,220,7.746792484,52.28851151,AC,1,0,inf,PQ,0
288,substation,220,7.910729286,48.5012883,AC,1,0,inf,PQ,0
289,substation,220,7.725706348,52.2771949,AC,1,0,inf,PQ,0
290,substation,380,14.21922829,51.12070799,AC,1,0,inf,PQ,0
291,generator,380,14.57008655,51.41901368,AC,1,0,inf,PQ,0
292,substation,380,11.6441811,51.90851287,AC,1,0,inf,PQ,0
293,plant,220,11.47469082,50.60401548,AC,1,0,inf,PQ,0
294,substation,380,10.99101463,50.57352699,AC,1,0,inf,PQ,0
295,substation,220,10.50549912,52.30183791,AC,1,0,inf,PQ,0
296,plant,380,9.11362796,52.54579247,AC,1,0,inf,PQ,0
297,substation,220,10.36923005,52.16709243,AC,1,0,inf,PQ,0
298,substation,220,10.41954063,52.23696066,AC,1,0,inf,PQ,0
299,substation,220,10.0876468,52.31513055,AC,1,0,inf,PQ,0
300,substation,220,8.403141436,52.60964401,AC,1,0,inf,PQ,0
301,substation,380,10.23586311,52.29345954,AC,1,0,inf,PQ,0
302,substation,380,9.514240091,51.25903558,AC,1,0,inf,PQ,0
303,substation,380,9.387651257,51.64073353,AC,1,0,inf,PQ,0
304,substation,380,9.774150438,50.52874965,AC,1,0,inf,PQ,0
305,substation,380,9.177459676,49.03780985,AC,1,0,inf,PQ,0
306,substation,380,9.177311103,49.0393782,AC,1,0,inf,PQ,0
307,substation,380,9.15135395,49.14338341,AC,1,0,inf,PQ,0
308,substation,380,10.187834,49.98121904,AC,1,0,inf,PQ,0
309,substation,380,9.446918671,49.59026293,AC,1,0,inf,PQ,0
310,generator,380,9.207364431,49.17663795,AC,1,0,inf,PQ,0
311,substation,380,9.694656355,49.23259254,AC,1,0,inf,PQ,0
312,substation,380,10.11748669,48.89710534,AC,1,0,inf,PQ,0
313,substation,380,12.33742291,51.19696836,AC,1,0,inf,PQ,0
314,substation,380,10.86756588,48.53946909,AC,1,0,inf,PQ,0
315,substation,380,10.84086956,48.23803101,AC,1,0,inf,PQ,0
316,substation,380,10.93672893,48.40130644,AC,1,0,inf,PQ,0
317,substation,380,10.87393576,47.24442393,AC,1,0,inf,PQ,0
318,substation,380,10.86376162,48.54682311,AC,1,0,inf,PQ,0
319,substation,380,9.704231499,48.46506373,AC,1,0,inf,PQ,0
320,substation,380,9.400631395,48.66694244,AC,1,0,inf,PQ,0
321,substation,220,7.572437313,48.01887499,AC,1,0,inf,PQ,0
322,substation,380,7.751862498,48.09640572,AC,1,0,inf,PQ,0
323,substation,220,12.47724652,50.75312008,AC,1,0,inf,PQ,0
324,substation,380,14.94649729,51.06258622,AC,1,0,inf,PQ,0
325,substation,380,15.11499074,51.09057956,AC,1,0,inf,PQ,0
326,substation,380,13.84126808,50.99017594,AC,1,0,inf,PQ,0
327,substation,380,13.25555502,50.93017824,AC,1,0,inf,PQ,0
328,substation,220,13.08187712,48.25652124,AC,1,0,inf,PQ,0
329,substation,220,13.00278211,48.26196827,AC,1,0,inf,PQ,0
330,substation,220,12.22083536,48.58573299,AC,1,0,inf,PQ,0
331,substation,220,12.74744423,48.14875584,AC,1,0,inf,PQ,0
332,substation,380,13.10343464,48.66679296,AC,1,0,inf,PQ,0
333,substation,380,9.196982359,54.85109861,AC,1,0,inf,PQ,0
334,substation,380,11.1937278,50.16221444,AC,1,0,inf,PQ,0
335,substation,380,10.83601575,49.92806739,AC,1,0,inf,PQ,0
336,substation,380,11.81070255,50.18376553,AC,1,0,inf,PQ,0
337,substation,380,12.29688379,48.60690992,AC,1,0,inf,PQ,0
338,substation,380,12.08225445,49.29744777,AC,1,0,inf,PQ,0
339,substation,220,8.953681213,49.56744317,AC,1,0,inf,PQ,0
340,substation,220,12.46964401,51.37166295,AC,1,0,inf,PQ,0
341,substation,220,12.24882391,51.19788243,AC,1,0,inf,PQ,0
342,substation,220,10.73466943,51.44018676,AC,1,0,inf,PQ,0
343,substation,380,11.00491691,50.50741497,AC,1,0,inf,PQ,0
344,substation,220,13.0025899,50.86591272,AC,1,0,inf,PQ,0
345,substation,220,12.24283692,50.56745317,AC,1,0,inf,PQ,0
346,substation,380,13.24902837,52.53162389,AC,1,0,inf,PQ,0
347,substation,380,13.31551585,52.52199937,AC,1,0,inf,PQ,0
348,substation,380,13.36865846,52.50314221,AC,1,0,inf,PQ,0
349,substation,220,11.79241384,48.83822402,AC,1,0,inf,PQ,0
350,substation,220,11.32695268,49.39347312,AC,1,0,inf,PQ,0
351,substation,380,11.50773055,48.76112399,AC,1,0,inf,PQ,0
352,substation,220,11.80760564,48.4554268,AC,1,0,inf,PQ,0
353,substation,380,11.58137052,48.76489405,AC,1,0,inf,PQ,0
354,substation,380,11.63931211,48.17878341,AC,1,0,inf,PQ,0
355,substation,220,6.177914512,49.95306508,AC,1,0,inf,PQ,0
356,substation,220,6.211020315,49.95862575,AC,1,0,inf,PQ,0
357,substation,220,6.114517007,49.90536466,AC,1,0,inf,PQ,0
358,substation,220,6.08346045,49.77644062,AC,1,0,inf,PQ,0
359,substation,380,6.276941785,49.19774007,AC,1,0,inf,PQ,0
360,substation,380,6.773207838,49.29107421,AC,1,0,inf,PQ,0
361,substation,220,6.703652357,49.13851119,AC,1,0,inf,PQ,0
362,substation,380,8.049363524,47.55088185,AC,1,0,inf,PQ,0
363,substation,220,7.500061734,51.53517409,AC,1,0,inf,PQ,0
364,substation,220,6.97593254,51.03760073,AC,1,0,inf,PQ,0
365,generator,380,13.242849,52.53495399,AC,1,0,inf,PQ,0
366,substation,380,8.562181934,49.13294994,AC,1,0,inf,PQ,0
367,substation,380,8.441315485,49.25140265,AC,1,0,inf,PQ,0
368,generator,380,7.942081286,47.65334155,AC,1,0,inf,PQ,0
369,substation,380,9.068791058,53.56664141,AC,1,0,inf,PQ,0
370,substation,220,6.741376173,49.35749194,AC,1,0,inf,PQ,0
371,substation,220,6.749700094,49.36517637,AC,1,0,inf,PQ,0
372,substation,220,6.766015645,49.36007715,AC,1,0,inf,PQ,0
373,substation,220,12.15040162,49.01275181,AC,1,0,inf,PQ,0
374,substation,220,7.591359841,51.92844167,AC,1,0,inf,PQ,0
375,substation,220,8.451544373,49.00740291,AC,1,0,inf,PQ,0
376,substation,380,8.99620818,52.37958799,AC,1,0,inf,PQ,0
377,substation,380,9.562823374,48.70148982,AC,1,0,inf,PQ,0
378,substation,380,9.370845416,48.71912333,AC,1,0,inf,PQ,0
379,substation,380,9.377605776,48.81260686,AC,1,0,inf,PQ,0
380,substation,220,9.821583802,52.42485525,AC,1,0,inf,PQ,0
381,substation,220,9.076225436,49.36338696,AC,1,0,inf,PQ,0
382,substation,380,10.16029127,49.98919478,AC,1,0,inf,PQ,0
383,substation,220,10.19649157,50.0279724,AC,1,0,inf,PQ,0
384,substation,380,10.8431178,49.37869269,AC,1,0,inf,PQ,0
385,substation,380,9.090517549,49.97004137,AC,1,0,inf,PQ,0
386,substation,220,8.813994194,51.98343663,AC,1,0,inf,PQ,0
387,substation,220,8.932218439,52.19331243,AC,1,0,inf,PQ,0
388,substation,220,8.959044132,52.27849498,AC,1,0,inf,PQ,0
389,substation,220,9.594301589,49.79844273,AC,1,0,inf,PQ,0
390,substation,380,10.9729039,49.55850738,AC,1,0,inf,PQ,0
391,substation,380,8.954644121,50.08601573,AC,1,0,inf,PQ,0
392,substation,220,7.175904389,51.47557825,AC,1,0,inf,PQ,0
393,substation,380,10.23164155,48.52976228,AC,1,0,inf,PQ,0
394,substation,380,10.22245399,48.73675223,AC,1,0,inf,PQ,0
395,substation,380,9.645335033,47.74459611,AC,1,0,inf,PQ,0
396,substation,380,10.40158686,48.50992974,AC,1,0,inf,PQ,0
397,substation,380,8.809623309,50.20347481,AC,1,0,inf,PQ,0
398,substation,380,9.72460611,54.28827025,AC,1,0,inf,PQ,0
