name,technology,bidding_EOM,bidding_nodal,bidding_DAM,bidding_redispatch,fuel_type,emission_factor,max_power,min_power,efficiency,additional_cost,node,unit_operator,operating_type
Unit_49,Small gas,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,92.013,18.4026,0.411152596,5.5,32,operator_49,Market
Unit_50,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,waste,0.0,12.1,2.42,0.33,0.0,32,operator_50,Market
Unit_51,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,78.302,15.6604,0.431877802,5.5,312,operator_51,Market
Unit_52,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,57.0,11.4,0.314204763,5.5,378,operator_52,Market
Unit_53,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,81.0,16.2,0.319107807,5.5,378,operator_53,Market
Unit_54,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,323.0,64.6,0.423280057,1.3,378,operator_54,Market
Unit_55,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,65.0,13.0,0.373041282,5.5,378,operator_55,Market
Unit_56,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,628.0,125.6,0.345062344,1.65,123,operator_56,Market
Unit_57,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,648.0,129.6,0.345062344,1.65,123,operator_57,Market
Unit_58,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,944.0,188.8,0.411809029,1.65,123,operator_58,Market
Unit_59,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,720.0,144.0,0.388157663,1.3,166,operator_59,Market
Unit_60,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,115.0,23.0,0.624707296,5.5,347,operator_60,Market
Unit_61,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,185.0,37.0,0.624707296,5.5,347,operator_61,Market
Unit_62,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,189.5,37.9,0.628913126,5.5,48,operator_62,Market
Unit_63,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,72.0,14.4,0.321559328,5.5,347,operator_63,Market
Unit_64,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,72.0,14.4,0.321559328,5.5,347,operator_64,Market
Unit_65,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,52.0,10.4,0.364489377,5.5,435,operator_65,Market
Unit_66,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,56.0,11.2,0.364489377,5.5,435,operator_66,Market
Unit_67,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,56.0,11.2,0.365579425,5.5,435,operator_67,Market
Unit_68,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,116.0,23.2,0.381930147,5.5,47,operator_68,Market
Unit_69,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,164.0,32.8,0.373041282,5.5,47,operator_69,Market
Unit_70,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,164.0,32.8,0.373041282,5.5,47,operator_70,Market
Unit_71,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,89.0,17.8,0.40791401,1.3,347,operator_71,Market
Unit_72,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,282.0,56.4,0.401328561,1.3,365,operator_72,Market
Unit_73,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,282.0,56.4,0.40352371,1.3,365,operator_73,Market
Unit_74,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,58.5,11.7,0.624707296,5.5,292,operator_74,Market
Unit_75,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,63.5,12.7,0.628913126,5.5,292,operator_75,Market
Unit_76,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,108.0,21.6,0.544796527,5.5,71,operator_76,Market
Unit_77,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,50.0,10.0,0.370589761,5.5,71,operator_77,Market
Unit_78,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,73.5,14.7,0.599472316,5.5,118,operator_78,Market
Unit_79,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,500.0,100.0,0.356570393,1.65,291,operator_79,Market
Unit_80,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,500.0,100.0,0.358872003,1.65,291,operator_80,Market
Unit_81,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,840.0,168.0,0.4049042,1.65,291,operator_81,Market
Unit_82,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,630.0,126.0,0.432523517,1.65,291,operator_82,Market
Unit_83,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,56.0,11.2,0.378660003,5.5,43,operator_83,Market
Unit_84,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,60.0,12.0,0.519561547,5.5,43,operator_84,Market
Unit_85,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,60.0,12.0,0.519561547,5.5,43,operator_85,Market
Unit_86,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,68.41,13.682,0.436780845,5.5,295,operator_86,Market
Unit_87,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,98.1,19.62,0.641530616,5.5,295,operator_87,Market
Unit_88,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,444.5,88.9,0.603678146,5.5,67,operator_88,Market
Unit_89,Combustion Engine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,105.978,21.1956,0.4742,5.5,62,operator_89,Market
Unit_90,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,119.0,23.8,0.40571886,1.3,62,operator_90,Market
Unit_91,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,86.0,17.2,0.315,5.5,67,operator_91,Market
Unit_92,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,137.0,27.4,0.382847369,5.5,331,operator_92,Market
Unit_93,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,72.46,14.492,0.349228703,5.5,331,operator_93,Market
Unit_94,Combustion Engine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,53.481,10.6962,0.4728,5.5,428,operator_94,Market
Unit_95,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,1052.0,210.4,0.4737685,1.3,164,operator_95,Market
Unit_96,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,194.0,38.8,0.385200291,5.5,131,operator_96,Market
Unit_97,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,184.0,36.8,0.380395847,5.5,131,operator_97,Market
Unit_98,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,184.0,36.8,0.380395847,5.5,131,operator_98,Market
Unit_99,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,58.681,11.7362,0.637324786,5.5,444,operator_99,Market
Unit_100,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,74.0,14.8,0.379750051,5.5,326,operator_100,Market
Unit_101,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,62.0,12.4,0.523767377,5.5,326,operator_101,Market
Unit_102,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,62.0,12.4,0.523767377,5.5,326,operator_102,Market
Unit_103,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,62.0,12.4,0.523767377,5.5,326,operator_103,Market
Unit_104,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,75.2,15.04,0.390201934,5.5,188,operator_104,Market
Unit_105,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,75.2,15.04,0.390201934,5.5,188,operator_105,Market
Unit_106,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,84.0,16.8,0.390650532,5.5,188,operator_106,Market
Unit_107,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,725.0,145.0,0.458402452,1.3,196,operator_107,Market
Unit_108,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,oil,0.25,86.2,17.24,0.3072,5.5,148,operator_108,Market
Unit_109,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,100.0,20.0,0.544796527,5.5,116,operator_109,Market
Unit_110,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,66.7,13.34,0.316656285,5.5,116,operator_110,Market
Unit_111,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,64.7,12.94,0.319107807,5.5,116,operator_111,Market
Unit_112,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,595.0,119.0,0.612089806,5.5,116,operator_112,Market
Unit_113,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,61.6,12.32,0.35132835,5.5,81,operator_113,Market
Unit_114,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,321.0,64.2,0.326462372,5.5,61,operator_114,Market
Unit_115,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,75.185,15.037,0.616295636,5.5,335,operator_115,Market
Unit_116,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,52.0,10.4,0.431239119,5.5,270,operator_116,Market
Unit_117,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,433.0,86.6,0.431239119,5.5,270,operator_117,Market
Unit_118,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,112.719,22.5438,0.35974001,5.5,385,operator_118,Market
Unit_119,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,321.0,64.2,0.328951076,1.65,127,operator_119,Market
Unit_120,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,663.0,132.6,0.345062344,1.65,127,operator_120,Market
Unit_121,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,200.0,40.0,0.39174058,5.5,127,operator_121,Market
Unit_122,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,656.0,131.2,0.347363954,1.65,127,operator_122,Market
Unit_123,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,200.0,40.0,0.39174058,5.5,127,operator_123,Market
Unit_124,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,50.1,10.02,0.419620193,5.5,495,operator_124,Market
Unit_125,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,60.0,12.0,0.434329323,5.5,495,operator_125,Market
Unit_126,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,waste,0.0,71.0,14.2,0.33,0.0,240,operator_126,Market
Unit_127,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,92.0,18.4,0.434329323,5.5,240,operator_127,Market
Unit_128,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,92.0,18.4,0.434329323,5.5,240,operator_128,Market
Unit_129,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,53.6,10.72,0.557414017,5.5,240,operator_129,Market
Unit_130,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,70.0,14.0,0.565825677,5.5,240,operator_130,Market
Unit_131,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,61.5,12.3,0.40791401,1.3,492,operator_131,Market
Unit_132,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,61.5,12.3,0.40791401,1.3,492,operator_132,Market
Unit_133,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,110.755,22.151,0.365686718,5.5,492,operator_133,Market
Unit_134,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,56.0,11.2,0.317443027,1.65,134,operator_134,Market
Unit_135,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,52.93,10.586,0.645736446,5.5,138,operator_135,Market
Unit_136,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,52.93,10.586,0.645736446,5.5,138,operator_136,Market
Unit_137,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,345.0,69.0,0.359620717,1.3,138,operator_137,Market
Unit_138,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,345.0,69.0,0.361815866,1.3,138,operator_138,Market
Unit_139,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,1060.0,212.0,0.432523517,1.65,115,operator_139,Market
Unit_140,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,1060.0,212.0,0.432523517,1.65,115,operator_140,Market
Unit_141,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,522.0,104.4,0.412304309,1.3,245,operator_141,Market
Unit_142,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,126.0,25.2,0.333816936,5.5,205,operator_142,Market
Unit_143,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,121.0,24.2,0.333816936,5.5,205,operator_143,Market
Unit_144,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,56.845,11.369,0.628913126,5.5,72,operator_144,Market
Unit_145,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,57.144,11.4288,0.628913126,5.5,72,operator_145,Market
Unit_146,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,57.322,11.4644,0.42942628,5.5,72,operator_146,Market
Unit_147,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,54.832533,10.9665066,0.519561547,5.5,72,operator_147,Market
Unit_148,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,127.0,25.4,0.582648997,5.5,21,operator_148,Market
Unit_149,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,154.0,30.8,0.414499459,1.3,21,operator_149,Market
Unit_150,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,407.0,81.4,0.574237337,5.5,136,operator_150,Market
Unit_151,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,445.0,89.0,0.574237337,5.5,136,operator_151,Market
Unit_152,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,136.0,27.2,0.40571886,1.3,380,operator_152,Market
Unit_153,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,136.0,27.2,0.40571886,1.3,380,operator_153,Market
Unit_154,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,78.0,15.6,0.370589761,5.5,380,operator_154,Market
Unit_155,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,82.0,16.4,0.591060656,5.5,380,operator_155,Market
Unit_156,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,70.0,14.0,0.582648997,5.5,380,operator_156,Market
Unit_157,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,778.0,155.6,0.396938261,1.3,310,operator_157,Market
Unit_158,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,417.0,83.4,0.574237337,5.5,205,operator_158,Market
Unit_159,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,52.7,10.54,0.402459542,5.5,31,operator_159,Market
Unit_160,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,657.0,131.4,0.637324786,5.5,142,operator_160,Market
Unit_161,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,460.0,92.0,0.40571886,1.3,142,operator_161,Market
Unit_162,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,280.0,56.0,0.574237337,5.5,133,operator_162,Market
Unit_163,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,308.0,61.6,0.574237337,5.5,133,operator_163,Market
Unit_164,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,308.0,61.6,0.574237337,5.5,133,operator_164,Market
Unit_165,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,98.0,19.6,0.386491321,1.65,133,operator_165,Market
Unit_166,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,63.0,12.6,0.386491321,1.65,133,operator_166,Market
Unit_167,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,430.0,86.0,0.412265628,5.5,133,operator_167,Market
Unit_168,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,59.8,11.96,0.276195478,5.5,225,operator_168,Market
Unit_169,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,517.0,103.4,0.396938261,1.3,52,operator_169,Market
Unit_170,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,hard coal,0.3,834.0,166.8,0.460597602,1.3,52,operator_170,Market
Unit_171,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,83.0,16.6,0.333816936,5.5,219,operator_171,Market
Unit_172,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,lignite,0.4,75.3,15.06,0.427920298,1.65,145,operator_172,Market
Unit_173,Steam turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,147.0,29.4,0.390650532,5.5,154,operator_173,Market
Unit_174,Gas turbine,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,266.0,53.2,0.392653455,5.5,154,operator_174,Market
Unit_175,Combined cycle,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,natural gas,0.2,108.2,21.64,0.561619847,5.5,145,operator_175,Market
