datetime,uranium,lignite,hard coal,natural gas,oil,biomass,co2,steel,lime_co2_factor,lime,iron_ore
1/1/2019 14:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,50,577,0.44,100,100
1/1/2019 14:15,0.9,1.8,8.51482808,24.98323347,21.67,20.7,50,577,0.44,100,100
1/1/2019 14:30,0.9,1.8,8.51482808,24.98323347,21.67,20.7,50,577,0.44,100,100
1/1/2019 14:45,0.9,1.8,8.51482808,24.98323347,21.67,20.7,50,577,0.44,100,100
1/1/2019 15:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,50,577,0.44,100,100
1/1/2019 15:15,0.9,1.8,8.51482808,24.98323347,21.67,20.7,50,577,0.44,100,100
1/1/2019 15:30,0.9,1.8,8.51482808,24.98323347,21.67,20.7,50,577,0.44,100,100
1/1/2019 15:45,0.9,1.8,8.51482808,24.98323347,21.67,20.7,50,577,0.44,100,100
1/1/2019 16:00,0.9,1.8,8.51482808,24.98323347,21.67,20.7,50,577,0.44,100,100
1/1/2019 16:15,0.9,1.8,8.514986123,24.9839306,21.67,20.7,50,577,0.44,100,100
1/1/2019 16:30,0.9,1.8,8.515144165,24.98462774,21.67,20.7,50,577,0.44,100,100
1/1/2019 16:45,0.9,1.8,8.515302208,24.98532487,21.67,20.7,50,577,0.44,100,100
1/1/2019 17:00,0.9,1.8,8.51546025,24.98602201,21.67,20.7,50,577,0.44,100,100
1/1/2019 17:15,0.9,1.8,8.515618293,24.98671914,21.67,20.7,50,577,0.44,100,100
1/1/2019 17:30,0.9,1.8,8.515776335,24.98741627,21.67,20.7,50,577,0.44,100,100
1/1/2019 17:45,0.9,1.8,8.515934378,24.98811341,21.67,20.7,50,577,0.44,100,100
1/1/2019 18:00,0.9,1.8,8.51609242,24.98881054,21.67,20.7,50,577,0.44,100,100
1/1/2019 18:15,0.9,1.8,8.516250462,24.98950767,21.67,20.7,50,577,0.44,100,100
1/1/2019 18:30,0.9,1.8,8.516408505,24.99020481,21.67,20.7,50,577,0.44,100,100
1/1/2019 18:45,0.9,1.8,8.516566547,24.99090194,21.67,20.7,50,577,0.44,100,100
1/1/2019 19:00,0.9,1.8,8.51672459,24.99159907,21.67,20.7,50,577,0.44,100,100
1/1/2019 19:15,0.9,1.8,8.516882632,24.99229621,21.67,20.7,50,577,0.44,100,100
1/1/2019 19:30,0.9,1.8,8.517040675,24.99299334,21.67,20.7,50,577,0.44,100,100
1/1/2019 19:45,0.9,1.8,8.517198717,24.99369047,21.67,20.7,50,577,0.44,100,100
1/1/2019 20:00,0.9,1.8,8.517356759,24.99438761,21.67,20.7,50,577,0.44,100,100
1/1/2019 20:15,0.9,1.8,8.517514802,24.99543331,21.67,20.7,50,577,0.44,100,100
1/1/2019 20:30,0.9,1.8,8.517672844,24.99647901,21.67,20.7,50,577,0.44,100,100
1/1/2019 20:45,0.9,1.8,8.517830887,24.99752471,21.67,20.7,50,577,0.44,100,100
1/1/2019 21:00,0.9,1.8,8.517988929,24.99857041,21.67,20.7,50,577,0.44,100,100
1/1/2019 21:15,0.9,1.8,8.518146972,24.99961611,21.67,20.7,50,577,0.44,100,100
1/1/2019 21:30,0.9,1.8,8.518305014,25.00066181,21.67,20.7,50,577,0.44,100,100
1/1/2019 21:45,0.9,1.8,8.518463056,25.00170751,21.67,20.7,50,577,0.44,100,100
1/1/2019 22:00,0.9,1.8,8.518621099,25.00275321,21.67,20.7,50,577,0.44,100,100
1/1/2019 22:15,0.9,1.8,8.518779141,25.00379891,21.67,20.7,50,577,0.44,100,100
1/1/2019 22:30,0.9,1.8,8.518937184,25.00484461,21.67,20.7,50,577,0.44,100,100
1/1/2019 22:45,0.9,1.8,8.519095226,25.00589031,21.67,20.7,50,577,0.44,100,100
1/1/2019 23:00,0.9,1.8,8.519253269,25.00693601,21.67,20.7,50,577,0.44,100,100
1/1/2019 23:15,0.9,1.8,8.519411311,25.00798171,21.67,20.7,50,577,0.44,100,100
1/1/2019 23:30,0.9,1.8,8.519569353,25.00902741,21.67,20.7,50,577,0.44,100,100
1/1/2019 23:45,0.9,1.8,8.519727396,25.01007311,21.67,20.7,50,577,0.44,100,100
1/2/2019 0:00,0.9,1.8,8.519885438,25.01111881,21.67,20.7,50,577,0.44,100,100
1/2/2019 0:15,0.9,1.8,8.520069821,25.01181594,21.67,20.7,50,577,0.44,100,100
1/2/2019 0:30,0.9,1.8,8.520254204,25.01251307,21.67,20.7,50,577,0.44,100,100
1/2/2019 0:45,0.9,1.8,8.520438587,25.01321021,21.67,20.7,50,577,0.44,100,100
1/2/2019 1:00,0.9,1.8,8.52062297,25.01390734,21.67,20.7,50,577,0.44,100,100
1/2/2019 1:15,0.9,1.8,8.520807352,25.01460448,21.67,20.7,50,577,0.44,100,100
1/2/2019 1:30,0.9,1.8,8.520991735,25.01530161,21.67,20.7,50,577,0.44,100,100
1/2/2019 1:45,0.9,1.8,8.521176118,25.01599874,21.67,20.7,50,577,0.44,100,100
1/2/2019 2:00,0.9,1.8,8.521360501,25.01669588,21.67,20.7,50,577,0.44,100,100
1/2/2019 2:15,0.9,1.8,8.521544884,25.01739301,21.67,20.7,50,577,0.44,100,100
1/2/2019 2:30,0.9,1.8,8.521729267,25.01809014,21.67,20.7,50,577,0.44,100,100
1/2/2019 2:45,0.9,1.8,8.521913649,25.01878728,21.67,20.7,50,577,0.44,100,100
1/2/2019 3:00,0.9,1.8,8.522098032,25.01948441,21.67,20.7,50,577,0.44,100,100
1/2/2019 3:15,0.9,1.8,8.522282415,25.02018154,21.67,20.7,50,577,0.44,100,100
1/2/2019 3:30,0.9,1.8,8.522466798,25.02087868,21.67,20.7,50,577,0.44,100,100
1/2/2019 3:45,0.9,1.8,8.522651181,25.02157581,21.67,20.7,50,577,0.44,100,100
1/2/2019 4:00,0.9,1.8,8.522835564,25.02227294,21.67,20.7,50,577,0.44,100,100
1/2/2019 4:15,0.9,1.8,8.522993606,25.02331864,21.67,20.7,50,577,0.44,100,100
1/2/2019 4:30,0.9,1.8,8.523151648,25.02436434,21.67,20.7,50,577,0.44,100,100
1/2/2019 4:45,0.9,1.8,8.523309691,25.02541004,21.67,20.7,50,577,0.44,100,100
1/2/2019 5:00,0.9,1.8,8.523467733,25.02645574,21.67,20.7,50,577,0.44,100,100
1/2/2019 5:15,0.9,1.8,8.523625776,25.02750144,21.67,20.7,50,577,0.44,100,100
1/2/2019 5:30,0.9,1.8,8.523783818,25.02854714,21.67,20.7,50,577,0.44,100,100
1/2/2019 5:45,0.9,1.8,8.523941861,25.02959284,21.67,20.7,50,577,0.44,100,100
1/2/2019 6:00,0.9,1.8,8.524099903,25.03063854,21.67,20.7,50,577,0.44,100,100
1/2/2019 6:15,0.9,1.8,8.524257946,25.03168424,21.67,20.7,50,577,0.44,100,100
1/2/2019 6:30,0.9,1.8,8.524415988,25.03272994,21.67,20.7,50,577,0.44,100,100
1/2/2019 6:45,0.9,1.8,8.52457403,25.03377564,21.67,20.7,50,577,0.44,100,100
1/2/2019 7:00,0.9,1.8,8.524732073,25.03482134,21.67,20.7,50,577,0.44,100,100
1/2/2019 7:15,0.9,1.8,8.524890115,25.03586704,21.67,20.7,50,577,0.44,100,100
1/2/2019 7:30,0.9,1.8,8.525048158,25.03691274,21.67,20.7,50,577,0.44,100,100
1/2/2019 7:45,0.9,1.8,8.5252062,25.03795844,21.67,20.7,50,577,0.44,100,100
1/2/2019 8:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 8:15,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 8:30,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 8:45,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 9:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 9:15,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 9:30,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 9:45,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 10:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 10:15,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 10:30,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 10:45,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 11:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 11:15,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 11:30,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 11:45,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 12:00,0.9,1.8,8.525364243,25.03900414,21.67,20.7,50,577,0.44,100,100
1/2/2019 12:15,0.9,1.8,8.525495945,25.03970128,21.67,20.7,50,577,0.44,100,100
1/2/2019 12:30,0.9,1.8,8.525627647,25.04039841,21.67,20.7,50,577,0.44,100,100
1/2/2019 12:45,0.9,1.8,8.525759349,25.04109554,21.67,20.7,50,577,0.44,100,100
1/2/2019 13:00,0.9,1.8,8.525891051,25.04179268,21.67,20.7,50,577,0.44,100,100
1/2/2019 13:15,0.9,1.8,8.526022753,25.04248981,21.67,20.7,50,577,0.44,100,100
1/2/2019 13:30,0.9,1.8,8.526154455,25.04318694,21.67,20.7,50,577,0.44,100,100
1/2/2019 13:45,0.9,1.8,8.526286157,25.04388408,21.67,20.7,50,577,0.44,100,100
1/2/2019 14:00,0.9,1.8,8.526417859,25.04458121,21.67,20.7,50,577,0.44,100,100
1/2/2019 14:15,0.9,1.8,8.526549561,25.04527835,21.67,20.7,50,577,0.44,100,100
1/2/2019 14:30,0.9,1.8,8.526681263,25.04597548,21.67,20.7,50,577,0.44,100,100
1/2/2019 14:45,0.9,1.8,8.526812965,25.04667261,21.67,20.7,50,577,0.44,100,100
1/2/2019 15:00,0.9,1.8,8.526944667,25.04736975,21.67,20.7,50,577,0.44,100,100
1/2/2019 15:15,0.9,1.8,8.527076369,25.04806688,21.67,20.7,50,577,0.44,100,100
1/2/2019 15:30,0.9,1.8,8.527208071,25.04876401,21.67,20.7,50,577,0.44,100,100
1/2/2019 15:45,0.9,1.8,8.527339773,25.04946115,21.67,20.7,50,577,0.44,100,100
1/2/2019 16:00,0.9,1.8,8.527471475,25.05015828,21.67,20.7,50,577,0.44,100,100
1/2/2019 16:15,0.9,1.8,8.527629517,25.05085541,21.67,20.7,50,577,0.44,100,100
1/2/2019 16:30,0.9,1.8,8.52778756,25.05155255,21.67,20.7,50,577,0.44,100,100
1/2/2019 16:45,0.9,1.8,8.527945602,25.05224968,21.67,20.7,50,577,0.44,100,100
1/2/2019 17:00,0.9,1.8,8.528103645,25.05294681,21.67,20.7,50,577,0.44,100,100
1/2/2019 17:15,0.9,1.8,8.528261687,25.05364395,21.67,20.7,50,577,0.44,100,100
1/2/2019 17:30,0.9,1.8,8.52841973,25.05434108,21.67,20.7,50,577,0.44,100,100
1/2/2019 17:45,0.9,1.8,8.528577772,25.05503821,21.67,20.7,50,577,0.44,100,100
1/2/2019 18:00,0.9,1.8,8.528735814,25.05573535,21.67,20.7,50,577,0.44,100,100
1/2/2019 18:15,0.9,1.8,8.528893857,25.05643248,21.67,20.7,50,577,0.44,100,100
1/2/2019 18:30,0.9,1.8,8.529051899,25.05712961,21.67,20.7,50,577,0.44,100,100
1/2/2019 18:45,0.9,1.8,8.529209942,25.05782675,21.67,20.7,50,577,0.44,100,100
1/2/2019 19:00,0.9,1.8,8.529367984,25.05852388,21.67,20.7,50,577,0.44,100,100
1/2/2019 19:15,0.9,1.8,8.529526027,25.05922101,21.67,20.7,50,577,0.44,100,100
1/2/2019 19:30,0.9,1.8,8.529684069,25.05991815,21.67,20.7,50,577,0.44,100,100
1/2/2019 19:45,0.9,1.8,8.529842111,25.06061528,21.67,20.7,50,577,0.44,100,100
1/2/2019 20:00,0.9,1.8,8.530000154,25.06131241,21.67,20.7,50,577,0.44,100,100
1/2/2019 20:15,0.9,1.8,8.530158196,25.06235811,21.67,20.7,50,577,0.44,100,100
1/2/2019 20:30,0.9,1.8,8.530316239,25.06340381,21.67,20.7,50,577,0.44,100,100
1/2/2019 20:45,0.9,1.8,8.530474281,25.06444951,21.67,20.7,50,577,0.44,100,100
1/2/2019 21:00,0.9,1.8,8.530632324,25.06549521,21.67,20.7,50,577,0.44,100,100
1/2/2019 21:15,0.9,1.8,8.530790366,25.06654091,21.67,20.7,50,577,0.44,100,100
1/2/2019 21:30,0.9,1.8,8.530948408,25.06758661,21.67,20.7,50,577,0.44,100,100
1/2/2019 21:45,0.9,1.8,8.531106451,25.06863231,21.67,20.7,50,577,0.44,100,100
1/2/2019 22:00,0.9,1.8,8.531264493,25.06967801,21.67,20.7,50,577,0.44,100,100
1/2/2019 22:15,0.9,1.8,8.531422536,25.07072371,21.67,20.7,50,577,0.44,100,100
1/2/2019 22:30,0.9,1.8,8.531580578,25.07176941,21.67,20.7,50,577,0.44,100,100
1/2/2019 22:45,0.9,1.8,8.531738621,25.07281511,21.67,20.7,50,577,0.44,100,100
1/2/2019 23:00,0.9,1.8,8.531896663,25.07386082,21.67,20.7,50,577,0.44,100,100
1/2/2019 23:15,0.9,1.8,8.532054705,25.07490652,21.67,20.7,50,577,0.44,100,100
1/2/2019 23:30,0.9,1.8,8.532212748,25.07595222,21.67,20.7,50,577,0.44,100,100
1/2/2019 23:45,0.9,1.8,8.53237079,25.07699792,21.67,20.7,50,577,0.44,100,100
1/3/2019 0:00,0.9,1.8,8.532528833,25.07804362,21.67,20.7,50,577,0.44,100,100
1/3/2019 0:15,0.9,1.8,8.532686875,25.07874075,21.67,20.7,50,577,0.44,100,100
1/3/2019 0:30,0.9,1.8,8.532844918,25.07943788,21.67,20.7,50,577,0.44,100,100
1/3/2019 0:45,0.9,1.8,8.53300296,25.08013502,21.67,20.7,50,577,0.44,100,100
1/3/2019 1:00,0.9,1.8,8.533161002,25.08083215,21.67,20.7,50,577,0.44,100,100
1/3/2019 1:15,0.9,1.8,8.533319045,25.08152928,21.67,20.7,50,577,0.44,100,100
1/3/2019 1:30,0.9,1.8,8.533477087,25.08222642,21.67,20.7,50,577,0.44,100,100
1/3/2019 1:45,0.9,1.8,8.53363513,25.08292355,21.67,20.7,50,577,0.44,100,100
1/3/2019 2:00,0.9,1.8,8.533793172,25.08362068,21.67,20.7,50,577,0.44,100,100
1/3/2019 2:15,0.9,1.8,8.533951215,25.08431782,21.67,20.7,50,577,0.44,100,100
1/3/2019 2:30,0.9,1.8,8.534109257,25.08501495,21.67,20.7,50,577,0.44,100,100
1/3/2019 2:45,0.9,1.8,8.534267299,25.08571208,21.67,20.7,50,577,0.44,100,100
1/3/2019 3:00,0.9,1.8,8.534425342,25.08640922,21.67,20.7,50,577,0.44,100,100
1/3/2019 3:15,0.9,1.8,8.534583384,25.08710635,21.67,20.7,50,577,0.44,100,100
1/3/2019 3:30,0.9,1.8,8.534741427,25.08780348,21.67,20.7,50,577,0.44,100,100
1/3/2019 3:45,0.9,1.8,8.534899469,25.08850062,21.67,20.7,50,577,0.44,100,100
1/3/2019 4:00,0.9,1.8,8.535057512,25.08919775,21.67,20.7,50,577,0.44,100,100
1/3/2019 4:15,0.9,1.8,8.535057512,25.09024345,21.67,20.7,50,577,0.44,100,100
1/3/2019 4:30,0.9,1.8,8.535057512,25.09128915,21.67,20.7,50,577,0.44,100,100
1/3/2019 4:45,0.9,1.8,8.535057512,25.09233485,21.67,20.7,50,577,0.44,100,100
1/3/2019 5:00,0.9,1.8,8.535057512,25.09338055,21.67,20.7,50,577,0.44,100,100
1/3/2019 5:15,0.9,1.8,8.535057512,25.09442625,21.67,20.7,50,577,0.44,100,100
1/3/2019 5:30,0.9,1.8,8.535057512,25.09547195,21.67,20.7,50,577,0.44,100,100
1/3/2019 5:45,0.9,1.8,8.535057512,25.09651765,21.67,20.7,50,577,0.44,100,100
1/3/2019 6:00,0.9,1.8,8.535057512,25.09756335,21.67,20.7,50,577,0.44,100,100
1/3/2019 6:15,0.9,1.8,8.535057512,25.09860905,21.67,20.7,50,577,0.44,100,100
1/3/2019 6:30,0.9,1.8,8.535057512,25.09965475,21.67,20.7,50,577,0.44,100,100
1/3/2019 6:45,0.9,1.8,8.535057512,25.10070045,21.67,20.7,50,577,0.44,100,100
1/3/2019 7:00,0.9,1.8,8.535057512,25.10174615,21.67,20.7,50,577,0.44,100,100
1/3/2019 7:15,0.9,1.8,8.535057512,25.10279185,21.67,20.7,50,577,0.44,100,100
1/3/2019 7:30,0.9,1.8,8.535057512,25.10383755,21.67,20.7,50,577,0.44,100,100
1/3/2019 7:45,0.9,1.8,8.535057512,25.10488325,21.67,20.7,50,577,0.44,100,100
1/3/2019 8:00,0.9,1.8,8.535057512,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 8:15,0.9,1.8,8.53497849,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 8:30,0.9,1.8,8.534899469,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 8:45,0.9,1.8,8.534820448,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 9:00,0.9,1.8,8.534741427,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 9:15,0.9,1.8,8.534662406,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 9:30,0.9,1.8,8.534583384,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 9:45,0.9,1.8,8.534504363,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 10:00,0.9,1.8,8.534425342,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 10:15,0.9,1.8,8.534346321,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 10:30,0.9,1.8,8.534267299,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 10:45,0.9,1.8,8.534188278,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 11:00,0.9,1.8,8.534109257,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 11:15,0.9,1.8,8.534030236,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 11:30,0.9,1.8,8.533951215,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 11:45,0.9,1.8,8.533872193,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 12:00,0.9,1.8,8.533793172,25.10592895,21.67,20.7,50,577,0.44,100,100
1/3/2019 12:15,0.9,1.8,8.533608789,25.10662609,21.67,20.7,50,577,0.44,100,100
1/3/2019 12:30,0.9,1.8,8.533424406,25.10732322,21.67,20.7,50,577,0.44,100,100
1/3/2019 12:45,0.9,1.8,8.533240024,25.10802035,21.67,20.7,50,577,0.44,100,100
1/3/2019 13:00,0.9,1.8,8.533055641,25.10871749,21.67,20.7,50,577,0.44,100,100
1/3/2019 13:15,0.9,1.8,8.532871258,25.10941462,21.67,20.7,50,577,0.44,100,100
1/3/2019 13:30,0.9,1.8,8.532686875,25.11011175,21.67,20.7,50,577,0.44,100,100
1/3/2019 13:45,0.9,1.8,8.532502492,25.11080889,21.67,20.7,50,577,0.44,100,100
1/3/2019 14:00,0.9,1.8,8.532318109,25.11150602,21.67,20.7,50,577,0.44,100,100
1/3/2019 14:15,0.9,1.8,8.532133727,25.11220315,21.67,20.7,50,577,0.44,100,100
1/3/2019 14:30,0.9,1.8,8.531949344,25.11290029,21.67,20.7,50,577,0.44,100,100
1/3/2019 14:45,0.9,1.8,8.531764961,25.11359742,21.67,20.7,50,577,0.44,100,100
1/3/2019 15:00,0.9,1.8,8.531580578,25.11429455,21.67,20.7,50,577,0.44,100,100
1/3/2019 15:15,0.9,1.8,8.531396195,25.11499169,21.67,20.7,50,577,0.44,100,100
1/3/2019 15:30,0.9,1.8,8.531211812,25.11568882,21.67,20.7,50,577,0.44,100,100
1/3/2019 15:45,0.9,1.8,8.53102743,25.11638595,21.67,20.7,50,577,0.44,100,100
1/3/2019 16:00,0.9,1.8,8.530843047,25.11708309,21.67,20.7,50,577,0.44,100,100
1/3/2019 16:15,0.9,1.8,8.530711345,25.11812879,21.67,20.7,50,577,0.44,100,100
1/3/2019 16:30,0.9,1.8,8.530579643,25.11917449,21.67,20.7,50,577,0.44,100,100
1/3/2019 16:45,0.9,1.8,8.530447941,25.12022019,21.67,20.7,50,577,0.44,100,100
1/3/2019 17:00,0.9,1.8,8.530316239,25.12126589,21.67,20.7,50,577,0.44,100,100
1/3/2019 17:15,0.9,1.8,8.530184537,25.12231159,21.67,20.7,50,577,0.44,100,100
1/3/2019 17:30,0.9,1.8,8.530052835,25.12335729,21.67,20.7,50,577,0.44,100,100
1/3/2019 17:45,0.9,1.8,8.529921133,25.12440299,21.67,20.7,50,577,0.44,100,100
1/3/2019 18:00,0.9,1.8,8.529789431,25.12544869,21.67,20.7,50,577,0.44,100,100
1/3/2019 18:15,0.9,1.8,8.529657729,25.12649439,21.67,20.7,50,577,0.44,100,100
1/3/2019 18:30,0.9,1.8,8.529526027,25.12754009,21.67,20.7,50,577,0.44,100,100
1/3/2019 18:45,0.9,1.8,8.529394324,25.12858579,21.67,20.7,50,577,0.44,100,100
1/3/2019 19:00,0.9,1.8,8.529262622,25.12963149,21.67,20.7,50,577,0.44,100,100
1/3/2019 19:15,0.9,1.8,8.52913092,25.13067719,21.67,20.7,50,577,0.44,100,100
1/3/2019 19:30,0.9,1.8,8.528999218,25.13172289,21.67,20.7,50,577,0.44,100,100
1/3/2019 19:45,0.9,1.8,8.528867516,25.13276859,21.67,20.7,50,577,0.44,100,100
