datetime,fuel_price_natural_gas,price_EOM,price_EOM_flex,lime_co2_factor,lime_price,co2_price,grinder_availability_profile,clinker_availability_profile,fuel_price_natural_gas,target_profile
1/5/2019 16:00,25,10,10,0.1,15,90,1,1,20,5.571455699
1/5/2019 17:00,25,10,10,0.1,15,90,1,1,20,5.571455699
1/5/2019 18:00,25,10,10,0.1,15,90,1,1,20,5.571455699
1/5/2019 19:00,25,10,10,0.1,15,90,1,1,20,5.571455699
1/5/2019 20:00,25,10,10,0.1,15,90,1,1,20,5.571455699
1/5/2019 21:00,25,10,30,0.1,15,90,1,1,20,5.571455699
1/5/2019 22:00,25,10,30,0.1,15,90,1,1,20,5.535905386
1/5/2019 23:00,25,10,30,0.1,15,90,1,1,20,5.535905386
1/6/2019 0:00,25,10,30,0.1,15,90,1,1,20,5.521340457
1/6/2019 1:00,25,10,30,0.1,15,90,1,1,20,5.521340457
1/6/2019 2:00,25,10,30,0.1,15,90,1,1,20,5.521340457
1/6/2019 3:00,25,10,10,0.1,15,90,1,1,20,5.521340457
1/6/2019 4:00,25,10,10,0.1,15,90,1,1,20,5.521340457
1/6/2019 5:00,25,10,10,0.1,15,90,1,1,20,5.521340457
1/6/2019 6:00,25,10,10,0.1,15,90,1,1,20,5.61677955
1/6/2019 7:00,25,10,10,0.1,15,90,1,1,20,5.676761868
1/6/2019 8:00,25,10,70,0.1,15,90,1,1,20,5.75673829
1/6/2019 9:00,25,10,70,0.1,15,90,1,1,20,5.75673829
1/6/2019 10:00,25,10,70,0.1,15,90,1,1,20,5.75673829
1/6/2019 11:00,25,10,70,0.1,15,90,1,1,20,5.75673829
1/6/2019 12:00,25,10,70,0.1,15,90,1,1,20,5.75673829
1/6/2019 13:00,25,10,70,0.1,15,90,1,1,20,5.75673829
1/6/2019 14:00,25,10,70,0.1,15,90,1,1,20,5.676761868
1/6/2019 15:00,25,10,70,0.1,15,90,1,1,20,5.61677955
1/6/2019 16:00,25,10,70,0.1,15,90,1,1,20,5.556797238
1/6/2019 17:00,25,10,70,0.1,15,90,1,1,20,5.556797238
1/6/2019 18:00,25,10,10,0.1,15,90,1,1,20,5.556797238
1/6/2019 19:00,25,10,10,0.1,15,90,1,1,20,5.556797238
1/6/2019 20:00,25,10,10,0.1,15,90,1,1,20,5.556797238
1/6/2019 21:00,25,10,10,0.1,15,90,1,1,20,5.556797238
1/6/2019 22:00,25,10,10,0.1,15,90,1,1,20,5.521340457
1/6/2019 23:00,25,10,10,0.1,15,90,1,1,20,5.521340457
1/7/2019 0:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/7/2019 1:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/7/2019 2:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/7/2019 3:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/7/2019 4:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/7/2019 5:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/7/2019 6:00,25,10,10,0.1,15,90,1,1,20,5.827224383
1/7/2019 7:00,25,10,10,0.1,15,90,1,1,20,5.889454065
1/7/2019 8:00,25,10,10,0.1,15,90,1,1,20,5.972426979
1/7/2019 9:00,25,10,10,0.1,15,90,1,1,20,5.972426979
1/7/2019 10:00,25,10,10,0.1,15,90,1,1,20,5.972426979
1/7/2019 11:00,25,10,10,0.1,15,90,1,1,20,5.972426979
1/7/2019 12:00,25,10,10,0.1,15,90,1,1,20,5.972426979
1/7/2019 13:00,25,10,10,0.1,15,90,1,1,20,5.972426979
1/7/2019 14:00,25,10,10,0.1,15,90,1,1,20,5.889454065
1/7/2019 15:00,25,10,70,0.1,15,90,1,1,20,5.827224383
1/7/2019 16:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/7/2019 17:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/7/2019 18:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/7/2019 19:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/7/2019 20:00,25,10,70,0.1,15,90,0,0,20,5.7649947
1/7/2019 21:00,25,10,70,0.1,15,90,0,0,20,5.7649947
1/7/2019 22:00,25,10,70,0.1,15,90,0,0,20,5.728209455
1/7/2019 23:00,25,10,70,0.1,15,90,0,0,20,5.728209455
1/8/2019 0:00,25,10,70,0.1,15,90,0,0,20,5.728209455
1/8/2019 1:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/8/2019 2:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/8/2019 3:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/8/2019 4:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/8/2019 5:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/8/2019 6:00,25,10,10,0.1,15,90,1,1,20,5.827224383
1/8/2019 7:00,25,10,30,0.1,15,90,1,1,20,5.889454065
1/8/2019 8:00,25,10,30,0.1,15,90,1,1,20,5.972426979
1/8/2019 9:00,25,10,30,0.1,15,90,1,1,20,5.972426979
1/8/2019 10:00,25,10,30,0.1,15,90,1,1,20,5.972426979
1/8/2019 11:00,25,10,30,0.1,15,90,1,1,20,5.972426979
1/8/2019 12:00,25,10,30,0.1,15,90,1,1,20,5.972426979
1/8/2019 13:00,25,10,10,0.1,15,90,1,1,20,5.972426979
1/8/2019 14:00,25,10,10,0.1,15,90,1,1,20,5.889454065
1/8/2019 15:00,25,10,10,0.1,15,90,1,1,20,5.827224383
1/8/2019 16:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/8/2019 17:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/8/2019 18:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/8/2019 19:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/8/2019 20:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/8/2019 21:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/8/2019 22:00,25,10,70,0.1,15,90,1,1,20,5.728209455
1/8/2019 23:00,25,10,70,0.1,15,90,1,1,20,5.728209455
1/9/2019 0:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/9/2019 1:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/9/2019 2:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/9/2019 3:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/9/2019 4:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/9/2019 5:00,25,10,70,0.1,15,90,1,1,20,5.728209455
1/9/2019 6:00,25,10,70,0.1,15,90,1,1,20,5.827224383
1/9/2019 7:00,25,10,70,0.1,15,90,1,1,20,5.889454065
1/9/2019 8:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/9/2019 9:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/9/2019 10:00,25,10,70,0.1,15,90,0,0,20,5.972426979
1/9/2019 11:00,25,10,70,0.1,15,90,0,0,20,5.972426979
1/9/2019 12:00,25,10,70,0.1,15,90,0,0,20,5.972426979
1/9/2019 13:00,25,10,70,0.1,15,90,0,0,20,5.972426979
1/9/2019 14:00,25,10,70,0.1,15,90,0,0,20,5.889454065
1/9/2019 15:00,25,10,10,0.1,15,90,1,1,20,5.827224383
1/9/2019 16:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/9/2019 17:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/9/2019 18:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/9/2019 19:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/9/2019 20:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/9/2019 21:00,25,10,30,0.1,15,90,1,1,20,5.7649947
1/9/2019 22:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/9/2019 23:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/10/2019 0:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/10/2019 1:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/10/2019 2:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/10/2019 3:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/10/2019 4:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/10/2019 5:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/10/2019 6:00,25,10,10,0.1,15,90,1,1,20,5.827224383
1/10/2019 7:00,25,10,10,0.1,15,90,1,1,20,5.889454065
1/10/2019 8:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/10/2019 9:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/10/2019 10:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/10/2019 11:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/10/2019 12:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/10/2019 13:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/10/2019 14:00,25,10,70,0.1,15,90,1,1,20,5.889454065
1/10/2019 15:00,25,10,70,0.1,15,90,1,1,20,5.827224383
1/10/2019 16:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/10/2019 17:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/10/2019 18:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/10/2019 19:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/10/2019 20:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/10/2019 21:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/10/2019 22:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/10/2019 23:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/11/2019 0:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/11/2019 1:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/11/2019 2:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/11/2019 3:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/11/2019 4:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/11/2019 5:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/11/2019 6:00,25,10,10,0.1,15,90,1,1,20,5.827224383
1/11/2019 7:00,25,10,10,0.1,15,90,1,1,20,5.889454065
1/11/2019 8:00,25,10,10,0.1,15,90,1,1,20,5.972426979
1/11/2019 9:00,25,10,10,0.1,15,90,1,1,20,5.972426979
1/11/2019 10:00,25,10,10,0.1,15,90,1,1,20,5.972426979
1/11/2019 11:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/11/2019 12:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/11/2019 13:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/11/2019 14:00,25,10,70,0.1,15,90,1,1,20,5.889454065
1/11/2019 15:00,25,10,70,0.1,15,90,1,1,20,5.827224383
1/11/2019 16:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/11/2019 17:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/11/2019 18:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/11/2019 19:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/11/2019 20:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/11/2019 21:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/11/2019 22:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/11/2019 23:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/12/2019 0:00,25,10,10,0.1,15,90,1,1,20,5.535905386
1/12/2019 1:00,25,10,10,0.1,15,90,1,1,20,5.535905386
1/12/2019 2:00,25,10,10,0.1,15,90,1,1,20,5.535905386
1/12/2019 3:00,25,10,10,0.1,15,90,1,1,20,5.535905386
1/12/2019 4:00,25,10,10,0.1,15,90,1,1,20,5.535905386
1/12/2019 5:00,25,10,70,0.1,15,90,1,1,20,5.535905386
1/12/2019 6:00,25,10,70,0.1,15,90,1,1,20,5.631596242
1/12/2019 7:00,25,10,70,0.1,15,90,1,1,20,5.691736786
1/12/2019 8:00,25,10,70,0.1,15,90,1,1,20,5.771924184
1/12/2019 9:00,25,10,70,0.1,15,90,1,1,20,5.771924184
1/12/2019 10:00,25,10,70,0.1,15,90,0,0,20,5.771924184
1/12/2019 11:00,25,10,70,0.1,15,90,0,0,20,5.771924184
1/12/2019 12:00,25,10,70,0.1,15,90,0,0,20,5.771924184
1/12/2019 13:00,25,10,70,0.1,15,90,0,0,20,5.771924184
1/12/2019 14:00,25,10,70,0.1,15,90,0,0,20,5.691736786
1/12/2019 15:00,25,10,10,0.1,15,90,1,1,20,5.631596242
1/12/2019 16:00,25,10,10,0.1,15,90,1,1,20,5.571455699
1/12/2019 17:00,25,10,10,0.1,15,90,1,1,20,5.571455699
1/12/2019 18:00,25,10,10,0.1,15,90,1,1,20,5.571455699
1/12/2019 19:00,25,10,10,0.1,15,90,1,1,20,5.571455699
1/12/2019 20:00,25,10,10,0.1,15,90,1,1,20,5.571455699
1/12/2019 21:00,25,10,30,0.1,15,90,1,1,20,5.571455699
1/12/2019 22:00,25,10,30,0.1,15,90,1,1,20,5.535905386
1/12/2019 23:00,25,10,30,0.1,15,90,1,1,20,5.535905386
1/13/2019 0:00,25,10,30,0.1,15,90,1,1,20,5.521340457
1/13/2019 1:00,25,10,30,0.1,15,90,1,1,20,5.521340457
1/13/2019 2:00,25,10,30,0.1,15,90,1,1,20,5.521340457
1/13/2019 3:00,25,10,10,0.1,15,90,1,1,20,5.521340457
1/13/2019 4:00,25,10,10,0.1,15,90,1,1,20,5.521340457
1/13/2019 5:00,25,10,10,0.1,15,90,1,1,20,5.521340457
1/13/2019 6:00,25,10,10,0.1,15,90,1,1,20,5.61677955
1/13/2019 7:00,25,10,10,0.1,15,90,1,1,20,5.676761868
1/13/2019 8:00,25,10,70,0.1,15,90,1,1,20,5.75673829
1/13/2019 9:00,25,10,70,0.1,15,90,1,1,20,5.75673829
1/13/2019 10:00,25,10,70,0.1,15,90,1,1,20,5.75673829
1/13/2019 11:00,25,10,70,0.1,15,90,1,1,20,5.75673829
1/13/2019 12:00,25,10,70,0.1,15,90,1,1,20,5.75673829
1/13/2019 13:00,25,10,70,0.1,15,90,1,1,20,5.75673829
1/13/2019 14:00,25,10,70,0.1,15,90,1,1,20,5.676761868
1/13/2019 15:00,25,10,70,0.1,15,90,1,1,20,5.61677955
1/13/2019 16:00,25,10,70,0.1,15,90,1,1,20,5.556797238
1/13/2019 17:00,25,10,70,0.1,15,90,1,1,20,5.556797238
1/13/2019 18:00,25,10,10,0.1,15,90,1,1,20,5.556797238
1/13/2019 19:00,25,10,10,0.1,15,90,1,1,20,5.556797238
1/13/2019 20:00,25,10,10,0.1,15,90,1,1,20,5.556797238
1/13/2019 21:00,25,10,10,0.1,15,90,1,1,20,5.556797238
1/13/2019 22:00,25,10,10,0.1,15,90,1,1,20,5.521340457
1/13/2019 23:00,25,10,10,0.1,15,90,1,1,20,5.521340457
1/14/2019 0:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/14/2019 1:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/14/2019 2:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/14/2019 3:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/14/2019 4:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/14/2019 5:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/14/2019 6:00,25,10,10,0.1,15,90,1,1,20,5.827224383
1/14/2019 7:00,25,10,10,0.1,15,90,1,1,20,5.889454065
1/14/2019 8:00,25,10,10,0.1,15,90,1,1,20,5.972426979
1/14/2019 9:00,25,10,10,0.1,15,90,1,1,20,5.972426979
1/14/2019 10:00,25,10,10,0.1,15,90,1,1,20,5.972426979
1/14/2019 11:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/14/2019 12:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/14/2019 13:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/14/2019 14:00,25,10,70,0.1,15,90,1,1,20,5.889454065
1/14/2019 15:00,25,10,70,0.1,15,90,1,1,20,5.827224383
1/14/2019 16:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/14/2019 17:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/14/2019 18:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/14/2019 19:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/14/2019 20:00,25,10,70,0.1,15,90,1,1,20,5.7649947
1/14/2019 21:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/14/2019 22:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/14/2019 23:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/15/2019 0:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/15/2019 1:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/15/2019 2:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/15/2019 3:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/15/2019 4:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/15/2019 5:00,25,10,70,0.1,15,90,1,1,20,5.728209455
1/15/2019 6:00,25,10,70,0.1,15,90,1,1,20,5.827224383
1/15/2019 7:00,25,10,70,0.1,15,90,1,1,20,5.889454065
1/15/2019 8:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/15/2019 9:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/15/2019 10:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/15/2019 11:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/15/2019 12:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/15/2019 13:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/15/2019 14:00,25,10,70,0.1,15,90,1,1,20,5.889454065
1/15/2019 15:00,25,10,10,0.1,15,90,1,1,20,5.827224383
1/15/2019 16:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/15/2019 17:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/15/2019 18:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/15/2019 19:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/15/2019 20:00,25,10,10,0.1,15,90,1,1,20,5.7649947
1/15/2019 21:00,25,10,30,0.1,15,90,1,1,20,5.7649947
1/15/2019 22:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/15/2019 23:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/16/2019 0:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/16/2019 1:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/16/2019 2:00,25,10,30,0.1,15,90,1,1,20,5.728209455
1/16/2019 3:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/16/2019 4:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/16/2019 5:00,25,10,10,0.1,15,90,1,1,20,5.728209455
1/16/2019 6:00,25,10,10,0.1,15,90,1,1,20,5.827224383
1/16/2019 7:00,25,10,10,0.1,15,90,1,1,20,5.889454065
1/16/2019 8:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/16/2019 9:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/16/2019 10:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/16/2019 11:00,25,10,70,0.1,15,90,1,1,20,5.972426979
1/16/2019 12:00,25,10,70,0.1,15,90,1,1,20,5.972426979
