datetime,price_EOM,co2_price,electricity_price,electricity_price_flex,natural_gas_price,hydrogen_gas_price,coal_price,A360_clinker_demand,A360_baseline_power,A360_max_up,A360_max_down,A360_price_up,A360_price_down
2023-01-02 05:00:00,100,30,25.18,25.18,50,50,20,10.17461072,631.5678318,168.4321682,631.5678318,1,1
2023-01-02 06:00:00,100,30,59.03,59.03,50,50,20,10.35048389,133.4374095,666.5625905,133.4374095,1,1
2023-01-02 07:00:00,100,30,69.5,69.5,50,50,20,10.46101805,134.8513955,665.1486045,134.8513955,1,1
2023-01-02 08:00:00,100,30,77.07,77.07,50,50,20,10.60839693,0.0,800.0,0.0,1,1
2023-01-02 09:00:00,100,30,76.13,76.13,50,50,20,10.60839693,273.3366835,526.6633165,273.3366835,1,1
2023-01-02 10:00:00,100,30,80.38,80.38,50,50,20,10.60839693,136.7367101,663.2632899,136.7367101,1,1
2023-01-02 11:00:00,100,30,84.94,84.94,50,50,20,10.60839693,40.13202655,759.8679735,40.13202655,1,1
2023-01-02 12:00:00,100,30,89.56,89.56,50,50,20,10.60839693,0.0,800.0,0.0,1,1
2023-01-02 13:00:00,100,30,90.27,90.27,50,50,20,10.60839693,0.0,800.0,0.0,1,1
2023-01-02 14:00:00,100,30,90.64,90.64,50,50,20,10.46101805,0.0,800.0,0.0,1,1
2023-01-02 15:00:00,100,30,91.36,91.36,50,50,20,10.35048389,0.0,800.0,0.0,1,1
2023-01-02 16:00:00,100,30,94.86,94.86,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-02 17:00:00,100,30,92.32,92.32,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-02 18:00:00,100,30,86.35,86.35,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-02 19:00:00,100,30,74.58,74.58,50,50,20,10.23994974,130.9924957,669.0075043,130.9924957,1,1
2023-01-02 20:00:00,100,30,68.51,68.51,50,50,20,10.23994974,130.9924957,669.0075043,130.9924957,1,1
2023-01-02 21:00:00,100,30,58.29,58.29,50,50,20,10.23994974,130.9924957,669.0075043,130.9924957,1,1
2023-01-02 22:00:00,100,30,51.4,51.4,50,50,20,10.17461072,130.1566596,669.8433404,130.1566596,1,1
2023-01-02 23:00:00,100,30,18.83,18.83,50,50,20,10.17461072,130.1566596,669.8433404,130.1566596,1,1
2023-01-03 00:00:00,100,30,11.32,11.32,50,50,20,10.17461072,130.1566596,669.8433404,130.1566596,1,1
2023-01-03 01:00:00,100,30,10.17,10.17,50,50,20,10.17461072,130.1566596,669.8433404,130.1566596,1,1
2023-01-03 02:00:00,100,30,10.1,10.1,50,50,20,10.17461072,130.1566596,669.8433404,130.1566596,1,1
2023-01-03 03:00:00,100,30,10.09,10.09,50,50,20,10.17461072,422.3517552,377.6482448,422.3517552,1,1
2023-01-03 04:00:00,100,30,10.09,10.09,50,50,20,10.17461072,500.0,300.0,500.0,1,1
2023-01-03 05:00:00,100,30,10.02,10.02,50,50,20,10.17461072,500.0,300.0,500.0,1,1
2023-01-03 06:00:00,100,30,12.49,12.49,50,50,20,10.35048389,133.4374095,666.5625905,133.4374095,1,1
2023-01-03 07:00:00,100,30,51.99,51.99,50,50,20,10.46101805,134.8513955,665.1486045,134.8513955,1,1
2023-01-03 08:00:00,100,30,71.01,71.01,50,50,20,10.60839693,0.0,800.0,0.0,1,1
2023-01-03 09:00:00,100,30,72.01,72.01,50,50,20,10.60839693,0.0,800.0,0.0,1,1
2023-01-03 10:00:00,100,30,68.4,68.4,50,50,20,10.60839693,0.0,800.0,0.0,1,1
2023-01-03 11:00:00,100,30,66.29,66.29,50,50,20,10.60839693,0.0,800.0,0.0,1,1
2023-01-03 12:00:00,100,30,65.29,65.29,50,50,20,10.60839693,500.0,300.0,500.0,1,1
2023-01-03 13:00:00,100,30,65.82,65.82,50,50,20,10.60839693,318.8719428,481.1280572,318.8719428,1,1
2023-01-03 14:00:00,100,30,72.26,72.26,50,50,20,10.46101805,134.8513955,665.1486045,134.8513955,1,1
2023-01-03 15:00:00,100,30,78.58,78.58,50,50,20,10.35048389,0.0,800.0,0.0,1,1
2023-01-03 16:00:00,100,30,84.99,84.99,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-03 17:00:00,100,30,93.68,93.68,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-03 18:00:00,100,30,94.37,94.37,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-03 19:00:00,100,30,90.43,90.43,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-03 20:00:00,100,30,84.63,84.63,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-03 21:00:00,100,30,78.81,78.81,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-03 22:00:00,100,30,76.4,76.4,50,50,20,10.17461072,22.13856292,777.8614371,22.13856292,1,1
2023-01-03 23:00:00,100,30,69.52,69.52,50,50,20,10.17461072,130.1566596,669.8433404,130.1566596,1,1
2023-01-04 00:00:00,100,30,68.7,68.7,50,50,20,10.17461072,130.1566596,669.8433404,130.1566596,1,1
2023-01-04 01:00:00,100,30,61.86,61.86,50,50,20,10.17461072,130.1566596,669.8433404,130.1566596,1,1
2023-01-04 02:00:00,100,30,51.4,51.4,50,50,20,10.17461072,161.6474447,638.3525553,161.6474447,1,1
2023-01-04 03:00:00,100,30,36.88,36.88,50,50,20,10.17461072,631.5678318,168.4321682,631.5678318,1,1
2023-01-04 04:00:00,100,30,46.4,46.4,50,50,20,10.17461072,631.5678318,168.4321682,631.5678318,1,1
2023-01-04 05:00:00,100,30,69.13,69.13,50,50,20,10.17461072,131.1875874,668.8124126,131.1875874,1,1
2023-01-04 06:00:00,100,30,84.05,84.05,50,50,20,10.35048389,133.4374095,666.5625905,133.4374095,1,1
2023-01-04 07:00:00,100,30,96.42,96.42,50,50,20,10.46101805,134.8513955,665.1486045,134.8513955,1,1
2023-01-04 08:00:00,100,30,102.87,102.87,50,50,20,10.60839693,0.0,800.0,0.0,1,1
2023-01-04 09:00:00,100,30,105.6,105.6,50,50,20,10.60839693,0.0,800.0,0.0,1,1
2023-01-04 10:00:00,100,30,103.01,103.01,50,50,20,10.60839693,0.0,800.0,0.0,1,1
2023-01-04 11:00:00,100,30,101.43,101.43,50,50,20,10.60839693,0.0,800.0,0.0,1,1
2023-01-04 12:00:00,100,30,97.7,97.7,50,50,20,10.60839693,318.6906334,481.3093666,318.6906334,1,1
2023-01-04 13:00:00,100,30,97.36,97.36,50,50,20,10.60839693,500.0,300.0,500.0,1,1
2023-01-04 14:00:00,100,30,103.51,103.51,50,50,20,10.46101805,134.8513955,665.1486045,134.8513955,1,1
2023-01-04 15:00:00,100,30,110.02,110.02,50,50,20,10.35048389,0.0,800.0,0.0,1,1
2023-01-04 16:00:00,100,30,117.13,117.13,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-04 17:00:00,100,30,144.63,144.63,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-04 18:00:00,100,30,156.05,156.05,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-04 19:00:00,100,30,136.4,136.4,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-04 20:00:00,100,30,114.99,114.99,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-04 21:00:00,100,30,111.41,111.41,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-04 22:00:00,100,30,106.26,106.26,50,50,20,10.17461072,22.13856292,777.8614371,22.13856292,1,1
2023-01-04 23:00:00,100,30,100.23,100.23,50,50,20,10.17461072,130.1566596,669.8433404,130.1566596,1,1
2023-01-05 00:00:00,100,30,97.48,97.48,50,50,20,10.17461072,130.1566596,669.8433404,130.1566596,1,1
2023-01-05 01:00:00,100,30,91.91,91.91,50,50,20,10.17461072,130.1566596,669.8433404,130.1566596,1,1
2023-01-05 02:00:00,100,30,88.41,88.41,50,50,20,10.17461072,130.1566596,669.8433404,130.1566596,1,1
2023-01-05 03:00:00,100,30,84.61,84.61,50,50,20,10.17461072,631.5678318,168.4321682,631.5678318,1,1
2023-01-05 04:00:00,100,30,85.45,85.45,50,50,20,10.17461072,631.5678318,168.4321682,631.5678318,1,1
2023-01-05 05:00:00,100,30,87.43,87.43,50,50,20,10.17461072,162.5839947,637.4160053,162.5839947,1,1
2023-01-05 06:00:00,100,30,92.4,92.4,50,50,20,10.35048389,133.4374095,666.5625905,133.4374095,1,1
2023-01-05 07:00:00,100,30,98.4,98.4,50,50,20,10.46101805,134.8513955,665.1486045,134.8513955,1,1
2023-01-05 08:00:00,100,30,100.97,100.97,50,50,20,10.60839693,136.7367101,663.2632899,136.7367101,1,1
2023-01-05 09:00:00,100,30,106.33,106.33,50,50,20,10.60839693,0.0,800.0,0.0,1,1
2023-01-05 10:00:00,100,30,107.68,107.68,50,50,20,10.60839693,0.0,800.0,0.0,1,1
2023-01-05 11:00:00,100,30,109.62,109.62,50,50,20,10.60839693,0.0,800.0,0.0,1,1
2023-01-05 12:00:00,100,30,103.64,103.64,50,50,20,10.60839693,182.5000502,617.4999498,182.5000502,1,1
2023-01-05 13:00:00,100,30,102.94,102.94,50,50,20,10.60839693,500.0,300.0,500.0,1,1
2023-01-05 14:00:00,100,30,107.81,107.81,50,50,20,10.46101805,0.0,800.0,0.0,1,1
2023-01-05 15:00:00,100,30,111.45,111.45,50,50,20,10.35048389,0.0,800.0,0.0,1,1
2023-01-05 16:00:00,100,30,114.37,114.37,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-05 17:00:00,100,30,118.78,118.78,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-05 18:00:00,100,30,119.85,119.85,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-05 19:00:00,100,30,115.36,115.36,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-05 20:00:00,100,30,111.49,111.49,50,50,20,10.23994974,0.0,800.0,0.0,1,1
2023-01-05 21:00:00,100,30,105.59,105.59,50,50,20,10.23994974,156.0709865,643.9290135,156.0709865,1,1
2023-01-05 22:00:00,100,30,106.32,106.32,50,50,20,10.17461072,0.0,800.0,0.0,1,1
2023-01-05 23:00:00,100,30,98.2,98.2,50,50,20,10.17461072,130.1566596,669.8433404,130.1566596,1,1
2023-01-06 00:00:00,100,30,93.65,93.65,50,50,20,9.833034693,125.787117,674.212883,125.787117,1,1
2023-01-06 01:00:00,100,30,91.6,91.6,50,50,20,9.833034693,125.787117,674.212883,125.787117,1,1
2023-01-06 02:00:00,100,30,87.53,87.53,50,50,20,9.833034693,125.787117,674.212883,125.787117,1,1
2023-01-06 03:00:00,100,30,84.41,84.41,50,50,20,9.833034693,627.1509141,172.8490859,627.1509141,1,1
2023-01-06 04:00:00,100,30,84.41,84.41,50,50,20,9.833034693,627.1509141,172.8490859,627.1509141,1,1
2023-01-06 05:00:00,100,30,85.99,85.99,50,50,20,9.833034693,158.214452,641.785548,158.214452,1,1
2023-01-06 06:00:00,100,30,86.5,86.5,50,50,20,10.00300355,128.9923372,671.0076628,128.9923372,1,1
2023-01-06 07:00:00,100,30,92.79,92.79,50,50,20,10.10982692,130.3588537,669.6411463,130.3588537,1,1
2023-01-06 08:00:00,100,30,99.8,99.8,50,50,20,10.25225808,132.1808756,667.8191244,132.1808756,1,1
2023-01-06 09:00:00,100,30,103.63,103.63,50,50,20,10.25225808,0.0,800.0,0.0,1,1
2023-01-06 10:00:00,100,30,108.7,108.7,50,50,20,10.25225808,0.0,800.0,0.0,1,1
2023-01-06 11:00:00,100,30,111.83,111.83,50,50,20,10.25225808,0.0,800.0,0.0,1,1
2023-01-06 12:00:00,100,30,110.56,110.56,50,50,20,10.25225808,0.0,800.0,0.0,1,1
2023-01-06 13:00:00,100,30,106.62,106.62,50,50,20,10.25225808,0.0,800.0,0.0,1,1
2023-01-06 14:00:00,100,30,103.95,103.95,50,50,20,10.10982692,394.601037,405.398963,394.601037,1,1
2023-01-06 15:00:00,100,30,106.49,106.49,50,50,20,10.00300355,0.0,800.0,0.0,1,1
2023-01-06 16:00:00,100,30,111.25,111.25,50,50,20,9.896180184,0.0,800.0,0.0,1,1
2023-01-06 17:00:00,100,30,115.67,115.67,50,50,20,9.896180184,0.0,800.0,0.0,1,1
2023-01-06 18:00:00,100,30,115.03,115.03,50,50,20,9.896180184,0.0,800.0,0.0,1,1
2023-01-06 19:00:00,100,30,110.4,110.4,50,50,20,9.896180184,0.0,800.0,0.0,1,1
2023-01-06 20:00:00,100,30,103.54,103.54,50,50,20,9.896180184,126.5948929,673.4051071,126.5948929,1,1
2023-01-06 21:00:00,100,30,99.4,99.4,50,50,20,9.896180184,126.5948929,673.4051071,126.5948929,1,1
2023-01-06 22:00:00,100,30,97.97,97.97,50,50,20,9.833034693,125.787117,674.212883,125.787117,1,1
2023-01-06 23:00:00,100,30,91.27,91.27,50,50,20,9.833034693,251.3688707,548.6311293,251.3688707,1,1
2023-01-07 00:00:00,100,30,95.48,95.48,50,50,20,9.807164048,0.0,800.0,0.0,1,1
2023-01-07 01:00:00,100,30,91.22,91.22,50,50,20,9.807164048,125.456172,674.543828,125.456172,1,1
2023-01-07 02:00:00,100,30,88.16,88.16,50,50,20,9.807164048,125.456172,674.543828,125.456172,1,1
2023-01-07 03:00:00,100,30,84.86,84.86,50,50,20,9.807164048,156.9469571,643.0530429,156.9469571,1,1
2023-01-07 04:00:00,100,30,83.26,83.26,50,50,20,9.807164048,626.816381,173.183619,626.816381,1,1
2023-01-07 05:00:00,100,30,83.48,83.48,50,50,20,9.807164048,626.816381,173.183619,626.816381,1,1
2023-01-07 06:00:00,100,30,86.3,86.3,50,50,20,9.976685715,128.6556716,671.3443284,128.6556716,1,1
2023-01-07 07:00:00,100,30,89.09,89.09,50,50,20,10.08322804,130.0185928,669.9814072,130.0185928,1,1
2023-01-07 08:00:00,100,30,93.19,93.19,50,50,20,10.22528446,131.8358211,668.1641789,131.8358211,1,1
2023-01-07 09:00:00,100,30,96.26,96.26,50,50,20,10.22528446,0.0,800.0,0.0,1,1
2023-01-07 10:00:00,100,30,98.55,98.55,50,50,20,10.22528446,0.0,800.0,0.0,1,1
2023-01-07 11:00:00,100,30,100.54,100.54,50,50,20,10.22528446,0.0,800.0,0.0,1,1
2023-01-07 12:00:00,100,30,100.06,100.06,50,50,20,10.22528446,0.0,800.0,0.0,1,1
2023-01-07 13:00:00,100,30,96.21,96.21,50,50,20,10.22528446,271.7740947,528.2259053,271.7740947,1,1
2023-01-07 14:00:00,100,30,95.74,95.74,50,50,20,10.08322804,500.0,300.0,500.0,1,1
2023-01-07 15:00:00,100,30,99.41,99.41,50,50,20,9.976685715,0.0,800.0,0.0,1,1
2023-01-07 16:00:00,100,30,104.82,104.82,50,50,20,9.870143403,0.0,800.0,0.0,1,1
2023-01-07 17:00:00,100,30,113.17,113.17,50,50,20,9.870143403,0.0,800.0,0.0,1,1
2023-01-07 18:00:00,100,30,116.25,116.25,50,50,20,9.870143403,0.0,800.0,0.0,1,1
2023-01-07 19:00:00,100,30,114.95,114.95,50,50,20,9.870143403,0.0,800.0,0.0,1,1
2023-01-07 20:00:00,100,30,111.9,111.9,50,50,20,9.870143403,0.0,800.0,0.0,1,1
2023-01-07 21:00:00,100,30,104.71,104.71,50,50,20,9.870143403,0.0,800.0,0.0,1,1
2023-01-07 22:00:00,100,30,102.57,102.57,50,50,20,9.807164048,0.0,800.0,0.0,1,1
2023-01-07 23:00:00,100,30,95.26,95.26,50,50,20,9.807164048,386.1604824,413.8395176,386.1604824,1,1
