,fuel_price_natural gas,fuel_price_co2,availability_pp_4,availability_pp_1,availability_pp_5,fuel_price_oil,residual_load_EOM,price_EOM,availability_pp_7,availability_pp_2,availability_pp_6,fuel_price_hard coal,fuel_price_biomass,fuel_price_uranium,demand_EOM,fuel_price_lignite,availability_pp_3
2019-01-04 00:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5165.6,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5165.6,1.8,1.0
2019-01-04 01:00:00,26.0,25.0,1.0,1.0,1.0,22.0,4975.3,36.15625,1.0,1.0,1.0,8.5,21.0,0.9,4975.3,1.8,1.0
2019-01-04 02:00:00,26.0,25.0,1.0,1.0,1.0,22.0,4919.3,36.15625,1.0,1.0,1.0,8.5,21.0,0.9,4919.3,1.8,1.0
2019-01-04 03:00:00,26.0,25.0,1.0,1.0,1.0,22.0,4965.0,36.15625,1.0,1.0,1.0,8.5,21.0,0.9,4965.0,1.8,1.0
2019-01-04 04:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5069.7,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5069.7,1.8,1.0
2019-01-04 05:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5311.5,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5311.5,1.8,1.0
2019-01-04 06:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5803.299999999999,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5803.299999999999,1.8,1.0
2019-01-04 07:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6339.1,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6339.1,1.8,1.0
2019-01-04 08:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6653.5,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6653.5,1.8,1.0
2019-01-04 09:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6818.5,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6818.5,1.8,1.0
2019-01-04 10:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6939.7,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6939.7,1.8,1.0
2019-01-04 11:00:00,26.0,25.0,1.0,1.0,1.0,22.0,7007.6,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,7007.6,1.8,1.0
2019-01-04 12:00:00,26.0,25.0,1.0,1.0,1.0,22.0,7040.2,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,7040.2,1.8,1.0
2019-01-04 13:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6935.3,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6935.3,1.8,1.0
2019-01-04 14:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6755.7,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6755.7,1.8,1.0
2019-01-04 15:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6618.8,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6618.8,1.8,1.0
2019-01-04 16:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6752.8,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6752.8,1.8,1.0
2019-01-04 17:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6955.6,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6955.6,1.8,1.0
2019-01-04 18:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6888.9,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6888.9,1.8,1.0
2019-01-04 19:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6687.1,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6687.1,1.8,1.0
2019-01-04 20:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6292.6,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6292.6,1.8,1.0
2019-01-04 21:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5997.8,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5997.8,1.8,1.0
2019-01-04 22:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5814.3,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5814.3,1.8,1.0
2019-01-04 23:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5421.9,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5421.9,1.8,1.0
2019-01-05 00:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5116.6,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5116.6,1.8,1.0
2019-01-05 01:00:00,26.0,25.0,1.0,1.0,1.0,22.0,4899.1,36.15625,1.0,1.0,1.0,8.5,21.0,0.9,4899.1,1.8,1.0
2019-01-05 02:00:00,26.0,25.0,1.0,1.0,1.0,22.0,4777.1,36.15625,1.0,1.0,1.0,8.5,21.0,0.9,4777.1,1.8,1.0
2019-01-05 03:00:00,26.0,25.0,1.0,1.0,1.0,22.0,4728.8,36.15625,1.0,1.0,1.0,8.5,21.0,0.9,4728.8,1.8,1.0
2019-01-05 04:00:00,26.0,25.0,1.0,1.0,1.0,22.0,4742.1,36.15625,1.0,1.0,1.0,8.5,21.0,0.9,4742.1,1.8,1.0
2019-01-05 05:00:00,26.0,25.0,1.0,1.0,1.0,22.0,4749.4,36.15625,1.0,1.0,1.0,8.5,21.0,0.9,4749.4,1.8,1.0
2019-01-05 06:00:00,26.0,25.0,1.0,1.0,1.0,22.0,4845.3,36.15625,1.0,1.0,1.0,8.5,21.0,0.9,4845.3,1.8,1.0
2019-01-05 07:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5087.599999999999,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5087.599999999999,1.8,1.0
2019-01-05 08:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5428.1,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5428.1,1.8,1.0
2019-01-05 09:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5772.8,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5772.8,1.8,1.0
2019-01-05 10:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5991.7,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5991.7,1.8,1.0
2019-01-05 11:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6112.1,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6112.1,1.8,1.0
2019-01-05 12:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6101.0,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6101.0,1.8,1.0
2019-01-05 13:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5979.6,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5979.6,1.8,1.0
2019-01-05 14:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5861.8,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5861.8,1.8,1.0
2019-01-05 15:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5816.8,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5816.8,1.8,1.0
2019-01-05 16:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5921.299999999999,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5921.299999999999,1.8,1.0
2019-01-05 17:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6206.0,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6206.0,1.8,1.0
2019-01-05 18:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6212.5,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6212.5,1.8,1.0
2019-01-05 19:00:00,26.0,25.0,1.0,1.0,1.0,22.0,6030.3,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,6030.3,1.8,1.0
2019-01-05 20:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5661.5,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5661.5,1.8,1.0
2019-01-05 21:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5425.0,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5425.0,1.8,1.0
2019-01-05 22:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5319.6,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5319.6,1.8,1.0
2019-01-05 23:00:00,26.0,25.0,1.0,1.0,1.0,22.0,5019.5,55.708333333333336,1.0,1.0,1.0,8.5,21.0,0.9,5019.5,1.8,1.0
2019-01-06 00:00:00,26.0,25.0,1.0,1.0,1.0,22.0,4692.1,36.15625,1.0,1.0,1.0,8.5,21.0,0.9,4692.1,1.8,1.0
