datetime,co2_price,electricity_price,electricity_price_flex,natural_gas_price,hydrogen_gas_price,A360_thermal_demand,A360_thermal_storage_schedule,A360_congestion_severity
2023-01-04 11:00:00,65.8,11,11,11,11,8,0,0.4
2023-01-04 12:00:00,65.8,12,12,11,11,8,0,0.5
2023-01-04 13:00:00,65.8,13,13,11,11,8,0,0.6
2023-01-04 14:00:00,65.8,14,14,11,11,8,0,0.7
2023-01-04 15:00:00,65.8,15,15,11,11,8,0,0.8
2023-01-04 16:00:00,65.8,10,10,11,11,8,0,0.9
2023-01-04 17:00:00,65.8,11,11,11,11,8,0,1.0
2023-01-04 18:00:00,65.8,12,12,11,11,8,0,0.1
2023-01-04 19:00:00,65.8,13,13,11,11,8,0,0.2
2023-01-04 20:00:00,65.8,14,14,11,11,8,0,0.3
2023-01-04 21:00:00,65.8,15,15,11,11,8,0,0.4
2023-01-04 22:00:00,65.8,10,10,11,11,8,0,0.5
2023-01-04 23:00:00,65.8,11,11,11,11,8,0,0.6
2023-01-05 00:00:00,65.8,12,12,11,11,8,0,0.7
2023-01-05 01:00:00,65.8,13,13,11,11,8,0,0.8
2023-01-05 02:00:00,65.8,14,14,11,11,8,1,0.9
2023-01-05 03:00:00,65.8,15,15,11,11,8,1,1.0
