,power,unit,simulation
2019-01-24 11:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-24 12:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-24 13:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-24 14:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-24 15:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-24 16:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-24 17:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-24 18:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-24 19:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-24 20:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-24 21:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-24 22:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-24 23:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-24 00:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 01:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 02:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 03:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 04:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 05:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 06:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 07:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 08:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 09:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 10:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 11:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 12:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 13:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 14:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 15:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 16:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 17:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 18:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 19:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 20:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 21:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 22:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 23:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-24 00:00:00,-2935.3,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 01:00:00,-2834.55,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 02:00:00,-2751.2,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 03:00:00,-2748.6,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 04:00:00,-2780.95,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 05:00:00,-2926.25,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 06:00:00,-3254.55,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 07:00:00,-3570.3,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 08:00:00,-3695.75,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 09:00:00,-3721.25,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 10:00:00,-3761.8,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 11:00:00,-3783.55,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 12:00:00,-3758.9,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 13:00:00,-3741.5,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 14:00:00,-3699.55,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 15:00:00,-3693.6,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 16:00:00,-3674.7,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 17:00:00,-3785.1,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 18:00:00,-3765.85,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 19:00:00,-3681.55,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 20:00:00,-3485.7,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 21:00:00,-3319.35,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 22:00:00,-3188.45,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-24 23:00:00,-3007.1,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 00:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 01:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 02:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 03:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 04:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 05:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 06:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 07:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 08:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 09:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 10:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 11:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 12:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 13:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 14:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 15:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 16:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 17:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 18:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 19:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 20:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 21:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 22:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 23:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-25 00:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 01:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 02:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 03:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 04:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 05:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 06:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 07:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 08:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 09:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 10:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 11:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 12:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 13:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 14:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 15:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 16:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 17:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 18:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 19:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 20:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 21:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 22:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 23:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-25 00:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 01:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 02:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 03:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 04:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 05:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 06:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 07:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 08:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 09:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 10:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 11:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 12:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 13:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 14:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 15:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 16:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 17:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 18:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 19:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 20:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 21:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 22:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 23:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-25 00:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 01:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 02:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 03:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 04:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 05:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 06:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 07:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 08:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 09:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 10:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 11:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 12:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 13:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 14:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 15:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 16:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 17:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 18:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 19:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 20:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 21:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 22:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 23:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-25 00:00:00,-2894.8,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 01:00:00,-2806.55,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 02:00:00,-2763.65,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 03:00:00,-2753.75,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 04:00:00,-2809.55,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 05:00:00,-2960.8,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 06:00:00,-3294.9,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 07:00:00,-3606.15,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 08:00:00,-3721.95,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 09:00:00,-3751.5,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 10:00:00,-3770.15,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 11:00:00,-3778.15,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 12:00:00,-3739.35,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 13:00:00,-3668.5,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 14:00:00,-3612.75,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 15:00:00,-3570.25,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 16:00:00,-3578.05,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 17:00:00,-3717.75,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 18:00:00,-3722.75,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 19:00:00,-3642.05,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 20:00:00,-3445.55,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 21:00:00,-3303.65,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 22:00:00,-3208.5,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-25 23:00:00,-3034.9,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 00:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 01:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 02:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 03:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 04:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 05:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 06:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 07:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 08:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 09:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 10:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 11:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 12:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 13:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 14:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 15:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 16:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 17:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 18:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 19:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 20:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 21:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 22:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 23:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-26 00:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 01:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 02:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 03:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 04:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 05:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 06:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 07:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 08:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 09:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 10:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 11:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 12:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 13:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 14:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 15:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 16:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 17:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 18:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 19:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 20:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 21:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 22:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 23:00:00,0.0,Unit 2,example_01_clearing_example_01a_complex_clearing
2019-01-26 00:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 01:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 02:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 03:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 04:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 05:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 06:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 07:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 08:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 09:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 10:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 11:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 12:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 13:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 14:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 15:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 16:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 17:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 18:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 19:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 20:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 21:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 22:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 23:00:00,0.0,Unit 3,example_01_clearing_example_01a_complex_clearing
2019-01-26 00:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 01:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 02:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 03:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 04:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 05:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 06:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 07:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 08:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 09:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 10:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 11:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 12:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 13:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 14:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 15:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 16:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 17:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 18:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 19:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 20:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 21:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 22:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 23:00:00,0.0,Unit 4,example_01_clearing_example_01a_complex_clearing
2019-01-26 00:00:00,-2898.9,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 01:00:00,-2769.3,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 02:00:00,-2691.6,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 03:00:00,-2647.4,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 04:00:00,-2631.5,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 05:00:00,-2618.6,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 06:00:00,-2655.6,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 07:00:00,-2806.95,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 08:00:00,-2992.7,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 09:00:00,-3145.4,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 10:00:00,-3240.45,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 11:00:00,-3273.6,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 12:00:00,-3245.1,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 13:00:00,-3144.1,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 14:00:00,-3073.8,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 15:00:00,-3041.6,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 16:00:00,-3050.1000000000004,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 17:00:00,-3205.0,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 18:00:00,-3238.7,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 19:00:00,-3131.4,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 20:00:00,-2947.2,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 21:00:00,-2853.8,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 22:00:00,-2811.6,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-26 23:00:00,-2658.4,demand_EOM,example_01_clearing_example_01a_complex_clearing
2019-01-27 00:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 01:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 02:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 03:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 04:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 05:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 06:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 07:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 08:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 09:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 10:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 11:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 12:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 13:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 14:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 15:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 16:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 17:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
2019-01-27 18:00:00,0.0,Unit 1,example_01_clearing_example_01a_complex_clearing
