,source_temperature,sink_temperature
189,15,35
190,15,35
191,15,35
192,15,35
193,15,35
194,15,35
195,15,35
196,15,35
197,15,35
198,15,35
199,15,35
200,15,35
201,15,35
202,15,35
203,15,35
204,15,35
205,15,35
206,15,35
207,15,35
208,15,35
209,15,35
210,15,35
211,15,35
212,15,35
213,15,35
214,15,35
215,15,35
216,15,35
217,15,35
218,15,35
219,15,35
220,15,35
221,15,35
222,15,35
223,15,35
224,15,35
225,15,35
226,15,35
227,15,35
228,15,35
229,15,35
230,15,35
231,15,35
232,15,35
233,15,35
234,15,35
235,15,35
236,15,35
237,15,35
238,15,35
239,15,35
240,15,35
241,15,35
242,15,35
243,15,35
244,15,35
245,15,35
246,15,35
247,15,35
248,15,35
249,15,35
250,15,35
251,15,35
252,15,35
253,15,35
254,15,35
255,15,35
256,15,35
257,15,35
258,15,35
259,15,35
260,15,35
261,15,35
262,15,35
263,15,35
264,15,35
265,15,35
266,15,35
267,15,35
268,15,35
269,15,35
270,15,35
271,15,35
272,15,35
273,15,35
274,15,35
275,15,35
276,15,35
277,15,35
278,15,35
279,15,35
280,15,35
281,15,35
282,15,35
283,15,35
284,15,35
285,15,35
286,15,35
287,15,35
288,15,35
289,15,35
290,15,35
291,15,35
292,15,35
293,15,35
294,15,35
295,15,35
296,15,35
297,15,35
298,15,35
299,15,35
300,15,35
301,15,35
302,15,35
303,15,35
304,15,35
305,15,35
306,15,35
307,15,35
308,15,35
309,15,35
310,15,35
311,15,35
312,15,35
313,15,35
314,15,35
315,15,35
316,15,35
317,15,35
318,15,35
319,15,35
320,15,35
321,15,35
322,15,35
323,15,35
324,15,35
325,15,35
326,15,35
327,15,35
328,15,35
329,15,35
330,15,35
331,15,35
332,15,35
333,15,35
334,15,35
335,15,35
336,15,35
337,15,35
338,15,35
339,15,35
340,15,35
341,15,35
342,15,35
343,15,35
344,15,35
345,15,35
346,15,35
347,15,35
348,15,35
349,15,35
350,15,35
351,15,35
352,15,35
353,15,35
354,15,35
355,15,35
356,15,35
357,15,35
358,15,35
359,15,35
360,15,35
361,15,35
362,15,35
363,15,35
364,15,35
365,15,35
366,15,35
367,15,35
368,15,35
369,15,35
370,15,35
371,15,35
372,15,35
373,15,35
374,15,35
375,15,35
376,15,35
377,15,35
378,15,35
379,15,35
380,15,35
381,15,35
382,15,35
383,15,35
384,15,35
385,15,35
386,15,35
387,15,35
388,15,35
389,15,35
390,15,35
391,15,35
392,15,35
393,15,35
394,15,35
395,15,35
396,15,35
397,15,35
398,15,35
399,15,35
400,15,35
401,15,35
402,15,35
403,15,35
404,15,35
405,15,35
406,15,35
407,15,35
408,15,35
409,15,35
410,15,35
411,15,35
412,15,35
413,15,35
414,15,35
415,15,35
416,15,35
417,15,35
418,15,35
419,15,35
420,15,35
421,15,35
422,15,35
423,15,35
424,15,35
425,15,35
426,15,35
427,15,35
428,15,35
429,15,35
430,15,35
431,15,35
432,15,35
433,15,35
434,15,35
435,15,35
436,15,35
437,15,35
438,15,35
439,15,35
440,15,35
441,15,35
442,15,35
443,15,35
444,15,35
445,15,35
446,15,35
447,15,35
448,15,35
449,15,35
450,15,35
451,15,35
452,15,35
453,15,35
454,15,35
455,15,35
456,15,35
457,15,35
458,15,35
459,15,35
460,15,35
461,15,35
462,15,35
463,15,35
464,15,35
465,15,35
466,15,35
467,15,35
468,15,35
469,15,35
470,15,35
471,15,35
472,15,35
473,15,35
474,15,35
475,15,35
476,15,35
477,15,35
478,15,35
479,15,35
480,15,35
481,15,35
482,15,35
483,15,35
484,15,35
485,15,35
486,15,35
487,15,35
488,15,35
489,15,35
490,15,35
491,15,35
492,15,35
493,15,35
494,15,35
495,15,35
496,15,35
497,15,35
498,15,35
499,15,35
500,15,35
501,15,35
502,15,35
503,15,35
504,15,35
505,15,35
506,15,35
507,15,35
508,15,35
509,15,35
510,15,35
511,15,35
512,15,35
513,15,35
514,15,35
515,15,35
516,15,35
517,15,35
518,15,35
519,15,35
520,15,35
521,15,35
522,15,35
523,15,35
524,15,35
525,15,35
526,15,35
527,15,35
528,15,35
529,15,35
530,15,35
531,15,35
532,15,35
533,15,35
534,15,35
535,15,35
536,15,35
537,15,35
538,15,35
539,15,35
540,15,35
541,15,35
542,15,35
543,15,35
544,15,35
545,15,35
546,15,35
547,15,35
548,15,35
549,15,35
550,15,35
551,15,35
552,15,35
553,15,35
554,15,35
555,15,35
556,15,35
557,15,35
558,15,35
559,15,35
560,15,35
561,15,35
562,15,35
563,15,35
564,15,35
565,15,35
566,15,35
567,15,35
568,15,35
569,15,35
570,15,35
571,15,35
572,15,35
573,15,35
574,15,35
575,15,35
576,15,35
577,15,35
578,15,35
579,15,35
580,15,35
581,15,35
582,15,35
583,15,35
584,15,35
585,15,35
586,15,35
587,15,35
588,15,35
589,15,35
590,15,35
591,15,35
592,15,35
593,15,35
594,15,35
595,15,35
596,15,35
597,15,35
598,15,35
599,15,35
600,15,35
601,15,35
602,15,35
603,15,35
604,15,35
605,15,35
606,15,35
607,15,35
608,15,35
609,15,35
610,15,35
611,15,35
612,15,35
613,15,35
614,15,35
615,15,35
616,15,35
617,15,35
618,15,35
619,15,35
620,15,35
621,15,35
622,15,35
623,15,35
624,15,35
625,15,35
626,15,35
627,15,35
628,15,35
629,15,35
630,15,35
631,15,35
632,15,35
633,15,35
634,15,35
635,15,35
636,15,35
637,15,35
638,15,35
639,15,35
640,15,35
641,15,35
642,15,35
643,15,35
644,15,35
645,15,35
646,15,35
647,15,35
648,15,35
649,15,35
650,15,35
651,15,35
652,15,35
653,15,35
654,15,35
655,15,35
656,15,35
657,15,35
658,15,35
659,15,35
660,15,35
661,15,35
662,15,35
663,15,35
664,15,35
665,15,35
666,15,35
667,15,35
668,15,35
669,15,35
670,15,35
671,15,35
672,15,35
673,15,35
674,15,35
675,15,35
676,15,35
677,15,35
678,15,35
679,15,35
680,15,35
681,15,35
682,15,35
683,15,35
684,15,35
685,15,35
686,15,35
687,15,35
688,15,35
689,15,35
690,15,35
691,15,35
692,15,35
693,15,35
694,15,35
695,15,35
696,15,35
697,15,35
698,15,35
699,15,35
700,15,35
701,15,35
702,15,35
703,15,35
704,15,35
705,15,35
706,15,35
707,15,35
708,15,35
709,15,35
710,15,35
711,15,35
712,15,35
713,15,35
714,15,35
715,15,35
716,15,35
717,15,35
718,15,35
719,15,35
720,15,35
721,15,35
722,15,35
723,15,35
724,15,35
725,15,35
726,15,35
727,15,35
728,15,35
729,15,35
730,15,35
731,15,35
732,15,35
733,15,35
734,15,35
735,15,35
736,15,35
737,15,35
738,15,35
739,15,35
740,15,35
741,15,35
742,15,35
743,15,35
744,15,35
745,15,35
746,15,35
747,15,35
748,15,35
749,15,35
750,15,35
751,15,35
752,15,35
753,15,35
754,15,35
755,15,35
756,15,35
757,15,35
758,15,35
759,15,35
760,15,35
761,15,35
762,15,35
763,15,35
764,15,35
765,15,35
766,15,35
767,15,35
768,15,35
769,15,35
770,15,35
771,15,35
772,15,35
773,15,35
774,15,35
775,15,35
776,15,35
777,15,35
778,15,35
779,15,35
780,15,35
781,15,35
782,15,35
783,15,35
784,15,35
785,15,35
786,15,35
787,15,35
788,15,35
789,15,35
790,15,35
791,15,35
792,15,35
793,15,35
794,15,35
795,15,35
796,15,35
797,15,35
798,15,35
799,15,35
800,15,35
801,15,35
802,15,35
803,15,35
804,15,35
805,15,35
806,15,35
807,15,35
808,15,35
809,15,35
810,15,35
811,15,35
812,15,35
813,15,35
814,15,35
815,15,35
816,15,35
817,15,35
818,15,35
819,15,35
820,15,35
821,15,35
822,15,35
823,15,35
824,15,35
825,15,35
826,15,35
827,15,35
828,15,35
829,15,35
830,15,35
831,15,35
832,15,35
833,15,35
834,15,35
835,15,35
836,15,35
837,15,35
838,15,35
839,15,35
840,15,35
841,15,35
842,15,35
843,15,35
844,15,35
845,15,35
846,15,35
847,15,35
848,15,35
849,15,35
850,15,35
851,15,35
852,15,35
853,15,35
854,15,35
855,15,35
856,15,35
857,15,35
858,15,35
859,15,35
860,15,35
861,15,35
862,15,35
863,15,35
864,15,35
865,15,35
866,15,35
867,15,35
868,15,35
869,15,35
870,15,35
871,15,35
872,15,35
873,15,35
874,15,35
875,15,35
876,15,35
877,15,35
878,15,35
879,15,35
880,15,35
881,15,35
882,15,35
883,15,35
884,15,35
885,15,35
886,15,35
887,15,35
888,15,35
889,15,35
890,15,35
891,15,35
892,15,35
893,15,35
894,15,35
895,15,35
896,15,35
897,15,35
898,15,35
899,15,35
900,15,35
901,15,35
902,15,35
903,15,35
904,15,35
905,15,35
906,15,35
907,15,35
908,15,35
909,15,35
910,15,35
911,15,35
912,15,35
913,15,35
914,15,35
915,15,35
916,15,35
917,15,35
918,15,35
919,15,35
920,15,35
921,15,35
922,15,35
923,15,35
924,15,35
925,15,35
926,15,35
927,15,35
928,15,35
929,15,35
930,15,35
931,15,35
932,15,35
933,15,35
934,15,35
935,15,35
936,15,35
937,15,35
938,15,35
939,15,35
940,15,35
941,15,35
942,15,35
943,15,35
944,15,35
945,15,35
946,15,35
947,15,35
948,15,35
949,15,35
950,15,35
951,15,35
952,15,35
953,15,35
954,15,35
955,15,35
956,15,35
957,15,35
958,15,35
959,15,35
960,15,35
961,15,35
962,15,35
963,15,35
964,15,35
965,15,35
966,15,35
967,15,35
968,15,35
969,15,35
970,15,35
971,15,35
972,15,35
973,15,35
974,15,35
975,15,35
976,15,35
977,15,35
978,15,35
979,15,35
980,15,35
981,15,35
982,15,35
983,15,35
984,15,35
985,15,35
986,15,35
987,15,35
988,15,35
989,15,35
990,15,35
991,15,35
992,15,35
993,15,35
994,15,35
995,15,35
996,15,35
997,15,35
998,15,35
999,15,35
1000,15,35
1001,15,35
1002,15,35
1003,15,35
1004,15,35
1005,15,35
1006,15,35
1007,15,35
1008,15,35
1009,15,35
1010,15,35
1011,15,35
1012,15,35
1013,15,35
1014,15,35
1015,15,35
1016,15,35
1017,15,35
1018,15,35
1019,15,35
1020,15,35
1021,15,35
1022,15,35
1023,15,35
1024,15,35
1025,15,35
1026,15,35
1027,15,35
1028,15,35
1029,15,35
1030,15,35
1031,15,35
1032,15,35
1033,15,35
1034,15,35
1035,15,35
1036,15,35
1037,15,35
1038,15,35
1039,15,35
1040,15,35
1041,15,35
1042,15,35
1043,15,35
1044,15,35
1045,15,35
1046,15,35
1047,15,35
1048,15,35
1049,15,35
1050,15,35
1051,15,35
1052,15,35
1053,15,35
1054,15,35
1055,15,35
1056,15,35
1057,15,35
1058,15,35
1059,15,35
1060,15,35
1061,15,35
1062,15,35
1063,15,35
1064,15,35
1065,15,35
1066,15,35
1067,15,35
1068,15,35
1069,15,35
1070,15,35
1071,15,35
1072,15,35
1073,15,35
1074,15,35
1075,15,35
1076,15,35
1077,15,35
1078,15,35
1079,15,35
1080,15,35
1081,15,35
1082,15,35
1083,15,35
1084,15,35
1085,15,35
1086,15,35
1087,15,35
1088,15,35
1089,15,35
1090,15,35
1091,15,35
1092,15,35
1093,15,35
1094,15,35
1095,15,35
1096,15,35
1097,15,35
1098,15,35
1099,15,35
1100,15,35
1101,15,35
1102,15,35
1103,15,35
1104,15,35
1105,15,35
1106,15,35
1107,15,35
1108,15,35
1109,15,35
1110,15,35
1111,15,35
1112,15,35
1113,15,35
1114,15,35
1115,15,35
1116,15,35
1117,15,35
1118,15,35
1119,15,35
1120,15,35
1121,15,35
1122,15,35
1123,15,35
1124,15,35
1125,15,35
1126,15,35
1127,15,35
1128,15,35
1129,15,35
1130,15,35
1131,15,35
1132,15,35
1133,15,35
1134,15,35
1135,15,35
1136,15,35
1137,15,35
1138,15,35
1139,15,35
1140,15,35
1141,15,35
1142,15,35
1143,15,35
1144,15,35
1145,15,35
1146,15,35
1147,15,35
1148,15,35
1149,15,35
1150,15,35
1151,15,35
1152,15,35
1153,15,35
1154,15,35
1155,15,35
1156,15,35
1157,15,35
1158,15,35
1159,15,35
1160,15,35
1161,15,35
1162,15,35
1163,15,35
1164,15,35
1165,15,35
1166,15,35
1167,15,35
1168,15,35
1169,15,35
1170,15,35
1171,15,35
1172,15,35
1173,15,35
1174,15,35
1175,15,35
1176,15,35
1177,15,35
1178,15,35
1179,15,35
1180,15,35
1181,15,35
1182,15,35
1183,15,35
1184,15,35
1185,15,35
1186,15,35
1187,15,35
1188,15,35
1189,15,35
1190,15,35
1191,15,35
1192,15,35
1193,15,35
1194,15,35
1195,15,35
1196,15,35
1197,15,35
1198,15,35
1199,15,35
1200,15,35
1201,15,35
1202,15,35
1203,15,35
1204,15,35
1205,15,35
1206,15,35
1207,15,35
1208,15,35
1209,15,35
1210,15,35
1211,15,35
1212,15,35
1213,15,35
1214,15,35
1215,15,35
1216,15,35
1217,15,35
1218,15,35
1219,15,35
1220,15,35
1221,15,35
1222,15,35
1223,15,35
1224,15,35
1225,15,35
1226,15,35
1227,15,35
1228,15,35
1229,15,35
1230,15,35
1231,15,35
1232,15,35
1233,15,35
1234,15,35
1235,15,35
1236,15,35
1237,15,35
1238,15,35
1239,15,35
1240,15,35
1241,15,35
1242,15,35
1243,15,35
1244,15,35
1245,15,35
1246,15,35
1247,15,35
1248,15,35
1249,15,35
1250,15,35
1251,15,35
1252,15,35
1253,15,35
1254,15,35
1255,15,35
1256,15,35
1257,15,35
1258,15,35
1259,15,35
1260,15,35
1261,15,35
1262,15,35
1263,15,35
1264,15,35
1265,15,35
1266,15,35
1267,15,35
1268,15,35
1269,15,35
1270,15,35
1271,15,35
1272,15,35
1273,15,35
1274,15,35
1275,15,35
1276,15,35
1277,15,35
1278,15,35
1279,15,35
1280,15,35
1281,15,35
1282,15,35
1283,15,35
1284,15,35
1285,15,35
1286,15,35
1287,15,35
1288,15,35
1289,15,35
1290,15,35
1291,15,35
1292,15,35
1293,15,35
1294,15,35
1295,15,35
1296,15,35
1297,15,35
1298,15,35
1299,15,35
1300,15,35
1301,15,35
1302,15,35
1303,15,35
1304,15,35
1305,15,35
1306,15,35
1307,15,35
1308,15,35
1309,15,35
1310,15,35
1311,15,35
1312,15,35
1313,15,35
1314,15,35
1315,15,35
1316,15,35
1317,15,35
1318,15,35
1319,15,35
1320,15,35
1321,15,35
1322,15,35
1323,15,35
1324,15,35
1325,15,35
1326,15,35
1327,15,35
1328,15,35
1329,15,35
1330,15,35
1331,15,35
1332,15,35
1333,15,35
1334,15,35
1335,15,35
1336,15,35
1337,15,35
1338,15,35
1339,15,35
1340,15,35
1341,15,35
1342,15,35
1343,15,35
1344,15,35
1345,15,35
1346,15,35
1347,15,35
1348,15,35
1349,15,35
1350,15,35
1351,15,35
1352,15,35
1353,15,35
1354,15,35
1355,15,35
1356,15,35
1357,15,35
1358,15,35
1359,15,35
1360,15,35
1361,15,35
1362,15,35
1363,15,35
1364,15,35
1365,15,35
1366,15,35
1367,15,35
1368,15,35
1369,15,35
1370,15,35
1371,15,35
1372,15,35
1373,15,35
1374,15,35
1375,15,35
1376,15,35
1377,15,35
1378,15,35
1379,15,35
1380,15,35
1381,15,35
1382,15,35
1383,15,35
1384,15,35
1385,15,35
1386,15,35
1387,15,35
1388,15,35
1389,15,35
1390,15,35
1391,15,35
1392,15,35
1393,15,35
1394,15,35
1395,15,35
1396,15,35
1397,15,35
1398,15,35
1399,15,35
1400,15,35
1401,15,35
1402,15,35
1403,15,35
1404,15,35
1405,15,35
1406,15,35
1407,15,35
1408,15,35
1409,15,35
1410,15,35
1411,15,35
1412,15,35
1413,15,35
1414,15,35
1415,15,35
1416,15,35
1417,15,35
1418,15,35
1419,15,35
1420,15,35
1421,15,35
1422,15,35
1423,15,35
1424,15,35
1425,15,35
1426,15,35
1427,15,35
1428,15,35
1429,15,35
1430,15,35
1431,15,35
1432,15,35
1433,15,35
1434,15,35
1435,15,35
1436,15,35
1437,15,35
1438,15,35
1439,15,35
1440,15,35
1441,15,35
1442,15,35
1443,15,35
1444,15,35
1445,15,35
1446,15,35
1447,15,35
1448,15,35
1449,15,35
1450,15,35
1451,15,35
1452,15,35
1453,15,35
1454,15,35
1455,15,35
1456,15,35
1457,15,35
1458,15,35
1459,15,35
1460,15,35
1461,15,35
1462,15,35
1463,15,35
1464,15,35
1465,15,35
1466,15,35
1467,15,35
1468,15,35
1469,15,35
1470,15,35
1471,15,35
1472,15,35
1473,15,35
1474,15,35
1475,15,35
1476,15,35
1477,15,35
1478,15,35
1479,15,35
1480,15,35
1481,15,35
1482,15,35
1483,15,35
1484,15,35
1485,15,35
1486,15,35
1487,15,35
1488,15,35
1489,15,35
1490,15,35
1491,15,35
1492,15,35
1493,15,35
1494,15,35
1495,15,35
1496,15,35
1497,15,35
1498,15,35
1499,15,35
1500,15,35
1501,15,35
1502,15,35
1503,15,35
1504,15,35
1505,15,35
1506,15,35
1507,15,35
1508,15,35
1509,15,35
1510,15,35
1511,15,35
1512,15,35
1513,15,35
1514,15,35
1515,15,35
1516,15,35
1517,15,35
1518,15,35
1519,15,35
1520,15,35
1521,15,35
1522,15,35
1523,15,35
1524,15,35
1525,15,35
1526,15,35
1527,15,35
1528,15,35
1529,15,35
1530,15,35
1531,15,35
1532,15,35
1533,15,35
1534,15,35
1535,15,35
1536,15,35
1537,15,35
1538,15,35
1539,15,35
1540,15,35
1541,15,35
1542,15,35
1543,15,35
1544,15,35
1545,15,35
1546,15,35
1547,15,35
1548,15,35
1549,15,35
1550,15,35
1551,15,35
1552,15,35
1553,15,35
1554,15,35
1555,15,35
1556,15,35
1557,15,35
1558,15,35
1559,15,35
1560,15,35
1561,15,35
1562,15,35
1563,15,35
1564,15,35
1565,15,35
1566,15,35
1567,15,35
1568,15,35
1569,15,35
1570,15,35
1571,15,35
1572,15,35
1573,15,35
1574,15,35
1575,15,35
1576,15,35
1577,15,35
1578,15,35
1579,15,35
1580,15,35
1581,15,35
1582,15,35
1583,15,35
1584,15,35
1585,15,35
1586,15,35
1587,15,35
1588,15,35
1589,15,35
1590,15,35
1591,15,35
1592,15,35
1593,15,35
1594,15,35
1595,15,35
1596,15,35
1597,15,35
1598,15,35
1599,15,35
1600,15,35
1601,15,35
1602,15,35
1603,15,35
1604,15,35
1605,15,35
1606,15,35
1607,15,35
1608,15,35
1609,15,35
1610,15,35
1611,15,35
1612,15,35
1613,15,35
1614,15,35
1615,15,35
1616,15,35
1617,15,35
1618,15,35
1619,15,35
1620,15,35
1621,15,35
1622,15,35
1623,15,35
1624,15,35
1625,15,35
1626,15,35
1627,15,35
1628,15,35
1629,15,35
1630,15,35
1631,15,35
1632,15,35
1633,15,35
1634,15,35
1635,15,35
1636,15,35
1637,15,35
1638,15,35
1639,15,35
1640,15,35
1641,15,35
1642,15,35
1643,15,35
1644,15,35
1645,15,35
1646,15,35
1647,15,35
1648,15,35
1649,15,35
1650,15,35
1651,15,35
1652,15,35
1653,15,35
1654,15,35
1655,15,35
1656,15,35
1657,15,35
1658,15,35
1659,15,35
1660,15,35
1661,15,35
1662,15,35
1663,15,35
1664,15,35
1665,15,35
1666,15,35
1667,15,35
1668,15,35
1669,15,35
1670,15,35
1671,15,35
1672,15,35
1673,15,35
1674,15,35
1675,15,35
1676,15,35
1677,15,35
1678,15,35
1679,15,35
1680,15,35
1681,15,35
1682,15,35
1683,15,35
1684,15,35
1685,15,35
1686,15,35
1687,15,35
1688,15,35
1689,15,35
1690,15,35
1691,15,35
1692,15,35
1693,15,35
1694,15,35
1695,15,35
1696,15,35
1697,15,35
1698,15,35
1699,15,35
1700,15,35
1701,15,35
1702,15,35
1703,15,35
1704,15,35
1705,15,35
1706,15,35
1707,15,35
1708,15,35
1709,15,35
1710,15,35
1711,15,35
1712,15,35
1713,15,35
1714,15,35
1715,15,35
1716,15,35
1717,15,35
1718,15,35
1719,15,35
1720,15,35
1721,15,35
1722,15,35
1723,15,35
1724,15,35
1725,15,35
1726,15,35
1727,15,35
1728,15,35
1729,15,35
1730,15,35
1731,15,35
1732,15,35
1733,15,35
1734,15,35
1735,15,35
1736,15,35
1737,15,35
1738,15,35
1739,15,35
1740,15,35
1741,15,35
1742,15,35
1743,15,35
1744,15,35
1745,15,35
1746,15,35
1747,15,35
1748,15,35
1749,15,35
1750,15,35
1751,15,35
1752,15,35
1753,15,35
1754,15,35
1755,15,35
1756,15,35
1757,15,35
1758,15,35
1759,15,35
1760,15,35
1761,15,35
1762,15,35
1763,15,35
1764,15,35
1765,15,35
1766,15,35
1767,15,35
1768,15,35
1769,15,35
1770,15,35
1771,15,35
1772,15,35
1773,15,35
1774,15,35
1775,15,35
1776,15,35
1777,15,35
1778,15,35
1779,15,35
1780,15,35
1781,15,35
1782,15,35
1783,15,35
1784,15,35
1785,15,35
1786,15,35
1787,15,35
1788,15,35
1789,15,35
1790,15,35
1791,15,35
1792,15,35
1793,15,35
1794,15,35
1795,15,35
1796,15,35
1797,15,35
1798,15,35
1799,15,35
1800,15,35
1801,15,35
1802,15,35
1803,15,35
1804,15,35
1805,15,35
1806,15,35
1807,15,35
1808,15,35
1809,15,35
1810,15,35
1811,15,35
1812,15,35
1813,15,35
1814,15,35
1815,15,35
1816,15,35
1817,15,35
1818,15,35
1819,15,35
1820,15,35
1821,15,35
1822,15,35
1823,15,35
1824,15,35
1825,15,35
1826,15,35
1827,15,35
1828,15,35
1829,15,35
1830,15,35
1831,15,35
1832,15,35
1833,15,35
1834,15,35
1835,15,35
1836,15,35
1837,15,35
1838,15,35
1839,15,35
1840,15,35
1841,15,35
1842,15,35
1843,15,35
1844,15,35
1845,15,35
1846,15,35
1847,15,35
1848,15,35
1849,15,35
1850,15,35
1851,15,35
1852,15,35
1853,15,35
1854,15,35
1855,15,35
1856,15,35
1857,15,35
1858,15,35
1859,15,35
1860,15,35
1861,15,35
1862,15,35
1863,15,35
1864,15,35
1865,15,35
1866,15,35
1867,15,35
1868,15,35
1869,15,35
1870,15,35
1871,15,35
1872,15,35
1873,15,35
1874,15,35
1875,15,35
1876,15,35
1877,15,35
1878,15,35
1879,15,35
1880,15,35
1881,15,35
1882,15,35
1883,15,35
1884,15,35
1885,15,35
1886,15,35
1887,15,35
1888,15,35
1889,15,35
1890,15,35
1891,15,35
1892,15,35
1893,15,35
1894,15,35
1895,15,35
1896,15,35
1897,15,35
1898,15,35
1899,15,35
1900,15,35
1901,15,35
1902,15,35
1903,15,35
1904,15,35
1905,15,35
1906,15,35
1907,15,35
1908,15,35
1909,15,35
1910,15,35
1911,15,35
1912,15,35
1913,15,35
1914,15,35
1915,15,35
1916,15,35
1917,15,35
1918,15,35
1919,15,35
1920,15,35
1921,15,35
1922,15,35
1923,15,35
1924,15,35
1925,15,35
1926,15,35
1927,15,35
1928,15,35
1929,15,35
1930,15,35
1931,15,35
1932,15,35
1933,15,35
1934,15,35
1935,15,35
1936,15,35
1937,15,35
1938,15,35
1939,15,35
1940,15,35
1941,15,35
1942,15,35
1943,15,35
1944,15,35
1945,15,35
1946,15,35
1947,15,35
1948,15,35
1949,15,35
1950,15,35
1951,15,35
1952,15,35
1953,15,35
1954,15,35
1955,15,35
1956,15,35
1957,15,35
1958,15,35
1959,15,35
1960,15,35
1961,15,35
1962,15,35
1963,15,35
1964,15,35
1965,15,35
1966,15,35
1967,15,35
1968,15,35
1969,15,35
1970,15,35
1971,15,35
1972,15,35
1973,15,35
1974,15,35
1975,15,35
1976,15,35
1977,15,35
1978,15,35
1979,15,35
1980,15,35
1981,15,35
1982,15,35
1983,15,35
1984,15,35
1985,15,35
1986,15,35
1987,15,35
1988,15,35
1989,15,35
1990,15,35
1991,15,35
1992,15,35
1993,15,35
1994,15,35
1995,15,35
1996,15,35
1997,15,35
1998,15,35
1999,15,35
2000,15,35
2001,15,35
2002,15,35
2003,15,35
2004,15,35
2005,15,35
2006,15,35
2007,15,35
2008,15,35
2009,15,35
2010,15,35
2011,15,35
2012,15,35
2013,15,35
2014,15,35
2015,15,35
2016,15,35
2017,15,35
2018,15,35
2019,15,35
2020,15,35
2021,15,35
2022,15,35
2023,15,35
2024,15,35
2025,15,35
2026,15,35
2027,15,35
2028,15,35
2029,15,35
2030,15,35
2031,15,35
2032,15,35
2033,15,35
2034,15,35
2035,15,35
2036,15,35
2037,15,35
2038,15,35
2039,15,35
2040,15,35
2041,15,35
2042,15,35
2043,15,35
2044,15,35
2045,15,35
2046,15,35
2047,15,35
2048,15,35
2049,15,35
2050,15,35
2051,15,35
2052,15,35
2053,15,35
2054,15,35
2055,15,35
2056,15,35
2057,15,35
2058,15,35
2059,15,35
2060,15,35
2061,15,35
2062,15,35
2063,15,35
2064,15,35
2065,15,35
2066,15,35
2067,15,35
2068,15,35
2069,15,35
2070,15,35
2071,15,35
2072,15,35
2073,15,35
2074,15,35
2075,15,35
2076,15,35
2077,15,35
2078,15,35
2079,15,35
2080,15,35
2081,15,35
2082,15,35
2083,15,35
2084,15,35
2085,15,35
2086,15,35
2087,15,35
2088,15,35
2089,15,35
2090,15,35
2091,15,35
2092,15,35
2093,15,35
2094,15,35
2095,15,35
2096,15,35
2097,15,35
2098,15,35
2099,15,35
2100,15,35
2101,15,35
2102,15,35
2103,15,35
2104,15,35
2105,15,35
2106,15,35
2107,15,35
2108,15,35
2109,15,35
2110,15,35
2111,15,35
2112,15,35
2113,15,35
2114,15,35
2115,15,35
2116,15,35
2117,15,35
2118,15,35
2119,15,35
2120,15,35
2121,15,35
2122,15,35
2123,15,35
2124,15,35
2125,15,35
2126,15,35
2127,15,35
2128,15,35
2129,15,35
2130,15,35
2131,15,35
2132,15,35
2133,15,35
2134,15,35
2135,15,35
2136,15,35
2137,15,35
