,power,unit,simulation
2019-01-02 09:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 09:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 10:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 09:00:00,0.0,IRSCHING 5,example_03
2019-01-02 10:00:00,0.0,IRSCHING 5,example_03
2019-01-02 09:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 10:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 10:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 11:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 10:00:00,0.0,IRSCHING 5,example_03
2019-01-02 11:00:00,0.0,IRSCHING 5,example_03
2019-01-02 10:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 11:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 11:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 12:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 11:00:00,0.0,IRSCHING 5,example_03
2019-01-02 12:00:00,0.0,IRSCHING 5,example_03
2019-01-02 11:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 12:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 12:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 13:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 12:00:00,0.0,IRSCHING 5,example_03
2019-01-02 13:00:00,0.0,IRSCHING 5,example_03
2019-01-02 12:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 13:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 13:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 14:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 13:00:00,0.0,IRSCHING 5,example_03
2019-01-02 14:00:00,0.0,IRSCHING 5,example_03
2019-01-02 13:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 14:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 14:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 15:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 14:00:00,0.0,IRSCHING 5,example_03
2019-01-02 15:00:00,0.0,IRSCHING 5,example_03
2019-01-02 14:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 15:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 15:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 16:00:00,1456.8671328671328,KKW ISAR 2,example_03
2019-01-02 15:00:00,0.0,IRSCHING 5,example_03
2019-01-02 16:00:00,0.0,IRSCHING 5,example_03
2019-01-02 15:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 16:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 16:00:00,1456.8671328671328,KKW ISAR 2,example_03
2019-01-02 17:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 16:00:00,0.0,IRSCHING 5,example_03
2019-01-02 17:00:00,0.0,IRSCHING 5,example_03
2019-01-02 16:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 17:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 17:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 18:00:00,1477.2727272727273,KKW ISAR 2,example_03
2019-01-02 17:00:00,0.0,IRSCHING 5,example_03
2019-01-02 18:00:00,0.0,IRSCHING 5,example_03
2019-01-02 17:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 18:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 18:00:00,1477.2727272727273,KKW ISAR 2,example_03
2019-01-02 19:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 18:00:00,0.0,IRSCHING 5,example_03
2019-01-02 19:00:00,0.0,IRSCHING 5,example_03
2019-01-02 18:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 19:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 19:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 20:00:00,1458.6923076923076,KKW ISAR 2,example_03
2019-01-02 19:00:00,0.0,IRSCHING 5,example_03
2019-01-02 20:00:00,0.0,IRSCHING 5,example_03
2019-01-02 19:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 20:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 20:00:00,1458.6923076923076,KKW ISAR 2,example_03
2019-01-02 21:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 20:00:00,0.0,IRSCHING 5,example_03
2019-01-02 21:00:00,0.0,IRSCHING 5,example_03
2019-01-02 20:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 21:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 21:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 22:00:00,1464.2887323943662,KKW ISAR 2,example_03
2019-01-02 21:00:00,0.0,IRSCHING 5,example_03
2019-01-02 22:00:00,0.0,IRSCHING 5,example_03
2019-01-02 21:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 22:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 22:00:00,1464.2887323943662,KKW ISAR 2,example_03
2019-01-02 23:00:00,1485.0,KKW ISAR 2,example_03
2019-01-02 22:00:00,0.0,IRSCHING 5,example_03
2019-01-02 23:00:00,0.0,IRSCHING 5,example_03
2019-01-02 22:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 23:00:00,0.0,AS-HEATPUMP,example_03
2019-01-02 23:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 00:00:00,1449.781690140845,KKW ISAR 2,example_03
2019-01-02 23:00:00,0.0,IRSCHING 5,example_03
2019-01-03 00:00:00,0.0,IRSCHING 5,example_03
2019-01-02 23:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 00:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 00:00:00,1449.781690140845,KKW ISAR 2,example_03
2019-01-03 01:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 00:00:00,0.0,IRSCHING 5,example_03
2019-01-03 01:00:00,0.0,IRSCHING 5,example_03
2019-01-03 00:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 01:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 01:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 02:00:00,1477.556338028169,KKW ISAR 2,example_03
2019-01-03 01:00:00,0.0,IRSCHING 5,example_03
2019-01-03 02:00:00,0.0,IRSCHING 5,example_03
2019-01-03 01:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 02:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 02:00:00,1477.556338028169,KKW ISAR 2,example_03
2019-01-03 03:00:00,1471.6853146853148,KKW ISAR 2,example_03
2019-01-03 02:00:00,0.0,IRSCHING 5,example_03
2019-01-03 03:00:00,0.0,IRSCHING 5,example_03
2019-01-03 02:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 03:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 03:00:00,1471.6853146853148,KKW ISAR 2,example_03
2019-01-03 04:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 03:00:00,0.0,IRSCHING 5,example_03
2019-01-03 04:00:00,0.0,IRSCHING 5,example_03
2019-01-03 03:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 04:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 04:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 05:00:00,1478.0281690140846,KKW ISAR 2,example_03
2019-01-03 04:00:00,0.0,IRSCHING 5,example_03
2019-01-03 05:00:00,0.0,IRSCHING 5,example_03
2019-01-03 04:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 05:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 05:00:00,1478.0281690140846,KKW ISAR 2,example_03
2019-01-03 06:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 05:00:00,0.0,IRSCHING 5,example_03
2019-01-03 06:00:00,0.0,IRSCHING 5,example_03
2019-01-03 05:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 06:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 06:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 07:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 06:00:00,0.0,IRSCHING 5,example_03
2019-01-03 07:00:00,0.0,IRSCHING 5,example_03
2019-01-03 06:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 07:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 07:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 08:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 07:00:00,0.0,IRSCHING 5,example_03
2019-01-03 08:00:00,0.0,IRSCHING 5,example_03
2019-01-03 07:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 08:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 08:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 09:00:00,1481.3098591549297,KKW ISAR 2,example_03
2019-01-03 08:00:00,0.0,IRSCHING 5,example_03
2019-01-03 09:00:00,0.0,IRSCHING 5,example_03
2019-01-03 08:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 09:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 09:00:00,1481.3098591549297,KKW ISAR 2,example_03
2019-01-03 10:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 09:00:00,0.0,IRSCHING 5,example_03
2019-01-03 10:00:00,0.0,IRSCHING 5,example_03
2019-01-03 09:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 10:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 10:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 11:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 10:00:00,0.0,IRSCHING 5,example_03
2019-01-03 11:00:00,0.0,IRSCHING 5,example_03
2019-01-03 10:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 11:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 11:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 12:00:00,1447.2676056338028,KKW ISAR 2,example_03
2019-01-03 11:00:00,0.0,IRSCHING 5,example_03
2019-01-03 12:00:00,0.0,IRSCHING 5,example_03
2019-01-03 11:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 12:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 12:00:00,1447.2676056338028,KKW ISAR 2,example_03
2019-01-03 13:00:00,1455.902097902098,KKW ISAR 2,example_03
2019-01-03 12:00:00,0.0,IRSCHING 5,example_03
2019-01-03 13:00:00,0.0,IRSCHING 5,example_03
2019-01-03 12:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 13:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 13:00:00,1455.902097902098,KKW ISAR 2,example_03
2019-01-03 14:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 13:00:00,0.0,IRSCHING 5,example_03
2019-01-03 14:00:00,0.0,IRSCHING 5,example_03
2019-01-03 13:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 14:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 14:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 15:00:00,1434.06993006993,KKW ISAR 2,example_03
2019-01-03 14:00:00,0.0,IRSCHING 5,example_03
2019-01-03 15:00:00,0.0,IRSCHING 5,example_03
2019-01-03 14:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 15:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 15:00:00,1434.06993006993,KKW ISAR 2,example_03
2019-01-03 16:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 15:00:00,0.0,IRSCHING 5,example_03
2019-01-03 16:00:00,0.0,IRSCHING 5,example_03
2019-01-03 15:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 16:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 16:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 17:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 16:00:00,0.0,IRSCHING 5,example_03
2019-01-03 17:00:00,0.0,IRSCHING 5,example_03
2019-01-03 16:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 17:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 17:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 18:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 17:00:00,0.0,IRSCHING 5,example_03
2019-01-03 18:00:00,0.0,IRSCHING 5,example_03
2019-01-03 17:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 18:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 18:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 19:00:00,1440.2867132867134,KKW ISAR 2,example_03
2019-01-03 18:00:00,0.0,IRSCHING 5,example_03
2019-01-03 19:00:00,0.0,IRSCHING 5,example_03
2019-01-03 18:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 19:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 19:00:00,1440.2867132867134,KKW ISAR 2,example_03
2019-01-03 20:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 19:00:00,0.0,IRSCHING 5,example_03
2019-01-03 20:00:00,0.0,IRSCHING 5,example_03
2019-01-03 19:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 20:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 20:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 21:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 20:00:00,0.0,IRSCHING 5,example_03
2019-01-03 21:00:00,0.0,IRSCHING 5,example_03
2019-01-03 20:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 21:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 21:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 22:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 21:00:00,0.0,IRSCHING 5,example_03
2019-01-03 22:00:00,0.0,IRSCHING 5,example_03
2019-01-03 21:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 22:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 22:00:00,1485.0,KKW ISAR 2,example_03
2019-01-03 23:00:00,1484.1690140845071,KKW ISAR 2,example_03
2019-01-03 22:00:00,0.0,IRSCHING 5,example_03
2019-01-03 23:00:00,0.0,IRSCHING 5,example_03
2019-01-03 22:00:00,0.0,AS-HEATPUMP,example_03
2019-01-03 23:00:00,0.0,AS-HEATPUMP,example_03
