datetime,aggregator_electric_vehicle_EV_0_availability_profile,aggregator_electric_vehicle_EV_0_trip_energy_consumption,aggregator_electric_vehicle_EV_1_availability_profile,aggregator_electric_vehicle_EV_1_trip_energy_consumption,aggregator_electric_vehicle_EV_2_availability_profile,aggregator_electric_vehicle_EV_2_trip_energy_consumption,aggregator_electric_vehicle_EV_3_availability_profile,aggregator_electric_vehicle_EV_3_trip_energy_consumption,aggregator_electric_vehicle_EV_4_availability_profile,aggregator_electric_vehicle_EV_4_trip_energy_consumption,aggregator_electric_vehicle_EV_5_availability_profile,aggregator_electric_vehicle_EV_5_trip_energy_consumption
2019-03-02 10:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-02 11:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-02 12:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-02 13:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-02 14:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-02 15:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-02 16:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-02 17:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-02 18:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-02 19:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-02 20:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-02 21:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-02 22:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-02 23:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 00:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 01:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 02:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 03:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 04:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 05:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 06:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 07:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 08:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 09:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 10:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 11:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 12:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 13:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 14:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 15:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 16:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 17:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 18:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 19:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 20:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 21:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 22:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-03 23:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-04 00:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-04 01:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-04 02:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-04 03:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-04 04:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-04 05:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-04 06:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-04 07:00:00,0.0,0.00125,1.0,0.0,1.0,0.0,0.0,0.0013636363636363635,0.0,0.0016666666666666666,1.0,0.0
2019-03-04 08:00:00,0.0,0.00125,0.0,0.0016666666666666666,0.0,0.0013636363636363635,0.0,0.0013636363636363635,0.0,0.0016666666666666666,0.0,0.0013636363636363635
2019-03-04 09:00:00,0.0,0.00125,0.0,0.0016666666666666666,0.0,0.0013636363636363635,0.0,0.0013636363636363635,0.0,0.0016666666666666666,0.0,0.0013636363636363635
2019-03-04 10:00:00,0.0,0.00125,0.0,0.0016666666666666666,0.0,0.0013636363636363635,0.0,0.0013636363636363635,0.0,0.0016666666666666666,0.0,0.0013636363636363635
2019-03-04 11:00:00,0.0,0.00125,0.0,0.0016666666666666666,0.0,0.0013636363636363635,0.0,0.0013636363636363635,0.0,0.0016666666666666666,0.0,0.0013636363636363635
2019-03-04 12:00:00,0.0,0.00125,0.0,0.0016666666666666666,0.0,0.0013636363636363635,0.0,0.0013636363636363635,0.0,0.0016666666666666666,0.0,0.0013636363636363635
2019-03-04 13:00:00,0.0,0.00125,0.0,0.0016666666666666666,0.0,0.0013636363636363635,0.0,0.0013636363636363635,0.0,0.0016666666666666666,0.0,0.0013636363636363635
2019-03-04 14:00:00,0.0,0.00125,0.0,0.0016666666666666666,0.0,0.0013636363636363635,0.0,0.0013636363636363635,0.0,0.0016666666666666666,0.0,0.0013636363636363635
2019-03-04 15:00:00,0.0,0.00125,0.0,0.0016666666666666666,0.0,0.0013636363636363635,0.0,0.0013636363636363635,0.0,0.0016666666666666666,0.0,0.0013636363636363635
2019-03-04 16:00:00,0.0,0.00125,0.0,0.0016666666666666666,0.0,0.0013636363636363635,0.0,0.0013636363636363635,1.0,0.0,0.0,0.0013636363636363635
2019-03-04 17:00:00,0.0,0.00125,1.0,0.0,0.0,0.0013636363636363635,0.0,0.0013636363636363635,1.0,0.0,0.0,0.0013636363636363635
2019-03-04 18:00:00,0.0,0.00125,1.0,0.0,0.0,0.0013636363636363635,1.0,0.0,1.0,0.0,0.0,0.0013636363636363635
2019-03-04 19:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-04 20:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-04 21:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-04 22:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-04 23:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
2019-03-05 00:00:00,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
