datetime,demand_south
2019-01-24 01:00:00,45720.0
2019-01-24 02:00:00,44390.0
2019-01-24 03:00:00,43960.0
2019-01-24 04:00:00,43840.0
2019-01-24 05:00:00,44890.0
2019-01-24 06:00:00,47060.0
2019-01-24 07:00:00,49780.0
2019-01-24 08:00:00,52280.0
2019-01-24 09:00:00,53530.0
2019-01-24 10:00:00,53820.0
2019-01-24 11:00:00,53550.0
2019-01-24 12:00:00,53340.0
2019-01-24 13:00:00,52530.0
2019-01-24 14:00:00,51500.0
2019-01-24 15:00:00,50970.0
2019-01-24 16:00:00,52100.0
2019-01-24 17:00:00,53490.0
2019-01-24 18:00:00,54080.0
2019-01-24 19:00:00,53780.0
2019-01-24 20:00:00,52380.0
2019-01-24 21:00:00,50150.0
2019-01-24 22:00:00,48600.0
2019-01-24 23:00:00,46630.0
2019-01-25 00:00:00,46200.0
2019-01-25 01:00:00,45050.0
2019-01-25 02:00:00,43900.0
2019-01-25 03:00:00,43690.0
2019-01-25 04:00:00,42970.0
2019-01-25 05:00:00,44400.0
2019-01-25 06:00:00,46860.0
2019-01-25 07:00:00,49230.0
2019-01-25 08:00:00,52000.0
2019-01-25 09:00:00,53530.0
2019-01-25 10:00:00,52890.0
2019-01-25 11:00:00,53000.0
2019-01-25 12:00:00,52590.0
2019-01-25 13:00:00,52280.0
2019-01-25 14:00:00,50660.0
2019-01-25 15:00:00,50740.0
2019-01-25 16:00:00,51970.0
2019-01-25 17:00:00,52370.0
2019-01-25 18:00:00,53590.0
2019-01-25 19:00:00,53130.0
2019-01-25 20:00:00,51620.0
2019-01-25 21:00:00,50160.0
2019-01-25 22:00:00,48130.0
2019-01-25 23:00:00,46080.0
2019-01-26 00:00:00,45270.0
2019-01-26 01:00:00,43880.0
2019-01-26 02:00:00,43640.0
2019-01-26 03:00:00,42780.0
2019-01-26 04:00:00,42770.0
2019-01-26 05:00:00,44180.0
2019-01-26 06:00:00,46440.0
2019-01-26 07:00:00,48930.0
2019-01-26 08:00:00,50480.0
2019-01-26 09:00:00,52260.0
2019-01-26 10:00:00,52130.0
2019-01-26 11:00:00,52530.0
2019-01-26 12:00:00,51280.0
2019-01-26 13:00:00,51130.0
2019-01-26 14:00:00,50020.0
2019-01-26 15:00:00,49510.0
2019-01-26 16:00:00,50840.0
2019-01-26 17:00:00,52170.0
2019-01-26 18:00:00,52990.0
2019-01-26 19:00:00,52910.0
2019-01-26 20:00:00,50860.0
2019-01-26 21:00:00,49170.0
2019-01-26 22:00:00,47410.0
2019-01-26 23:00:00,45700.0
2019-01-27 00:00:00,44330.0
2019-01-27 01:00:00,43000.0
2019-01-27 02:00:00,42310.0
2019-01-27 03:00:00,42400.0
2019-01-27 04:00:00,42000.0
2019-01-27 05:00:00,42510.0
2019-01-27 06:00:00,45720.0
2019-01-27 07:00:00,48510.0
2019-01-27 08:00:00,49820.0
2019-01-27 09:00:00,50430.0
2019-01-27 10:00:00,51280.0
2019-01-27 11:00:00,51290.0
2019-01-27 12:00:00,50610.0
2019-01-27 13:00:00,49610.0
2019-01-27 14:00:00,49400.0
2019-01-27 15:00:00,49020.0
2019-01-27 16:00:00,49140.0
2019-01-27 17:00:00,51240.0
2019-01-27 18:00:00,52740.0
2019-01-27 19:00:00,51430.0
2019-01-27 20:00:00,49850.0
2019-01-27 21:00:00,48110.0
2019-01-27 22:00:00,46530.0
2019-01-27 23:00:00,44460.0
2019-01-28 00:00:00,46340.0
2019-01-28 01:00:00,45060.0
2019-01-28 02:00:00,44910.0
2019-01-28 03:00:00,43990.0
2019-01-28 04:00:00,44480.0
2019-01-28 05:00:00,44870.0
2019-01-28 06:00:00,47590.0
2019-01-28 07:00:00,50140.0
2019-01-28 08:00:00,52030.0
2019-01-28 09:00:00,53480.0
2019-01-28 10:00:00,54190.0
2019-01-28 11:00:00,53700.0
2019-01-28 12:00:00,52510.0
2019-01-28 13:00:00,52290.0
2019-01-28 14:00:00,51270.0
2019-01-28 15:00:00,51070.0
2019-01-28 16:00:00,51900.0
2019-01-28 17:00:00,52880.0
2019-01-28 18:00:00,54020.0
2019-01-28 19:00:00,53960.0
2019-01-28 20:00:00,52140.0
2019-01-28 21:00:00,49670.0
2019-01-28 22:00:00,48770.0
2019-01-28 23:00:00,47120.0
2019-01-29 00:00:00,46090.0
2019-01-29 01:00:00,44810.0
2019-01-29 02:00:00,44640.0
2019-01-29 03:00:00,44130.0
2019-01-29 04:00:00,44670.0
2019-01-29 05:00:00,45280.0
2019-01-29 06:00:00,47530.0
2019-01-29 07:00:00,50000.0
2019-01-29 08:00:00,52560.0
2019-01-29 09:00:00,53630.0
2019-01-29 10:00:00,54210.0
2019-01-29 11:00:00,53630.0
2019-01-29 12:00:00,52910.0
2019-01-29 13:00:00,52150.0
2019-01-29 14:00:00,51790.0
2019-01-29 15:00:00,51630.0
2019-01-29 16:00:00,51780.0
2019-01-29 17:00:00,53290.0
2019-01-29 18:00:00,54660.0
2019-01-29 19:00:00,53720.0
2019-01-29 20:00:00,52600.0
2019-01-29 21:00:00,49740.0
2019-01-29 22:00:00,48300.0
2019-01-29 23:00:00,46820.0
2019-01-30 00:00:00,45650.0
2019-01-30 01:00:00,44900.0
2019-01-30 02:00:00,44170.0
2019-01-30 03:00:00,43990.0
2019-01-30 04:00:00,44330.0
2019-01-30 05:00:00,45100.0
2019-01-30 06:00:00,47130.0
2019-01-30 07:00:00,50030.0
2019-01-30 08:00:00,52630.0
2019-01-30 09:00:00,53110.0
2019-01-30 10:00:00,53510.0
2019-01-30 11:00:00,53980.0
2019-01-30 12:00:00,52980.0
2019-01-30 13:00:00,52500.0
2019-01-30 14:00:00,51540.0
2019-01-30 15:00:00,51390.0
2019-01-30 16:00:00,51600.0
2019-01-30 17:00:00,53420.0
2019-01-30 18:00:00,54480.0
2019-01-30 19:00:00,53410.0
2019-01-30 20:00:00,51810.0
2019-01-30 21:00:00,50630.0
2019-01-30 22:00:00,48440.0
2019-01-30 23:00:00,46750.0
2019-01-31 00:00:00,46270.0
2019-01-31 01:00:00,45470.0
2019-01-31 02:00:00,43810.0
2019-01-31 03:00:00,43640.0
2019-01-31 04:00:00,43800.0
2019-01-31 05:00:00,45560.0
2019-01-31 06:00:00,47500.0
2019-01-31 07:00:00,50280.0
2019-01-31 08:00:00,51940.0
2019-01-31 09:00:00,53070.0
2019-01-31 10:00:00,53950.0
2019-01-31 11:00:00,53820.0
2019-01-31 12:00:00,53230.0
2019-01-31 13:00:00,52240.0
2019-01-31 14:00:00,51630.0
2019-01-31 15:00:00,51220.0
2019-01-31 16:00:00,52170.0
2019-01-31 17:00:00,53680.0
2019-01-31 18:00:00,54020.0
2019-01-31 19:00:00,53080.0
2019-01-31 20:00:00,52610.0
2019-01-31 21:00:00,50780.0
2019-01-31 22:00:00,48250.0
2019-01-31 23:00:00,46520.0
2019-02-01 00:00:00,45860.0
2019-02-01 01:00:00,44960.0
2019-02-01 02:00:00,44440.0
2019-02-01 03:00:00,43730.0
2019-02-01 04:00:00,43500.0
2019-02-01 05:00:00,44470.0
2019-02-01 06:00:00,46950.0
2019-02-01 07:00:00,49460.0
2019-02-01 08:00:00,51460.0
2019-02-01 09:00:00,53540.0
2019-02-01 10:00:00,53830.0
2019-02-01 11:00:00,53630.0
2019-02-01 12:00:00,52230.0
2019-02-01 13:00:00,52040.0
2019-02-01 14:00:00,51230.0
2019-02-01 15:00:00,50800.0
2019-02-01 16:00:00,51790.0
2019-02-01 17:00:00,53090.0
2019-02-01 18:00:00,54250.0
2019-02-01 19:00:00,53470.0
2019-02-01 20:00:00,51880.0
2019-02-01 21:00:00,49380.0
2019-02-01 22:00:00,48080.0
2019-02-01 23:00:00,46420.0
