start_time,end_time,price,volume,node,bid_id,unit_id,accepted_volume,accepted_price,market_id,bid_type,simulation
2019-01-02 00:00:00,2019-01-02 01:00:00,25.452,100,south,KKW PHILIPPSBURG 2_24,KKW PHILIPPSBURG 2,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 01:00:00,2019-01-01 02:00:00,25.452,50,south,KKW BROKDORF_1,KKW BROKDORF,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 01:00:00,2019-01-01 02:00:00,25.452,50,south,KKW ISAR 2_1,KKW ISAR 2,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 02:00:00,2019-01-01 03:00:00,25.452,100,south,KKW BROKDORF_2,KKW BROKDORF,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 02:00:00,2019-01-01 03:00:00,25.452,100,south,KKW ISAR 2_2,KKW ISAR 2,48.266,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 03:00:00,2019-01-01 04:00:00,25.452,100,south,KKW BROKDORF_3,KKW BROKDORF,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 03:00:00,2019-01-01 04:00:00,25.452,100,south,KKW ISAR 2_3,KKW ISAR 2,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 04:00:00,2019-01-01 05:00:00,25.452,100,south,KKW BROKDORF_4,KKW BROKDORF,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 04:00:00,2019-01-01 05:00:00,25.452,100,south,KKW ISAR 2_4,KKW ISAR 2,81.005,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 05:00:00,2019-01-01 06:00:00,25.452,100,south,KKW BROKDORF_5,KKW BROKDORF,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 05:00:00,2019-01-01 06:00:00,25.452,100,south,KKW ISAR 2_5,KKW ISAR 2,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 06:00:00,2019-01-01 07:00:00,25.452,100,south,KKW BROKDORF_6,KKW BROKDORF,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 06:00:00,2019-01-01 07:00:00,25.452,100,south,KKW ISAR 2_6,KKW ISAR 2,89.192,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 07:00:00,2019-01-01 08:00:00,25.452,100,south,KKW BROKDORF_7,KKW BROKDORF,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 07:00:00,2019-01-01 08:00:00,25.452,100,south,KKW ISAR 2_7,KKW ISAR 2,83.1,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 08:00:00,2019-01-01 09:00:00,25.452,100,south,KKW BROKDORF_8,KKW BROKDORF,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 08:00:00,2019-01-01 09:00:00,25.452,100,south,KKW ISAR 2_8,KKW ISAR 2,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 09:00:00,2019-01-01 10:00:00,25.452,100,south,KKW BROKDORF_9,KKW BROKDORF,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 09:00:00,2019-01-01 10:00:00,25.452,100,south,KKW ISAR 2_9,KKW ISAR 2,52.607,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 10:00:00,2019-01-01 11:00:00,25.452,100,south,KKW BROKDORF_10,KKW BROKDORF,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 10:00:00,2019-01-01 11:00:00,25.452,100,south,KKW ISAR 2_10,KKW ISAR 2,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 11:00:00,2019-01-01 12:00:00,25.452,100,south,KKW ISAR 2_11,KKW ISAR 2,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 11:00:00,2019-01-01 12:00:00,25.452,100,south,KKW BROKDORF_11,KKW BROKDORF,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 12:00:00,2019-01-01 13:00:00,25.452,100,south,KKW BROKDORF_12,KKW BROKDORF,79.105,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 13:00:00,2019-01-01 14:00:00,25.452,100,south,KKW ISAR 2_13,KKW ISAR 2,53.734,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 14:00:00,2019-01-01 15:00:00,25.452,100,south,KKW ISAR 2_14,KKW ISAR 2,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 14:00:00,2019-01-01 15:00:00,25.452,100,south,KKW BROKDORF_14,KKW BROKDORF,30.851,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 15:00:00,2019-01-01 16:00:00,25.452,100,south,KKW BROKDORF_15,KKW BROKDORF,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 15:00:00,2019-01-01 16:00:00,25.452,100,south,KKW ISAR 2_15,KKW ISAR 2,12.027,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 16:00:00,2019-01-01 17:00:00,25.452,100,south,KKW BROKDORF_16,KKW BROKDORF,98.554,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 17:00:00,2019-01-01 18:00:00,25.452,100,south,KKW ISAR 2_17,KKW ISAR 2,91.356,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 20:00:00,2019-01-01 21:00:00,25.452,100,south,KKW BROKDORF_20,KKW BROKDORF,10.028,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 21:00:00,2019-01-01 22:00:00,25.452,100,south,KKW ISAR 2_21,KKW ISAR 2,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 22:00:00,2019-01-01 23:00:00,25.452,100,south,KKW ISAR 2_22,KKW ISAR 2,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 23:00:00,2019-01-02 00:00:00,25.452,100,south,KKW ISAR 2_23,KKW ISAR 2,75.856,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-02 00:00:00,2019-01-02 01:00:00,25.452,100,south,KKW ISAR 2_24,KKW ISAR 2,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-02 00:00:00,2019-01-02 01:00:00,25.452,100,south,KKW BROKDORF_24,KKW BROKDORF,1.9795,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 01:00:00,2019-01-01 02:00:00,3000,-535.25,north,demand_EOM_1,demand_EOM,-460,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 02:00:00,2019-01-01 03:00:00,3000,-558.27,north,demand_EOM_2,demand_EOM,-558.27,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 03:00:00,2019-01-01 04:00:00,3000,-577.29,north,demand_EOM_3,demand_EOM,-577.29,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 04:00:00,2019-01-01 05:00:00,3000,-591,north,demand_EOM_4,demand_EOM,-591,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 05:00:00,2019-01-01 06:00:00,3000,-598.48,north,demand_EOM_5,demand_EOM,-598.48,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 06:00:00,2019-01-01 07:00:00,3000,-599.19,north,demand_EOM_6,demand_EOM,-599.19,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 07:00:00,2019-01-01 08:00:00,3000,-593.1,north,demand_EOM_7,demand_EOM,-593.1,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 08:00:00,2019-01-01 09:00:00,3000,-580.62,north,demand_EOM_8,demand_EOM,-580.62,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 09:00:00,2019-01-01 10:00:00,3000,-562.61,north,demand_EOM_9,demand_EOM,-562.61,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 10:00:00,2019-01-01 11:00:00,3000,-540.3,north,demand_EOM_10,demand_EOM,-540.3,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 11:00:00,2019-01-01 12:00:00,3000,-515.22,north,demand_EOM_11,demand_EOM,-515.22,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 12:00:00,2019-01-01 13:00:00,3000,-489.1,north,demand_EOM_12,demand_EOM,-489.1,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 13:00:00,2019-01-01 14:00:00,3000,-463.73,north,demand_EOM_13,demand_EOM,-463.73,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 14:00:00,2019-01-01 15:00:00,3000,-440.85,north,demand_EOM_14,demand_EOM,-440.85,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 15:00:00,2019-01-01 16:00:00,3000,-422.03,north,demand_EOM_15,demand_EOM,-422.03,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 16:00:00,2019-01-01 17:00:00,3000,-408.55,north,demand_EOM_16,demand_EOM,-408.55,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 17:00:00,2019-01-01 18:00:00,3000,-401.36,north,demand_EOM_17,demand_EOM,-401.36,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 18:00:00,2019-01-01 19:00:00,3000,-400.93,north,demand_EOM_18,demand_EOM,-400.93,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 19:00:00,2019-01-01 20:00:00,3000,-407.3,north,demand_EOM_19,demand_EOM,-407.3,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 20:00:00,2019-01-01 21:00:00,3000,-420.03,north,demand_EOM_20,demand_EOM,-420.03,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 21:00:00,2019-01-01 22:00:00,3000,-438.25,north,demand_EOM_21,demand_EOM,-438.25,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 22:00:00,2019-01-01 23:00:00,3000,-460.7,north,demand_EOM_22,demand_EOM,-460.7,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 23:00:00,2019-01-02 00:00:00,3000,-485.86,north,demand_EOM_23,demand_EOM,-485.86,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-02 00:00:00,2019-01-02 01:00:00,3000,-511.98,north,demand_EOM_24,demand_EOM,-511.98,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 01:00:00,2019-01-01 02:00:00,0,100,north,Biomass_1,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 01:00:00,2019-01-01 02:00:00,0,30,north,Hydro_1,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 01:00:00,2019-01-01 02:00:00,0,60,north,Wind offshore_1,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 01:00:00,2019-01-01 02:00:00,0,70,north,Solar_1,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 01:00:00,2019-01-01 02:00:00,0,50,north,Wind onshore_1,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 02:00:00,2019-01-01 03:00:00,0,30,north,Hydro_2,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 02:00:00,2019-01-01 03:00:00,0,60,north,Wind offshore_2,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 02:00:00,2019-01-01 03:00:00,0,50,north,Wind onshore_2,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 02:00:00,2019-01-01 03:00:00,0,100,north,Biomass_2,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 02:00:00,2019-01-01 03:00:00,0,70,north,Solar_2,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 03:00:00,2019-01-01 04:00:00,0,100,north,Biomass_3,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 03:00:00,2019-01-01 04:00:00,0,50,north,Wind onshore_3,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 03:00:00,2019-01-01 04:00:00,0,70,north,Solar_3,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 03:00:00,2019-01-01 04:00:00,0,60,north,Wind offshore_3,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 03:00:00,2019-01-01 04:00:00,0,30,north,Hydro_3,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 04:00:00,2019-01-01 05:00:00,0,50,north,Wind onshore_4,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 04:00:00,2019-01-01 05:00:00,0,30,north,Hydro_4,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 04:00:00,2019-01-01 05:00:00,0,60,north,Wind offshore_4,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 04:00:00,2019-01-01 05:00:00,0,100,north,Biomass_4,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 04:00:00,2019-01-01 05:00:00,0,70,north,Solar_4,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 05:00:00,2019-01-01 06:00:00,0,70,north,Solar_5,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 05:00:00,2019-01-01 06:00:00,0,100,north,Biomass_5,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 05:00:00,2019-01-01 06:00:00,0,30,north,Hydro_5,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 05:00:00,2019-01-01 06:00:00,0,60,north,Wind offshore_5,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 05:00:00,2019-01-01 06:00:00,0,50,north,Wind onshore_5,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 06:00:00,2019-01-01 07:00:00,0,70,north,Solar_6,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 06:00:00,2019-01-01 07:00:00,0,100,north,Biomass_6,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 06:00:00,2019-01-01 07:00:00,0,50,north,Wind onshore_6,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 06:00:00,2019-01-01 07:00:00,0,60,north,Wind offshore_6,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 06:00:00,2019-01-01 07:00:00,0,30,north,Hydro_6,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 07:00:00,2019-01-01 08:00:00,0,50,north,Wind onshore_7,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 07:00:00,2019-01-01 08:00:00,0,70,north,Solar_7,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 07:00:00,2019-01-01 08:00:00,0,30,north,Hydro_7,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 07:00:00,2019-01-01 08:00:00,0,60,north,Wind offshore_7,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 07:00:00,2019-01-01 08:00:00,0,100,north,Biomass_7,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 08:00:00,2019-01-01 09:00:00,0,30,north,Hydro_8,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 08:00:00,2019-01-01 09:00:00,0,100,north,Biomass_8,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 08:00:00,2019-01-01 09:00:00,0,60,north,Wind offshore_8,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 08:00:00,2019-01-01 09:00:00,0,70,north,Solar_8,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 08:00:00,2019-01-01 09:00:00,0,50,north,Wind onshore_8,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 09:00:00,2019-01-01 10:00:00,0,60,north,Wind offshore_9,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 09:00:00,2019-01-01 10:00:00,0,30,north,Hydro_9,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 09:00:00,2019-01-01 10:00:00,0,70,north,Solar_9,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 09:00:00,2019-01-01 10:00:00,0,100,north,Biomass_9,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 09:00:00,2019-01-01 10:00:00,0,50,north,Wind onshore_9,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 10:00:00,2019-01-01 11:00:00,0,70,north,Solar_10,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 10:00:00,2019-01-01 11:00:00,0,30,north,Hydro_10,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 10:00:00,2019-01-01 11:00:00,0,50,north,Wind onshore_10,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 10:00:00,2019-01-01 11:00:00,0,100,north,Biomass_10,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 10:00:00,2019-01-01 11:00:00,0,60,north,Wind offshore_10,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 11:00:00,2019-01-01 12:00:00,0,50,north,Wind onshore_11,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 11:00:00,2019-01-01 12:00:00,0,30,north,Hydro_11,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 11:00:00,2019-01-01 12:00:00,0,60,north,Wind offshore_11,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 11:00:00,2019-01-01 12:00:00,0,100,north,Biomass_11,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 11:00:00,2019-01-01 12:00:00,0,70,north,Solar_11,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 12:00:00,2019-01-01 13:00:00,0,30,north,Hydro_12,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 12:00:00,2019-01-01 13:00:00,0,50,north,Wind onshore_12,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 12:00:00,2019-01-01 13:00:00,0,100,north,Biomass_12,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 12:00:00,2019-01-01 13:00:00,0,60,north,Wind offshore_12,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 12:00:00,2019-01-01 13:00:00,0,70,north,Solar_12,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 13:00:00,2019-01-01 14:00:00,0,30,north,Hydro_13,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 13:00:00,2019-01-01 14:00:00,0,100,north,Biomass_13,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 13:00:00,2019-01-01 14:00:00,0,50,north,Wind onshore_13,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 13:00:00,2019-01-01 14:00:00,0,60,north,Wind offshore_13,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 13:00:00,2019-01-01 14:00:00,0,70,north,Solar_13,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 14:00:00,2019-01-01 15:00:00,0,70,north,Solar_14,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 14:00:00,2019-01-01 15:00:00,0,50,north,Wind onshore_14,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 14:00:00,2019-01-01 15:00:00,0,100,north,Biomass_14,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 14:00:00,2019-01-01 15:00:00,0,60,north,Wind offshore_14,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 14:00:00,2019-01-01 15:00:00,0,30,north,Hydro_14,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 15:00:00,2019-01-01 16:00:00,0,100,north,Biomass_15,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 15:00:00,2019-01-01 16:00:00,0,60,north,Wind offshore_15,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 15:00:00,2019-01-01 16:00:00,0,50,north,Wind onshore_15,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 15:00:00,2019-01-01 16:00:00,0,30,north,Hydro_15,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 15:00:00,2019-01-01 16:00:00,0,70,north,Solar_15,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 16:00:00,2019-01-01 17:00:00,0,60,north,Wind offshore_16,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 16:00:00,2019-01-01 17:00:00,0,30,north,Hydro_16,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 16:00:00,2019-01-01 17:00:00,0,70,north,Solar_16,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 16:00:00,2019-01-01 17:00:00,0,100,north,Biomass_16,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 16:00:00,2019-01-01 17:00:00,0,50,north,Wind onshore_16,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 17:00:00,2019-01-01 18:00:00,0,70,north,Solar_17,Solar,70,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 17:00:00,2019-01-01 18:00:00,0,100,north,Biomass_17,Biomass,100,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 17:00:00,2019-01-01 18:00:00,0,30,north,Hydro_17,Hydro,30,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 17:00:00,2019-01-01 18:00:00,0,60,north,Wind offshore_17,Wind offshore,60,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
2019-01-01 17:00:00,2019-01-01 18:00:00,0,50,north,Wind onshore_17,Wind onshore,50,25.452,EOM,,tutorial_09_steel_plant_Day_Ahead
