datetime,EOM,EOM_sell,awattar,EGHSt1
01/03/2024 12:15,0.2028,0.035,0.0567725,0.2028
01/03/2024 12:30,0.2028,0.035,0.056465,0.13418
01/03/2024 12:45,0.2028,0.035,0.0561575,0.2028
01/03/2024 13:00,0.2028,0.035,0.05585,0.13452
01/03/2024 13:15,0.2028,0.035,0.0558725,0.2028
01/03/2024 13:30,0.2028,0.035,0.055895,0.2028
01/03/2024 13:45,0.2028,0.035,0.0559175,0.2028
01/03/2024 14:00,0.2028,0.035,0.05594,0.2028
01/03/2024 14:15,0.2028,0.035,0.0574325,0.13453
01/03/2024 14:30,0.2028,0.035,0.058925,0.2028
01/03/2024 14:45,0.2028,0.035,0.0604175,0.2028
01/03/2024 15:00,0.2028,0.035,0.06191,0.2028
01/03/2024 15:15,0.2028,0.035,0.0639575,0.2028
01/03/2024 15:30,0.2028,0.035,0.066005,0.2028
01/03/2024 15:45,0.2028,0.035,0.0680525,0.13358
01/03/2024 16:00,0.2028,0.035,0.0701,0.13457
01/03/2024 16:15,0.2028,0.035,0.0717775,0.14176
01/03/2024 16:30,0.2028,0.035,0.073455,0.13969
01/03/2024 16:45,0.2028,0.035,0.0751325,0.13597
01/03/2024 17:00,0.2028,0.035,0.07681,0.139
01/03/2024 17:15,0.2028,0.035,0.0786825,0.13569
01/03/2024 17:30,0.2028,0.035,0.080555,0.13569
01/03/2024 17:45,0.2028,0.035,0.0824275,0.2028
01/03/2024 18:00,0.2028,0.035,0.0843,0.13677
01/03/2024 18:15,0.2028,0.035,0.084695,0.2028
01/03/2024 18:30,0.2028,0.035,0.08509,0.13736
01/03/2024 18:45,0.2028,0.035,0.085485,0.2028
01/03/2024 19:00,0.2028,0.035,0.08588,0.13573
01/03/2024 19:15,0.2028,0.035,0.0849975,0.13375
01/03/2024 19:30,0.2028,0.035,0.084115,0.13558
01/03/2024 19:45,0.2028,0.035,0.0832325,0.13374
01/03/2024 20:00,0.2028,0.035,0.08235,0.13464
01/03/2024 20:15,0.2028,0.035,0.08007,0.2028
01/03/2024 20:30,0.2028,0.035,0.07779,0.13509
01/03/2024 20:45,0.2028,0.035,0.07551,0.13578
01/03/2024 21:00,0.2028,0.035,0.07323,0.13366
01/03/2024 21:15,0.2028,0.035,0.071775,0.13826
01/03/2024 21:30,0.2028,0.035,0.07032,0.2028
01/03/2024 21:45,0.2028,0.035,0.068865,0.136
01/03/2024 22:00,0.2028,0.035,0.06741,0.2028
01/03/2024 22:15,0.2028,0.035,0.0668075,0.2028
01/03/2024 22:30,0.2028,0.035,0.066205,0.2028
01/03/2024 22:45,0.2028,0.035,0.0656025,0.2028
01/03/2024 23:00,0.2028,0.035,0.065,0.2028
01/03/2024 23:15,0.2028,0.035,0.06328,0.2028
01/03/2024 23:30,0.2028,0.035,0.06156,0.2028
01/03/2024 23:45,0.2028,0.035,0.05984,0.2028
01/04/2024 00:00,0.2028,0.035,0.05812,0.2028
01/04/2024 00:15,0.2028,0.035,0.057915,0.2028
01/04/2024 00:30,0.2028,0.035,0.05771,0.2028
01/04/2024 00:45,0.2028,0.035,0.057505,0.2028
01/04/2024 01:00,0.2028,0.035,0.0573,0.2028
01/04/2024 01:15,0.2028,0.035,0.05559,0.2028
01/04/2024 01:30,0.2028,0.035,0.05388,0.2028
01/04/2024 01:45,0.2028,0.035,0.05217,0.2028
01/04/2024 02:00,0.2028,0.035,0.05046,0.2028
01/04/2024 02:15,0.2028,0.035,0.047845,0.2028
01/04/2024 02:30,0.2028,0.035,0.04523,0.2028
01/04/2024 02:45,0.2028,0.035,0.042615,0.2028
01/04/2024 03:00,0.2028,0.035,0.04,0.2028
01/04/2024 03:15,0.2028,0.035,0.03637,0.2028
01/04/2024 03:30,0.2028,0.035,0.03274,0.2028
01/04/2024 03:45,0.2028,0.035,0.02911,0.2028
01/04/2024 04:00,0.2028,0.035,0.02548,0.2028
01/04/2024 04:15,0.2028,0.035,0.02786,0.2028
01/04/2024 04:30,0.2028,0.035,0.03024,0.2028
01/04/2024 04:45,0.2028,0.035,0.03262,0.2028
01/04/2024 05:00,0.2028,0.035,0.035,0.2028
01/04/2024 05:15,0.2028,0.035,0.0406825,0.2028
01/04/2024 05:30,0.2028,0.035,0.046365,0.2028
01/04/2024 05:45,0.2028,0.035,0.0520475,0.2028
01/04/2024 06:00,0.2028,0.035,0.05773,0.2028
01/04/2024 06:15,0.2028,0.035,0.06146,0.2028
01/04/2024 06:30,0.2028,0.035,0.06519,0.2028
01/04/2024 06:45,0.2028,0.035,0.06892,0.2028
01/04/2024 07:00,0.2028,0.035,0.07265,0.1363
01/04/2024 07:15,0.2028,0.035,0.0757425,0.1373
01/04/2024 07:30,0.2028,0.035,0.078835,0.2028
01/04/2024 07:45,0.2028,0.035,0.0819275,0.2028
01/04/2024 08:00,0.2028,0.035,0.08502,0.2028
01/04/2024 08:15,0.2028,0.035,0.0866325,0.2028
01/04/2024 08:30,0.2028,0.035,0.088245,0.2028
01/04/2024 08:45,0.2028,0.035,0.0898575,0.2028
01/04/2024 09:00,0.2028,0.035,0.09147,0.2028
01/04/2024 09:15,0.2028,0.035,0.0921525,0.2028
01/04/2024 09:30,0.2028,0.035,0.092835,0.2028
01/04/2024 09:45,0.2028,0.035,0.0935175,0.2028
01/04/2024 10:00,0.2028,0.035,0.0942,0.2028
01/04/2024 10:15,0.2028,0.035,0.093535,0.2028
01/04/2024 10:30,0.2028,0.035,0.09287,0.2028
01/04/2024 10:45,0.2028,0.035,0.092205,0.2028
01/04/2024 11:00,0.2028,0.035,0.09154,0.13376
01/04/2024 11:15,0.2028,0.035,0.0911425,0.13412
01/04/2024 11:30,0.2028,0.035,0.090745,0.13381
01/04/2024 11:45,0.2028,0.035,0.0903475,0.14064
01/04/2024 12:00,0.2028,0.035,0.08995,0.13956
01/04/2024 12:15,0.2028,0.035,0.089035,0.2028
01/04/2024 12:30,0.2028,0.035,0.08812,0.2028
01/04/2024 12:45,0.2028,0.035,0.087205,0.2028
01/04/2024 13:00,0.2028,0.035,0.08629,0.2028
01/04/2024 13:15,0.2028,0.035,0.0862075,0.2028
01/04/2024 13:30,0.2028,0.035,0.086125,0.2028
01/04/2024 13:45,0.2028,0.035,0.0860425,0.13497
01/04/2024 14:00,0.2028,0.035,0.08596,0.2028
01/04/2024 14:15,0.2028,0.035,0.0874975,0.13421
01/04/2024 14:30,0.2028,0.035,0.089035,0.2028
01/04/2024 14:45,0.2028,0.035,0.0905725,0.2028
01/04/2024 15:00,0.2028,0.035,0.09211,0.2028
01/04/2024 15:15,0.2028,0.035,0.0937375,0.2028
01/04/2024 15:30,0.2028,0.035,0.095365,0.2028
01/04/2024 15:45,0.2028,0.035,0.0969925,0.2028
01/04/2024 16:00,0.2028,0.035,0.09862,0.2028
01/04/2024 16:15,0.2028,0.035,0.100005,0.2028
01/04/2024 16:30,0.2028,0.035,0.10139,0.2028
01/04/2024 16:45,0.2028,0.035,0.102775,0.2028
01/04/2024 17:00,0.2028,0.035,0.10416,0.2028
01/04/2024 17:15,0.2028,0.035,0.1043525,0.2028
01/04/2024 17:30,0.2028,0.035,0.104545,0.13892
01/04/2024 17:45,0.2028,0.035,0.1047375,0.2028
01/04/2024 18:00,0.2028,0.035,0.10493,0.2028
01/04/2024 18:15,0.2028,0.035,0.1044225,0.2028
01/04/2024 18:30,0.2028,0.035,0.103915,0.2028
01/04/2024 18:45,0.2028,0.035,0.1034075,0.1339
01/04/2024 19:00,0.2028,0.035,0.1029,0.2028
01/04/2024 19:15,0.2028,0.035,0.10341,0.2028
01/04/2024 19:30,0.2028,0.035,0.10392,0.2028
01/04/2024 19:45,0.2028,0.035,0.10443,0.2028
01/04/2024 20:00,0.2028,0.035,0.10494,0.2028
01/04/2024 20:15,0.2028,0.035,0.10373,0.2028
01/04/2024 20:30,0.2028,0.035,0.10252,0.2028
01/04/2024 20:45,0.2028,0.035,0.10131,0.2028
01/04/2024 21:00,0.2028,0.035,0.1001,0.2028
01/04/2024 21:15,0.2028,0.035,0.09838,0.2028
01/04/2024 21:30,0.2028,0.035,0.09666,0.2028
01/04/2024 21:45,0.2028,0.035,0.09494,0.2028
01/04/2024 22:00,0.2028,0.035,0.09322,0.2028
01/04/2024 22:15,0.2028,0.035,0.0926075,0.2028
01/04/2024 22:30,0.2028,0.035,0.091995,0.2028
01/04/2024 22:45,0.2028,0.035,0.0913825,0.2028
01/04/2024 23:00,0.2028,0.035,0.09077,0.2028
01/04/2024 23:15,0.2028,0.035,0.0902325,0.2028
01/04/2024 23:30,0.2028,0.035,0.089695,0.2028
01/04/2024 23:45,0.2028,0.035,0.0891575,0.2028
01/05/2024 00:00,0.2028,0.035,0.08862,0.2028
01/05/2024 00:15,0.2028,0.035,0.087985,0.2028
01/05/2024 00:30,0.2028,0.035,0.08735,0.2028
01/05/2024 00:45,0.2028,0.035,0.086715,0.2028
01/05/2024 01:00,0.2028,0.035,0.08608,0.2028
01/05/2024 01:15,0.2028,0.035,0.0846875,0.2028
01/05/2024 01:30,0.2028,0.035,0.083295,0.2028
01/05/2024 01:45,0.2028,0.035,0.0819025,0.2028
01/05/2024 02:00,0.2028,0.035,0.08051,0.2028
01/05/2024 02:15,0.2028,0.035,0.079635,0.2028
01/05/2024 02:30,0.2028,0.035,0.07876,0.2028
01/05/2024 02:45,0.2028,0.035,0.077885,0.2028
01/05/2024 03:00,0.2028,0.035,0.07701,0.2028
01/05/2024 03:15,0.2028,0.035,0.075995,0.2028
01/05/2024 03:30,0.2028,0.035,0.07498,0.2028
01/05/2024 03:45,0.2028,0.035,0.073965,0.2028
01/05/2024 04:00,0.2028,0.035,0.07295,0.2028
01/05/2024 04:15,0.2028,0.035,0.0728975,0.2028
01/05/2024 04:30,0.2028,0.035,0.072845,0.2028
01/05/2024 04:45,0.2028,0.035,0.0727925,0.2028
01/05/2024 05:00,0.2028,0.035,0.07274,0.2028
01/05/2024 05:15,0.2028,0.035,0.0733675,0.2028
01/05/2024 05:30,0.2028,0.035,0.073995,0.2028
01/05/2024 05:45,0.2028,0.035,0.0746225,0.2028
01/05/2024 06:00,0.2028,0.035,0.07525,0.2028
01/05/2024 06:15,0.2028,0.035,0.0783925,0.13415
01/05/2024 06:30,0.2028,0.035,0.081535,0.2028
01/05/2024 06:45,0.2028,0.035,0.0846775,0.2028
01/05/2024 07:00,0.2028,0.035,0.08782,0.13363
01/05/2024 07:15,0.2028,0.035,0.0898625,0.2028
01/05/2024 07:30,0.2028,0.035,0.091905,0.13451
01/05/2024 07:45,0.2028,0.035,0.0939475,0.2028
01/05/2024 08:00,0.2028,0.035,0.09599,0.2028
01/05/2024 08:15,0.2028,0.035,0.0965875,0.2028
01/05/2024 08:30,0.2028,0.035,0.097185,0.2028
01/05/2024 08:45,0.2028,0.035,0.0977825,0.2028
01/05/2024 09:00,0.2028,0.035,0.09838,0.2028
01/05/2024 09:15,0.2028,0.035,0.09825,0.2028
01/05/2024 09:30,0.2028,0.035,0.09812,0.2028
01/05/2024 09:45,0.2028,0.035,0.09799,0.13538
01/05/2024 10:00,0.2028,0.035,0.09786,0.1347
01/05/2024 10:15,0.2028,0.035,0.0976225,0.2028
01/05/2024 10:30,0.2028,0.035,0.097385,0.2028
01/05/2024 10:45,0.2028,0.035,0.0971475,0.2028
01/05/2024 11:00,0.2028,0.035,0.09691,0.2028
01/05/2024 11:15,0.2028,0.035,0.09728,0.2028
01/05/2024 11:30,0.2028,0.035,0.09765,0.2028
01/05/2024 11:45,0.2028,0.035,0.09802,0.2028
01/05/2024 12:00,0.2028,0.035,0.09839,0.2028
01/05/2024 12:15,0.2028,0.035,0.0974475,0.2028
01/05/2024 12:30,0.2028,0.035,0.096505,0.17526
01/05/2024 12:45,0.2028,0.035,0.0955625,0.2028
01/05/2024 13:00,0.2028,0.035,0.09462,0.2028
01/05/2024 13:15,0.2028,0.035,0.0952175,0.2028
01/05/2024 13:30,0.2028,0.035,0.095815,0.2028
01/05/2024 13:45,0.2028,0.035,0.0964125,0.2028
01/05/2024 14:00,0.2028,0.035,0.09701,0.19988
01/05/2024 14:15,0.2028,0.035,0.0986325,0.2028
01/05/2024 14:30,0.2028,0.035,0.100255,0.2028
01/05/2024 14:45,0.2028,0.035,0.1018775,0.20056
01/05/2024 15:00,0.2028,0.035,0.1035,0.2028
01/05/2024 15:15,0.2028,0.035,0.1041875,0.19985
01/05/2024 15:30,0.2028,0.035,0.104875,0.2028
01/05/2024 15:45,0.2028,0.035,0.1055625,0.2028
01/05/2024 16:00,0.2028,0.035,0.10625,0.2028
01/05/2024 16:15,0.2028,0.035,0.10682,0.2028
01/05/2024 16:30,0.2028,0.035,0.10739,0.2028
01/05/2024 16:45,0.2028,0.035,0.10796,0.2028
01/05/2024 17:00,0.2028,0.035,0.10853,0.2028
01/05/2024 17:15,0.2028,0.035,0.1093525,0.2028
01/05/2024 17:30,0.2028,0.035,0.110175,0.2028
01/05/2024 17:45,0.2028,0.035,0.1109975,0.2028
01/05/2024 18:00,0.2028,0.035,0.11182,0.13367
01/05/2024 18:15,0.2028,0.035,0.11151,0.13481
01/05/2024 18:30,0.2028,0.035,0.1112,0.2028
01/05/2024 18:45,0.2028,0.035,0.11089,0.2028
01/05/2024 19:00,0.2028,0.035,0.11058,0.2028
