datetime,demand_north,demand_south
2019-01-04 17:45:00,3506.8,3506.8
2019-01-04 18:00:00,3489.4,3489.4
2019-01-04 18:15:00,3472.8,3472.8
2019-01-04 18:30:00,3458.4,3458.4
2019-01-04 18:45:00,3438.4,3438.4
2019-01-04 19:00:00,3421.2,3421.2
2019-01-04 19:15:00,3373.2,3373.2
2019-01-04 19:30:00,3354.8,3354.8
2019-01-04 19:45:00,3314.4,3314.4
2019-01-04 20:00:00,3232.6,3232.6
2019-01-04 20:15:00,3182.2,3182.2
2019-01-04 20:30:00,3156.4,3156.4
2019-01-04 20:45:00,3097.0,3097.0
2019-01-04 21:00:00,3052.6,3052.6
2019-01-04 21:15:00,3027.6,3027.6
2019-01-04 21:30:00,3013.0,3013.0
2019-01-04 21:45:00,2973.8,2973.8
2019-01-04 22:00:00,2973.0,2973.0
2019-01-04 22:15:00,2953.0,2953.0
2019-01-04 22:30:00,2907.6,2907.6
2019-01-04 22:45:00,2863.8,2863.8
2019-01-04 23:00:00,2790.4,2790.4
2019-01-04 23:15:00,2749.2,2749.2
2019-01-04 23:30:00,2702.2,2702.2
2019-01-04 23:45:00,2657.0,2657.0
2019-01-05 00:00:00,2621.8,2621.8
2019-01-05 00:15:00,2595.8,2595.8
2019-01-05 00:30:00,2577.0,2577.0
2019-01-05 00:45:00,2536.6,2536.6
2019-01-05 01:00:00,2507.4,2507.4
2019-01-05 01:15:00,2465.4,2465.4
2019-01-05 01:30:00,2457.4,2457.4
2019-01-05 01:45:00,2432.8,2432.8
2019-01-05 02:00:00,2419.6,2419.6
2019-01-05 02:15:00,2394.4,2394.4
2019-01-05 02:30:00,2402.2,2402.2
2019-01-05 02:45:00,2389.8,2389.8
2019-01-05 03:00:00,2385.4,2385.4
2019-01-05 03:15:00,2372.6,2372.6
2019-01-05 03:30:00,2375.2,2375.2
2019-01-05 03:45:00,2377.8,2377.8
2019-01-05 04:00:00,2385.6,2385.6
2019-01-05 04:15:00,2380.0,2380.0
2019-01-05 04:30:00,2381.0,2381.0
2019-01-05 04:45:00,2380.2,2380.2
2019-01-05 05:00:00,2387.0,2387.0
2019-01-05 05:15:00,2385.6,2385.6
2019-01-05 05:30:00,2384.2,2384.2
2019-01-05 05:45:00,2383.6,2383.6
2019-01-05 06:00:00,2388.2,2388.2
2019-01-05 06:15:00,2403.0,2403.0
2019-01-05 06:30:00,2427.2,2427.2
2019-01-05 06:45:00,2447.6,2447.6
2019-01-05 07:00:00,2492.6,2492.6
2019-01-05 07:15:00,2525.6,2525.6
2019-01-05 07:30:00,2545.6,2545.6
2019-01-05 07:45:00,2588.4,2588.4
2019-01-05 08:00:00,2662.0,2662.0
2019-01-05 08:15:00,2712.4,2712.4
2019-01-05 08:30:00,2723.2,2723.2
2019-01-05 08:45:00,2763.6,2763.6
2019-01-05 09:00:00,2828.8,2828.8
2019-01-05 09:15:00,2855.4,2855.4
2019-01-05 09:30:00,2904.0,2904.0
2019-01-05 09:45:00,2930.2,2930.2
2019-01-05 10:00:00,2957.6,2957.6
2019-01-05 10:15:00,2977.2,2977.2
2019-01-05 10:30:00,2991.6,2991.6
2019-01-05 10:45:00,3016.0,3016.0
2019-01-05 11:00:00,3036.4,3036.4
2019-01-05 11:15:00,3040.2,3040.2
2019-01-05 11:30:00,3059.4,3059.4
2019-01-05 11:45:00,3048.2,3048.2
2019-01-05 12:00:00,3057.4,3057.4
2019-01-05 12:15:00,3045.2,3045.2
2019-01-05 12:30:00,3038.2,3038.2
2019-01-05 12:45:00,3017.6,3017.6
2019-01-05 13:00:00,3011.8,3011.8
2019-01-05 13:15:00,2981.8,2981.8
2019-01-05 13:30:00,2962.0,2962.0
2019-01-05 13:45:00,2948.0,2948.0
2019-01-05 14:00:00,2947.8,2947.8
2019-01-05 14:15:00,2923.2,2923.2
2019-01-05 14:30:00,2920.2,2920.2
2019-01-05 14:45:00,2903.4,2903.4
2019-01-05 15:00:00,2913.8,2913.8
2019-01-05 15:15:00,2899.6,2899.6
2019-01-05 15:30:00,2895.6,2895.6
2019-01-05 15:45:00,2898.4,2898.4
2019-01-05 16:00:00,2912.4,2912.4
2019-01-05 16:15:00,2929.2,2929.2
2019-01-05 16:30:00,2958.4,2958.4
2019-01-05 16:45:00,3010.8,3010.8
2019-01-05 17:00:00,3074.2,3074.2
2019-01-05 17:15:00,3091.0,3091.0
2019-01-05 17:30:00,3100.2,3100.2
2019-01-05 17:45:00,3112.4,3112.4
2019-01-05 18:00:00,3122.6,3122.6
2019-01-05 18:15:00,3089.2,3089.2
2019-01-05 18:30:00,3097.4,3097.4
2019-01-05 18:45:00,3078.2,3078.2
2019-01-05 19:00:00,3055.4,3055.4
2019-01-05 19:15:00,3020.8,3020.8
2019-01-05 19:30:00,2990.0,2990.0
2019-01-05 19:45:00,2953.8,2953.8
2019-01-05 20:00:00,2880.2,2880.2
2019-01-05 20:15:00,2828.0,2828.0
2019-01-05 20:30:00,2789.4,2789.4
2019-01-05 20:45:00,2759.8,2759.8
2019-01-05 21:00:00,2728.8,2728.8
2019-01-05 21:15:00,2705.8,2705.8
2019-01-05 21:30:00,2687.2,2687.2
2019-01-05 21:45:00,2665.4,2665.4
2019-01-05 22:00:00,2688.4,2688.4
2019-01-05 22:15:00,2662.8,2662.8
2019-01-05 22:30:00,2626.0,2626.0
2019-01-05 22:45:00,2602.2,2602.2
2019-01-05 23:00:00,2547.2,2547.2
2019-01-05 23:15:00,2502.8,2502.8
2019-01-05 23:30:00,2481.2,2481.2
2019-01-05 23:45:00,2452.8,2452.8
2019-01-06 00:00:00,2391.0,2391.0
2019-01-06 00:15:00,2337.4,2337.4
2019-01-06 00:30:00,2309.6,2309.6
2019-01-06 00:45:00,2282.6,2282.6
2019-01-06 01:00:00,2254.6,2254.6
2019-01-06 01:15:00,2228.6,2228.6
2019-01-06 01:30:00,2220.2,2220.2
2019-01-06 01:45:00,2205.8,2205.8
2019-01-06 02:00:00,2175.2,2175.2
2019-01-06 02:15:00,2165.6,2165.6
2019-01-06 02:30:00,2154.0,2154.0
2019-01-06 02:45:00,2147.2,2147.2
2019-01-06 03:00:00,2154.0,2154.0
2019-01-06 03:15:00,2159.8,2159.8
2019-01-06 03:30:00,2151.4,2151.4
2019-01-06 03:45:00,2143.6,2143.6
2019-01-06 04:00:00,2147.6,2147.6
2019-01-06 04:15:00,2157.0,2157.0
2019-01-06 04:30:00,2154.8,2154.8
2019-01-06 04:45:00,2157.8,2157.8
2019-01-06 05:00:00,2152.8,2152.8
2019-01-06 05:15:00,2133.2,2133.2
2019-01-06 05:30:00,2126.8,2126.8
2019-01-06 05:45:00,2118.6,2118.6
2019-01-06 06:00:00,2105.4,2105.4
2019-01-06 06:15:00,2111.4,2111.4
2019-01-06 06:30:00,2112.2,2112.2
2019-01-06 06:45:00,2122.4,2122.4
2019-01-06 07:00:00,2143.6,2143.6
2019-01-06 07:15:00,2150.4,2150.4
2019-01-06 07:30:00,2169.0,2169.0
2019-01-06 07:45:00,2207.2,2207.2
2019-01-06 08:00:00,2249.2,2249.2
2019-01-06 08:15:00,2275.2,2275.2
2019-01-06 08:30:00,2309.6,2309.6
2019-01-06 08:45:00,2355.4,2355.4
2019-01-06 09:00:00,2411.0,2411.0
2019-01-06 09:15:00,2455.8,2455.8
2019-01-06 09:30:00,2497.2,2497.2
2019-01-06 09:45:00,2527.8,2527.8
2019-01-06 10:00:00,2573.2,2573.2
2019-01-06 10:15:00,2605.0,2605.0
2019-01-06 10:30:00,2639.0,2639.0
2019-01-06 10:45:00,2671.2,2671.2
2019-01-06 11:00:00,2713.0,2713.0
2019-01-06 11:15:00,2741.0,2741.0
2019-01-06 11:30:00,2767.0,2767.0
2019-01-06 11:45:00,2779.0,2779.0
2019-01-06 12:00:00,2791.4,2791.4
2019-01-06 12:15:00,2776.8,2776.8
2019-01-06 12:30:00,2768.8,2768.8
2019-01-06 12:45:00,2755.6,2755.6
2019-01-06 13:00:00,2729.2,2729.2
2019-01-06 13:15:00,2705.0,2705.0
2019-01-06 13:30:00,2700.6,2700.6
2019-01-06 13:45:00,2682.4,2682.4
2019-01-06 14:00:00,2692.0,2692.0
2019-01-06 14:15:00,2680.8,2680.8
2019-01-06 14:30:00,2669.8,2669.8
2019-01-06 14:45:00,2652.4,2652.4
2019-01-06 15:00:00,2631.0,2631.0
2019-01-06 15:15:00,2637.4,2637.4
2019-01-06 15:30:00,2636.0,2636.0
2019-01-06 15:45:00,2637.4,2637.4
2019-01-06 16:00:00,2660.0,2660.0
2019-01-06 16:15:00,2690.6,2690.6
2019-01-06 16:30:00,2739.6,2739.6
2019-01-06 16:45:00,2801.4,2801.4
2019-01-06 17:00:00,2858.4,2858.4
2019-01-06 17:15:00,2896.6,2896.6
2019-01-06 17:30:00,2915.2,2915.2
2019-01-06 17:45:00,2922.2,2922.2
2019-01-06 18:00:00,2965.0,2965.0
2019-01-06 18:15:00,2960.4,2960.4
2019-01-06 18:30:00,2938.8,2938.8
2019-01-06 18:45:00,2909.8,2909.8
2019-01-06 19:00:00,2908.8,2908.8
2019-01-06 19:15:00,2869.6,2869.6
2019-01-06 19:30:00,2857.2,2857.2
2019-01-06 19:45:00,2822.8,2822.8
2019-01-06 20:00:00,2800.8,2800.8
2019-01-06 20:15:00,2767.4,2767.4
2019-01-06 20:30:00,2722.8,2722.8
2019-01-06 20:45:00,2699.6,2699.6
2019-01-06 21:00:00,2692.8,2692.8
2019-01-06 21:15:00,2683.6,2683.6
2019-01-06 21:30:00,2655.2,2655.2
2019-01-06 21:45:00,2648.4,2648.4
2019-01-06 22:00:00,2651.6,2651.6
2019-01-06 22:15:00,2669.0,2669.0
2019-01-06 22:30:00,2633.2,2633.2
2019-01-06 22:45:00,2591.0,2591.0
2019-01-06 23:00:00,2556.6,2556.6
2019-01-06 23:15:00,2524.6,2524.6
2019-01-06 23:30:00,2482.8,2482.8
2019-01-06 23:45:00,2443.8,2443.8
2019-01-07 00:00:00,2397.6,2397.6
2019-01-07 00:15:00,2363.0,2363.0
2019-01-07 00:30:00,2340.4,2340.4
2019-01-07 00:45:00,2312.6,2312.6
2019-01-07 01:00:00,2290.6,2290.6
2019-01-07 01:15:00,2262.4,2262.4
2019-01-07 01:30:00,2262.6,2262.6
2019-01-07 01:45:00,2247.0,2247.0
2019-01-07 02:00:00,2243.4,2243.4
2019-01-07 02:15:00,2233.0,2233.0
2019-01-07 02:30:00,2242.0,2242.0
2019-01-07 02:45:00,2248.4,2248.4
2019-01-07 03:00:00,2263.6,2263.6
2019-01-07 03:15:00,2267.8,2267.8
2019-01-07 03:30:00,2280.0,2280.0
2019-01-07 03:45:00,2290.6,2290.6
2019-01-07 04:00:00,2322.6,2322.6
2019-01-07 04:15:00,2348.6,2348.6
2019-01-07 04:30:00,2380.0,2380.0
2019-01-07 04:45:00,2420.0,2420.0
2019-01-07 05:00:00,2494.0,2494.0
2019-01-07 05:15:00,2542.2,2542.2
2019-01-07 05:30:00,2605.6,2605.6
2019-01-07 05:45:00,2698.4,2698.4
2019-01-07 06:00:00,2863.8,2863.8
2019-01-07 06:15:00,2981.6,2981.6
2019-01-07 06:30:00,3072.4,3072.4
2019-01-07 06:45:00,3145.0,3145.0
2019-01-07 07:00:00,3259.4,3259.4
2019-01-07 07:15:00,3302.2,3302.2
2019-01-07 07:30:00,3364.2,3364.2
